"date","geography","geography code","Proficiency in English language: Total: All usual residents aged 3 years and over","Proficiency in English language: Main language is English (English or Welsh in Wales)","Proficiency in English language: Main language is not English (English or Welsh in Wales)","Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English very well","Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English well","Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English well","Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English"
2021,"Haringey 029","E02000425",7623,5530,2093,529,908,547,109
2021,"Haringey 030","E02000426",6309,5459,850,535,217,84,14
2021,"Haringey 031","E02000427",6404,4567,1837,785,644,349,59
2021,"Haringey 032","E02000428",8124,5601,2523,894,936,574,119
2021,"Haringey 033","E02000429",6571,5704,867,586,176,91,14
2021,"Haringey 034","E02000430",6681,5772,909,567,241,84,17
2021,"Haringey 035","E02000431",5694,4876,818,570,163,78,7
2021,"Haringey 036","E02000432",5918,4997,921,450,268,167,36
2021,"Harrow 001","E02000433",8355,6695,1660,795,573,255,37
2021,"Harrow 002","E02000434",9504,7202,2302,1042,873,335,52
2021,"Harrow 003","E02000435",7901,5886,2015,845,814,298,58
2021,"Harrow 004","E02000436",5608,4711,897,529,252,97,19
2021,"Harrow 005","E02000437",8472,6294,2178,913,846,358,61
2021,"Harrow 006","E02000438",8228,6348,1880,909,660,264,47
2021,"Harrow 007","E02000439",8900,5326,3574,1359,1458,652,105
2021,"Harrow 008","E02000440",9314,6838,2476,1112,947,357,60
2021,"Harrow 009","E02000441",7219,5791,1428,734,489,180,25
2021,"Harrow 010","E02000442",9190,4843,4347,1518,1852,852,125
2021,"Harrow 011","E02000443",10275,6619,3656,1419,1444,662,131
2021,"Harrow 012","E02000444",8427,5034,3393,1436,1329,530,98
2021,"Harrow 013","E02000445",11225,7063,4162,1597,1649,775,141
2021,"Harrow 015","E02000447",7905,5933,1972,1054,657,225,36
2021,"Harrow 016","E02000448",6849,5838,1011,557,298,135,21
2021,"Harrow 017","E02000449",7995,4584,3411,1211,1389,680,131
2021,"Harrow 019","E02000451",6504,5014,1490,799,482,192,17
2021,"Harrow 020","E02000452",9085,5715,3370,1445,1306,529,90
2021,"Harrow 021","E02000453",8046,5614,2432,1158,891,340,43
2021,"Harrow 022","E02000454",7157,6020,1137,698,316,110,13
2021,"Harrow 023","E02000455",11085,7076,4009,2076,1340,498,95
2021,"Harrow 024","E02000456",7553,5451,2102,947,798,304,53
2021,"Harrow 025","E02000457",6872,4968,1904,974,638,256,36
2021,"Harrow 027","E02000459",8972,5753,3219,1348,1259,526,86
2021,"Harrow 028","E02000460",7019,4718,2301,1052,885,319,45
2021,"Harrow 029","E02000461",7026,5349,1677,812,589,231,45
2021,"Harrow 030","E02000462",6745,4084,2661,1075,1042,461,83
2021,"Harrow 031","E02000463",8471,5674,2797,1182,1120,417,78
2021,"Havering 001","E02000464",7459,6742,717,338,265,95,19
2021,"Havering 002","E02000465",8962,7784,1178,551,440,160,27
2021,"Havering 003","E02000466",8702,8017,685,289,267,115,14
2021,"Havering 004","E02000467",10957,9637,1320,572,539,174,35
2021,"Havering 005","E02000468",8317,7497,820,335,348,122,15
2021,"Havering 006","E02000469",6974,5947,1027,440,390,163,34
2021,"Havering 007","E02000470",9372,8576,796,404,258,115,19
2021,"Havering 008","E02000471",7623,7128,495,250,178,58,9
2021,"Havering 009","E02000472",9153,8249,904,401,346,133,24
2021,"Havering 010","E02000473",10089,9323,766,413,231,105,17
2021,"Havering 011","E02000474",8797,7779,1018,453,385,156,24
2021,"Havering 012","E02000475",9258,8568,690,346,246,79,19
2021,"Havering 013","E02000476",8889,7190,1699,740,671,252,36
2021,"Havering 014","E02000477",9219,8676,543,299,174,64,6
2021,"Havering 015","E02000478",5845,5298,547,315,147,74,11
2021,"Havering 016","E02000479",9005,7488,1517,614,617,246,40
2021,"Havering 017","E02000480",13137,10552,2585,1216,948,340,81
2021,"Havering 018","E02000481",7972,7666,306,150,109,41,6
2021,"Havering 019","E02000482",6442,6244,198,116,53,23,6
2021,"Havering 020","E02000483",7735,7195,540,258,186,74,22
2021,"Havering 021","E02000484",8228,7705,523,230,192,79,22
2021,"Havering 022","E02000485",8187,7664,523,267,172,73,11
2021,"Havering 023","E02000486",7116,6583,533,263,173,87,10
2021,"Havering 024","E02000487",7740,7591,149,87,44,16,2
2021,"Havering 025","E02000488",7358,6954,404,206,127,58,13
2021,"Havering 026","E02000489",8334,7368,966,474,330,139,23
2021,"Havering 027","E02000490",8144,7390,754,331,301,106,16
2021,"Havering 028","E02000491",10207,8931,1276,560,499,192,25
2021,"Havering 029","E02000492",6618,6156,462,197,180,69,16
2021,"Havering 030","E02000493",6439,5444,995,421,387,159,28
2021,"Hillingdon 001","E02000494",7753,6725,1028,588,306,111,23
2021,"Hillingdon 002","E02000495",10040,7971,2069,1014,768,248,39
2021,"Hillingdon 003","E02000496",7570,7010,560,319,184,50,7
2021,"Hillingdon 004","E02000497",9211,8100,1111,638,355,100,18
2021,"Hillingdon 005","E02000498",6180,5721,459,274,135,39,11
2021,"Hillingdon 006","E02000499",7507,6611,896,513,264,103,16
2021,"Hillingdon 007","E02000500",8057,7101,956,486,335,114,21
2021,"Hillingdon 008","E02000501",8181,7265,916,530,267,103,16
2021,"Hillingdon 009","E02000502",8520,7319,1201,631,412,135,23
2021,"Hillingdon 010","E02000503",8349,7429,920,517,279,98,26
2021,"Hillingdon 011","E02000504",7425,6807,618,386,153,70,9
2021,"Hillingdon 013","E02000506",7760,6679,1081,609,330,127,15
2021,"Hillingdon 014","E02000507",7967,6661,1306,658,450,168,30
2021,"Hillingdon 015","E02000508",11483,8974,2509,1436,797,239,37
2021,"Hillingdon 016","E02000509",10193,7809,2384,1161,798,376,49
2021,"Hillingdon 017","E02000510",8803,7193,1610,821,565,186,38
2021,"Hillingdon 018","E02000511",9575,6935,2640,1213,995,362,70
2021,"Hillingdon 019","E02000512",8441,6428,2013,897,723,316,77
2021,"Hillingdon 020","E02000513",9258,6293,2965,1241,1192,455,77
2021,"Hillingdon 021","E02000514",10284,6153,4131,1635,1660,708,128
2021,"Hillingdon 022","E02000515",12621,9834,2787,1314,1025,378,70
2021,"Hillingdon 023","E02000516",8338,5428,2910,1178,1172,459,101
2021,"Hillingdon 024","E02000517",10042,7061,2981,1242,1169,473,97
2021,"Hillingdon 025","E02000518",9077,7291,1786,796,632,310,48
2021,"Hillingdon 026","E02000519",9201,6305,2896,1129,1081,569,117
2021,"Hillingdon 027","E02000520",13457,9041,4416,1762,1694,787,173
2021,"Hillingdon 028","E02000521",12621,9219,3402,1656,1179,484,83
2021,"Hillingdon 029","E02000522",9183,7358,1825,783,720,283,39
2021,"Hillingdon 030","E02000523",10955,6950,4005,1737,1485,667,116
2021,"Hillingdon 031","E02000524",7243,5422,1821,768,717,286,50
2021,"Hillingdon 032","E02000525",9635,6540,3095,1289,1255,474,77
2021,"Hounslow 001","E02000526",8385,6975,1410,915,338,149,8
2021,"Hounslow 004","E02000529",9334,5661,3673,1596,1307,590,180
2021,"Hounslow 005","E02000530",7798,4983,2815,1149,1045,500,121
2021,"Hounslow 006","E02000531",11147,8899,2248,1159,783,272,34
2021,"Hounslow 007","E02000532",8690,7361,1329,829,346,132,22
2021,"Hounslow 008","E02000533",8120,7020,1100,689,267,118,26
2021,"Hounslow 009","E02000534",8269,6269,2000,1045,675,243,37
2021,"Hounslow 010","E02000535",9731,6170,3561,1594,1246,587,134
2021,"Hounslow 011","E02000536",10454,6639,3815,1610,1343,705,157
2021,"Hounslow 012","E02000537",9517,5851,3666,1674,1339,573,80
2021,"Hounslow 013","E02000538",9772,6354,3418,1326,1364,605,123
2021,"Hounslow 014","E02000539",11754,9332,2422,1254,859,269,40
2021,"Hounslow 015","E02000540",11588,7920,3668,1599,1377,592,100
2021,"Hounslow 016","E02000541",10184,6771,3413,1376,1311,614,112
2021,"Hounslow 017","E02000542",11769,7659,4110,1874,1427,667,142
2021,"Hounslow 018","E02000543",13320,8424,4896,2228,1770,763,135
2021,"Hounslow 019","E02000544",8298,5897,2401,1083,899,364,55
2021,"Hounslow 020","E02000545",8896,7006,1890,878,708,267,37
2021,"Hounslow 021","E02000546",10071,6390,3681,1575,1367,620,119
2021,"Hounslow 022","E02000547",10543,7504,3039,1375,1136,435,93
2021,"Hounslow 023","E02000548",10154,7518,2636,1154,988,416,78
2021,"Hounslow 024","E02000549",12144,8711,3433,1482,1373,465,113
2021,"Hounslow 025","E02000550",10316,7435,2881,1387,1017,395,82
2021,"Hounslow 026","E02000551",9357,7029,2328,984,852,445,47
2021,"Hounslow 027","E02000552",8892,6769,2123,978,779,292,74
2021,"Hounslow 028","E02000553",6852,5466,1386,644,509,192,41
2021,"Islington 001","E02000554",9038,7402,1636,759,552,269,56
2021,"Islington 002","E02000555",9300,7783,1517,821,443,210,43
2021,"Islington 003","E02000556",11048,9010,2038,1132,558,289,59
2021,"Islington 004","E02000557",8517,7005,1512,893,440,150,29
2021,"Islington 005","E02000558",9066,6697,2369,972,810,495,92
2021,"Islington 006","E02000559",9258,7726,1532,859,371,260,42
2021,"Islington 007","E02000560",7156,5502,1654,886,476,256,36
2021,"Islington 008","E02000561",7198,6061,1137,709,291,109,28
2021,"Islington 009","E02000562",7619,6456,1163,660,288,179,36
2021,"Islington 010","E02000563",8436,6583,1853,975,551,285,42
2021,"Islington 011","E02000564",12006,9371,2635,1561,775,270,29
2021,"Islington 012","E02000565",8282,6834,1448,698,475,228,47
2021,"Islington 013","E02000566",8215,7063,1152,776,241,113,22
2021,"Islington 014","E02000567",10080,8628,1452,841,364,207,40
2021,"Islington 015","E02000568",11016,8604,2412,1259,770,338,45
2021,"Islington 016","E02000569",9604,8097,1507,860,393,209,45
2021,"Islington 017","E02000570",8025,6987,1038,759,196,68,15
2021,"Islington 018","E02000571",8531,6889,1642,1027,404,180,31
2021,"Islington 019","E02000572",8376,6407,1969,973,586,362,48
2021,"Islington 020","E02000573",9962,8243,1719,1235,313,145,26
2021,"Islington 021","E02000574",7654,6031,1623,1055,387,168,13
2021,"Islington 022","E02000575",10912,8397,2515,1606,650,233,26
2021,"Islington 023","E02000576",10342,8055,2287,1343,659,262,23
2021,"Kensington and Chelsea 001","E02000577",7539,5748,1791,775,682,282,52
2021,"Kensington and Chelsea 002","E02000578",5804,4707,1097,497,425,154,21
2021,"Kensington and Chelsea 003","E02000579",8674,7235,1439,815,445,158,21
2021,"Kensington and Chelsea 004","E02000580",7737,6281,1456,753,468,198,37
2021,"Kensington and Chelsea 005","E02000581",7215,5738,1477,622,521,304,30
2021,"Kensington and Chelsea 006","E02000582",6364,4914,1450,1006,332,101,11
2021,"Kensington and Chelsea 007","E02000583",6263,5173,1090,798,238,48,6
2021,"Kensington and Chelsea 008","E02000584",6965,5439,1526,1070,346,90,20
2021,"Kensington and Chelsea 009","E02000585",7855,5836,2019,1229,565,193,32
2021,"Kensington and Chelsea 010","E02000586",6327,4480,1847,1248,457,135,7
2021,"Kensington and Chelsea 011","E02000587",6325,4755,1570,1060,390,109,11
2021,"Kensington and Chelsea 012","E02000588",5844,4356,1488,1071,324,86,7
2021,"Kensington and Chelsea 013","E02000589",7096,4729,2367,1587,581,167,32
2021,"Kensington and Chelsea 014","E02000590",5824,4348,1476,963,374,127,12
2021,"Kensington and Chelsea 015","E02000591",6070,4119,1951,1143,590,192,26
2021,"Kensington and Chelsea 016","E02000592",5609,4031,1578,1230,277,61,10
2021,"Kensington and Chelsea 017","E02000593",7139,4970,2169,1562,435,153,19
2021,"Kensington and Chelsea 018","E02000594",6370,5175,1195,862,235,86,12
2021,"Kensington and Chelsea 019","E02000595",5990,4816,1174,778,274,109,13
2021,"Kensington and Chelsea 020","E02000596",6461,4945,1516,1139,301,63,13
2021,"Kensington and Chelsea 021","E02000597",6181,4888,1293,682,407,183,21
2021,"Kingston upon Thames 001","E02000598",7906,6799,1107,714,287,98,8
2021,"Kingston upon Thames 002","E02000599",6884,5610,1274,665,419,177,13
2021,"Kingston upon Thames 003","E02000600",8041,6364,1677,943,502,195,37
2021,"Kingston upon Thames 004","E02000601",11466,9460,2006,1131,594,253,28
2021,"Kingston upon Thames 005","E02000602",9903,7749,2154,1060,752,304,38
2021,"Kingston upon Thames 006","E02000603",8351,6386,1965,932,733,264,36
2021,"Kingston upon Thames 007","E02000604",8903,6843,2060,863,742,407,48
2021,"Kingston upon Thames 008","E02000605",8212,6705,1507,688,546,240,33
2021,"Kingston upon Thames 009","E02000606",10216,8281,1935,1095,612,199,29
2021,"Kingston upon Thames 010","E02000607",6573,5845,728,423,230,63,12
2021,"Kingston upon Thames 011","E02000608",6935,5749,1186,680,350,139,17
2021,"Kingston upon Thames 012","E02000609",7431,5855,1576,673,599,269,35
2021,"Kingston upon Thames 013","E02000610",7643,6475,1168,635,349,154,30
2021,"Kingston upon Thames 014","E02000611",7236,6396,840,453,265,100,22
2021,"Kingston upon Thames 015","E02000612",8007,6898,1109,532,416,143,18
2021,"Kingston upon Thames 016","E02000613",7768,6765,1003,495,342,145,21
2021,"Kingston upon Thames 017","E02000614",8984,6757,2227,1020,803,349,55
2021,"Kingston upon Thames 018","E02000615",7639,6631,1008,470,353,163,22
2021,"Kingston upon Thames 019","E02000616",5849,5261,588,307,205,64,12
2021,"Kingston upon Thames 020","E02000617",8560,7569,991,465,353,153,20
2021,"Lambeth 002","E02000619",8814,7148,1666,803,531,281,51
2021,"Lambeth 003","E02000620",9620,7822,1798,922,555,279,42
2021,"Lambeth 004","E02000621",12264,9368,2896,1602,889,348,57
2021,"Lambeth 005","E02000622",8196,6796,1400,685,421,236,58
2021,"Lambeth 006","E02000623",7702,5850,1852,756,669,334,93
2021,"Lambeth 007","E02000624",9363,7630,1733,763,465,329,176
2021,"Lambeth 008","E02000625",9038,6776,2262,993,807,385,77
2021,"Lambeth 009","E02000626",8131,6558,1573,601,577,347,48
2021,"Lambeth 010","E02000627",9295,7550,1745,739,629,315,62
2021,"Lambeth 011","E02000628",10523,7957,2566,1052,867,537,110
2021,"Lambeth 012","E02000629",8913,7699,1214,717,327,130,40
2021,"Lambeth 013","E02000630",7356,6506,850,525,209,96,20
2021,"Lambeth 014","E02000631",9217,7882,1335,629,409,245,52
2021,"Lambeth 015","E02000632",9422,8363,1059,595,280,156,28
2021,"Lambeth 016","E02000633",8944,7461,1483,716,455,265,47
2021,"Lambeth 017","E02000634",6604,5651,953,464,342,128,19
2021,"Lambeth 018","E02000635",9569,8467,1102,559,367,147,29
2021,"Lambeth 019","E02000636",7464,6698,766,491,173,95,7
2021,"Lambeth 020","E02000637",8145,6964,1181,584,311,226,60
2021,"Lambeth 021","E02000638",9957,8282,1675,725,581,309,60
2021,"Lambeth 022","E02000639",8126,6207,1919,833,687,330,69
2021,"Lambeth 023","E02000640",8969,8068,901,526,264,96,15
2021,"Lambeth 024","E02000641",8343,6763,1580,636,602,297,45
2021,"Lambeth 025","E02000642",9476,8342,1134,503,369,219,43
2021,"Lambeth 026","E02000643",9105,7523,1582,759,494,266,63
2021,"Lambeth 027","E02000644",8190,6735,1455,676,451,274,54
2021,"Lambeth 028","E02000645",9136,7681,1455,608,526,270,51
2021,"Lambeth 029","E02000646",9189,7335,1854,856,612,333,53
2021,"Lambeth 030","E02000647",8214,7092,1122,510,397,180,35
2021,"Lambeth 031","E02000648",7522,6475,1047,464,370,164,49
2021,"Lambeth 032","E02000649",12013,9088,2925,1148,1118,572,87
2021,"Lambeth 033","E02000650",7352,6358,994,463,360,137,34
2021,"Lambeth 034","E02000651",8396,6567,1829,694,635,455,45
2021,"Lambeth 035","E02000652",7301,5284,2017,773,715,471,58
2021,"Lewisham 001","E02000653",12187,9025,3162,1777,912,422,51
2021,"Lewisham 002","E02000654",8521,6842,1679,696,555,374,54
2021,"Lewisham 003","E02000655",9919,7668,2251,918,824,434,75
2021,"Lewisham 005","E02000657",9612,7965,1647,781,463,313,90
2021,"Lewisham 006","E02000658",8393,7070,1323,561,398,317,47
2021,"Lewisham 007","E02000659",7807,6700,1107,580,310,174,43
2021,"Lewisham 008","E02000660",7934,6759,1175,710,303,143,19
2021,"Lewisham 009","E02000661",6257,5438,819,487,206,106,20
2021,"Lewisham 010","E02000662",7971,6874,1097,517,343,201,36
2021,"Lewisham 011","E02000663",6562,5569,993,524,291,151,27
2021,"Lewisham 013","E02000665",7835,6674,1161,579,398,153,31
2021,"Lewisham 014","E02000666",6921,6160,761,368,250,120,23
2021,"Lewisham 015","E02000667",6425,5793,632,331,193,98,10
2021,"Lewisham 016","E02000668",6519,5621,898,455,278,144,21
2021,"Lewisham 017","E02000669",7554,6103,1451,678,468,246,59
2021,"Lewisham 018","E02000670",6412,5182,1230,501,513,186,30
2021,"Lewisham 019","E02000671",8310,7397,913,447,295,142,29
2021,"Lewisham 020","E02000672",9759,7838,1921,812,690,345,74
2021,"Lewisham 021","E02000673",7858,7084,774,434,207,113,20
2021,"Lewisham 022","E02000674",8051,6931,1120,481,430,172,37
2021,"Lewisham 023","E02000675",8181,7049,1132,545,389,176,22
2021,"Lewisham 024","E02000676",7445,6703,742,415,206,110,11
2021,"Lewisham 025","E02000677",6904,5865,1039,402,415,193,29
2021,"Lewisham 026","E02000678",6632,5633,999,416,367,190,26
2021,"Lewisham 027","E02000679",7788,6829,959,449,327,155,28
2021,"Lewisham 028","E02000680",6747,5778,969,474,282,187,26
2021,"Lewisham 029","E02000681",8118,6889,1229,554,408,231,36
2021,"Lewisham 030","E02000682",8629,7220,1409,546,570,246,47
2021,"Lewisham 031","E02000683",6511,5510,1001,406,375,173,47
2021,"Lewisham 033","E02000685",7831,6786,1045,524,331,163,27
2021,"Lewisham 034","E02000686",7256,6004,1252,533,478,213,28
2021,"Lewisham 035","E02000687",7902,7006,896,416,303,153,24
2021,"Merton 001","E02000689",8599,7311,1288,792,375,101,20
2021,"Merton 002","E02000690",5404,4792,612,366,165,74,7
2021,"Merton 003","E02000691",7093,5911,1182,716,334,113,19
2021,"Merton 004","E02000692",7429,6161,1268,822,321,113,12
2021,"Merton 005","E02000693",9458,7300,2158,1065,694,337,62
2021,"Merton 006","E02000694",8640,7201,1439,880,384,156,19
2021,"Merton 007","E02000695",8311,5850,2461,858,1037,512,54
2021,"Merton 008","E02000696",8298,5832,2466,1028,937,442,59
2021,"Merton 009","E02000697",8318,6708,1610,990,475,133,12
2021,"Merton 010","E02000698",7996,6950,1046,638,281,111,16
2021,"Merton 011","E02000699",7878,6581,1297,803,348,131,15
2021,"Merton 012","E02000700",8328,6106,2222,936,868,393,25
2021,"Merton 013","E02000701",8691,5907,2784,1034,1188,498,64
2021,"Merton 014","E02000702",8912,6841,2071,867,837,328,39
2021,"Merton 015","E02000703",7744,6541,1203,637,390,148,28
2021,"Merton 016","E02000704",8237,6607,1630,877,487,242,24
2021,"Merton 017","E02000705",9025,6529,2496,983,998,428,87
2021,"Merton 018","E02000706",9591,6871,2720,1065,1103,494,58
2021,"Merton 019","E02000707",8011,6417,1594,671,613,274,36
2021,"Merton 020","E02000708",8544,6873,1671,786,602,249,34
2021,"Merton 021","E02000709",7715,6548,1167,587,406,143,31
2021,"Merton 022","E02000710",8834,6716,2118,920,787,346,65
2021,"Merton 023","E02000711",9073,6392,2681,1117,986,499,79
2021,"Merton 024","E02000712",9315,7085,2230,975,873,322,60
2021,"Merton 025","E02000713",7522,6536,986,462,379,124,21
2021,"Newham 001","E02000714",7345,5175,2170,741,842,517,70
2021,"Newham 002","E02000715",6957,4372,2585,797,1089,596,103
2021,"Newham 003","E02000716",7024,4628,2396,781,964,559,92
2021,"Newham 004","E02000717",7994,4822,3172,941,1291,800,140
2021,"Newham 005","E02000718",7098,4720,2378,813,956,527,82
2021,"Newham 006","E02000719",7760,5215,2545,929,1020,514,82
2021,"Newham 007","E02000720",7145,4732,2413,724,1003,576,110
2021,"Newham 008","E02000721",9112,5703,3409,1051,1366,861,131
2021,"Newham 009","E02000722",7859,4987,2872,1067,1135,575,95
2021,"Newham 010","E02000723",10700,6051,4649,1544,1847,1100,158
2021,"Newham 011","E02000724",9501,5678,3823,1275,1605,811,132
2021,"Newham 012","E02000725",9598,6267,3331,1367,1279,585,100
2021,"Newham 014","E02000727",8153,4439,3714,1283,1494,833,104
2021,"Newham 015","E02000728",8213,4144,4069,1392,1638,891,148
2021,"Newham 016","E02000729",6982,4612,2370,720,999,576,75
2021,"Newham 017","E02000730",9324,5198,4126,1462,1639,858,167
2021,"Newham 018","E02000731",9554,5386,4168,1426,1648,977,117
2021,"Newham 019","E02000732",8529,5467,3062,960,1256,747,99
2021,"Newham 020","E02000733",9725,6715,3010,1107,1223,608,72
2021,"Newham 021","E02000734",7027,4626,2401,814,964,558,65
2021,"Newham 022","E02000735",8259,5180,3079,1034,1239,694,112
2021,"Newham 023","E02000736",8857,5595,3262,1140,1337,694,91
2021,"Newham 024","E02000737",9978,6546,3432,1193,1387,742,110
2021,"Newham 025","E02000738",9156,5928,3228,1120,1387,654,67
2021,"Newham 026","E02000739",7387,4727,2660,912,1111,536,101
2021,"Newham 027","E02000740",6516,4619,1897,723,765,350,59
2021,"Newham 028","E02000741",7918,5351,2567,852,1051,609,55
2021,"Newham 029","E02000742",8353,5527,2826,980,1190,574,82
2021,"Newham 030","E02000743",9936,6836,3100,1242,1168,609,81
2021,"Newham 031","E02000744",8789,5903,2886,1085,1132,582,87
2021,"Newham 032","E02000745",8280,5416,2864,934,1252,597,81
2021,"Newham 033","E02000746",9018,6482,2536,1133,904,417,82
2021,"Newham 034","E02000747",12663,8962,3701,1990,1156,477,78
2021,"Newham 035","E02000748",6080,3793,2287,866,939,427,55
2021,"Newham 036","E02000749",9204,6653,2551,986,1024,474,67
2021,"Redbridge 001","E02000751",10849,9617,1232,657,373,175,27
2021,"Redbridge 002","E02000752",8390,6617,1773,726,704,304,39
2021,"Redbridge 003","E02000753",6607,5132,1475,563,571,295,46
2021,"Redbridge 004","E02000754",6507,5454,1053,489,375,166,23
2021,"Redbridge 005","E02000755",5288,4528,760,323,311,114,12
2021,"Redbridge 006","E02000756",13996,10487,3509,1399,1444,607,59
2021,"Redbridge 007","E02000757",11897,10231,1666,867,544,214,41
2021,"Redbridge 008","E02000758",6657,5262,1395,614,513,233,35
2021,"Redbridge 009","E02000759",12564,10347,2217,994,826,352,45
2021,"Redbridge 010","E02000760",7259,5482,1777,706,720,308,43
2021,"Redbridge 012","E02000762",6422,4717,1705,790,652,228,35
2021,"Redbridge 013","E02000763",7729,5376,2353,1077,880,339,57
2021,"Redbridge 014","E02000764",11868,10230,1638,903,525,192,18
2021,"Redbridge 015","E02000765",7213,4855,2358,994,939,374,51
2021,"Redbridge 017","E02000767",8300,5666,2634,1228,961,399,46
2021,"Redbridge 018","E02000768",5584,5024,560,295,171,81,13
2021,"Redbridge 020","E02000770",7827,5104,2723,1142,1064,441,76
2021,"Redbridge 022","E02000772",8085,5487,2598,1022,1015,489,72
2021,"Redbridge 023","E02000773",10220,6888,3332,1516,1181,544,91
2021,"Redbridge 024","E02000774",7696,4801,2895,1109,1137,568,81
2021,"Redbridge 026","E02000776",6755,4648,2107,820,816,406,65
2021,"Redbridge 027","E02000777",5766,5082,684,319,238,115,12
2021,"Redbridge 029","E02000779",7955,4842,3113,1163,1253,603,94
2021,"Redbridge 031","E02000781",15643,11250,4393,1760,1714,785,134
2021,"Redbridge 032","E02000782",10882,6936,3946,1547,1527,772,100
2021,"Redbridge 033","E02000783",7039,4489,2550,875,1044,537,94
2021,"Richmond upon Thames 001","E02000784",9854,8688,1166,824,254,78,10
2021,"Richmond upon Thames 002","E02000785",9424,8357,1067,754,251,49,13
2021,"Richmond upon Thames 003","E02000786",10835,9682,1153,765,275,97,16
2021,"Richmond upon Thames 004","E02000787",11597,9816,1781,1123,472,163,23
2021,"Richmond upon Thames 005","E02000788",8742,7768,974,593,257,108,16
2021,"Richmond upon Thames 006","E02000789",6119,5279,840,556,217,59,8
2021,"Richmond upon Thames 007","E02000790",6327,5752,575,400,130,38,7
2021,"Richmond upon Thames 008","E02000791",6245,5226,1019,717,217,75,10
2021,"Richmond upon Thames 009","E02000792",6952,6057,895,634,185,68,8
2021,"Richmond upon Thames 010","E02000793",7875,6799,1076,530,354,167,25
2021,"Richmond upon Thames 011","E02000794",6760,6006,754,458,220,67,9
2021,"Richmond upon Thames 012","E02000795",6726,5938,788,528,181,66,13
2021,"Richmond upon Thames 013","E02000796",10735,8831,1904,909,641,296,58
2021,"Richmond upon Thames 014","E02000797",7589,6721,868,542,237,76,13
2021,"Richmond upon Thames 015","E02000798",10928,9865,1063,607,339,100,17
2021,"Richmond upon Thames 016","E02000799",6453,5986,467,283,133,48,3
2021,"Richmond upon Thames 017","E02000800",5250,4513,737,459,187,84,7
2021,"Richmond upon Thames 018","E02000801",6855,6305,550,360,129,50,11
2021,"Richmond upon Thames 019","E02000802",6837,6340,497,296,154,45,2
2021,"Richmond upon Thames 020","E02000803",9410,8418,992,487,331,142,32
2021,"Richmond upon Thames 021","E02000804",6903,6333,570,335,161,60,14
2021,"Richmond upon Thames 022","E02000805",10464,9538,926,588,236,86,16
2021,"Richmond upon Thames 023","E02000806",10003,9297,706,461,171,63,11
2021,"Southwark 001","E02000807",7938,6219,1719,1253,325,124,17
2021,"Southwark 002","E02000808",9975,7782,2193,1429,590,145,29
2021,"Southwark 004","E02000810",11539,9340,2199,1294,595,257,53
2021,"Southwark 006","E02000812",10500,8425,2075,1178,560,273,64
2021,"Southwark 007","E02000813",9931,7684,2247,1306,618,285,38
2021,"Southwark 008","E02000814",9927,7501,2426,1679,545,169,33
2021,"Southwark 009","E02000815",7414,5515,1899,1068,530,253,48
2021,"Southwark 010","E02000816",9284,7239,2045,1061,625,308,51
2021,"Southwark 011","E02000817",6611,5400,1211,603,381,199,28
2021,"Southwark 012","E02000818",9549,7505,2044,1031,631,332,50
2021,"Southwark 013","E02000819",8182,6308,1874,830,625,344,75
2021,"Southwark 014","E02000820",9012,7214,1798,907,595,247,49
2021,"Southwark 015","E02000821",9016,6256,2760,820,927,809,204
2021,"Southwark 016","E02000822",6519,5077,1442,585,512,292,53
2021,"Southwark 017","E02000823",8475,6665,1810,760,579,406,65
2021,"Southwark 018","E02000824",9585,7697,1888,695,682,443,68
2021,"Southwark 019","E02000825",9913,7976,1937,756,705,401,75
2021,"Southwark 020","E02000826",9555,7640,1915,799,650,377,89
2021,"Southwark 021","E02000827",10952,8600,2352,943,816,513,80
2021,"Southwark 022","E02000828",8530,6830,1700,618,589,409,84
2021,"Southwark 023","E02000829",10540,9074,1466,600,482,328,56
2021,"Southwark 024","E02000830",8628,7378,1250,626,391,194,39
2021,"Southwark 025","E02000831",8999,8044,955,476,262,176,41
2021,"Southwark 026","E02000832",9292,8355,937,442,285,173,37
2021,"Southwark 027","E02000833",7219,6107,1112,536,361,180,35
2021,"Southwark 028","E02000834",9000,8280,720,478,157,72,13
2021,"Southwark 029","E02000835",7313,6696,617,306,188,102,21
2021,"Southwark 030","E02000836",7921,7302,619,360,138,108,13
2021,"Southwark 031","E02000837",8297,7760,537,356,117,58,6
2021,"Southwark 032","E02000838",9114,8087,1027,493,298,200,36
2021,"Southwark 033","E02000839",8182,7170,1012,578,324,96,14
2021,"Sutton 001","E02000840",8958,7511,1447,695,541,177,34
2021,"Sutton 002","E02000841",8860,7226,1634,723,663,212,36
2021,"Sutton 003","E02000842",8038,6782,1256,656,433,146,21
2021,"Sutton 004","E02000843",8990,7748,1242,668,435,121,18
2021,"Sutton 005","E02000844",8338,7281,1057,530,365,137,25
2021,"Sutton 006","E02000845",9037,7874,1163,618,376,151,18
2021,"Sutton 007","E02000846",7381,6127,1254,678,408,146,22
2021,"Sutton 008","E02000847",9096,8035,1061,561,363,121,16
