"date","geography","geography code","UK armed forces veteran indicator: Total: All usual residents","UK armed forces veteran indicator: Previously served in UK armed forces","UK armed forces veteran indicator: Previously served in UK reserve armed forces","UK armed forces veteran indicator: Previously served in both regular and reserve UK armed forces","UK armed forces veteran indicator: Has not previously served in any UK armed forces"
2021,"Hillingdon 017","E02000510",7314,115,41,4,7154
2021,"Hillingdon 018","E02000511",7802,123,42,4,7633
2021,"Hillingdon 019","E02000512",6813,90,30,7,6686
2021,"Hillingdon 020","E02000513",7179,64,25,3,7087
2021,"Hillingdon 021","E02000514",8231,61,16,5,8149
2021,"Hillingdon 022","E02000515",10426,169,65,7,10185
2021,"Hillingdon 023","E02000516",6707,47,27,3,6630
2021,"Hillingdon 024","E02000517",7944,92,26,5,7821
2021,"Hillingdon 025","E02000518",7375,110,36,4,7225
2021,"Hillingdon 026","E02000519",7323,72,25,3,7223
2021,"Hillingdon 027","E02000520",10792,118,37,6,10631
2021,"Hillingdon 028","E02000521",10055,100,38,7,9910
2021,"Hillingdon 029","E02000522",7392,105,37,6,7244
2021,"Hillingdon 030","E02000523",9033,73,26,0,8934
2021,"Hillingdon 031","E02000524",6060,82,41,3,5934
2021,"Hillingdon 032","E02000525",7704,88,30,8,7578
2021,"Hounslow 001","E02000526",7176,71,35,2,7068
2021,"Hounslow 004","E02000529",7554,25,21,2,7506
2021,"Hounslow 005","E02000530",6037,38,21,2,5976
2021,"Hounslow 006","E02000531",9418,93,51,4,9270
2021,"Hounslow 007","E02000532",7285,102,37,7,7139
2021,"Hounslow 008","E02000533",6766,77,40,10,6639
2021,"Hounslow 009","E02000534",6936,63,24,1,6848
2021,"Hounslow 010","E02000535",8110,40,23,3,8044
2021,"Hounslow 011","E02000536",8700,49,24,2,8625
2021,"Hounslow 012","E02000537",8136,60,22,3,8051
2021,"Hounslow 013","E02000538",8163,52,27,2,8082
2021,"Hounslow 014","E02000539",9614,76,48,6,9484
2021,"Hounslow 015","E02000540",9508,97,32,4,9375
2021,"Hounslow 016","E02000541",8452,77,24,6,8345
2021,"Hounslow 017","E02000542",9577,71,34,3,9469
2021,"Hounslow 018","E02000543",10898,75,24,2,10797
2021,"Hounslow 019","E02000544",7011,101,31,8,6871
2021,"Hounslow 020","E02000545",7147,70,38,4,7035
2021,"Hounslow 021","E02000546",8185,63,15,2,8105
2021,"Hounslow 022","E02000547",8643,180,26,10,8427
2021,"Hounslow 023","E02000548",8123,166,43,15,7899
2021,"Hounslow 024","E02000549",10112,232,52,9,9819
2021,"Hounslow 025","E02000550",8225,108,26,3,8088
2021,"Hounslow 026","E02000551",7427,84,38,5,7300
2021,"Hounslow 027","E02000552",7188,110,37,12,7029
2021,"Hounslow 028","E02000553",5514,99,24,6,5385
2021,"Islington 001","E02000554",7636,31,28,3,7574
2021,"Islington 002","E02000555",7968,38,28,3,7899
2021,"Islington 003","E02000556",9787,35,29,3,9720
2021,"Islington 004","E02000557",7459,37,37,2,7383
2021,"Islington 005","E02000558",7615,37,30,0,7548
2021,"Islington 006","E02000559",7936,29,22,2,7883
2021,"Islington 007","E02000560",6405,22,29,0,6354
2021,"Islington 008","E02000561",6287,30,23,3,6231
2021,"Islington 009","E02000562",6641,39,29,1,6572
2021,"Islington 010","E02000563",7238,45,33,1,7159
2021,"Islington 011","E02000564",10815,44,37,1,10733
2021,"Islington 012","E02000565",7118,43,19,1,7055
2021,"Islington 013","E02000566",7237,31,19,2,7185
2021,"Islington 014","E02000567",8950,46,25,3,8876
2021,"Islington 015","E02000568",9587,38,39,4,9506
2021,"Islington 016","E02000569",8234,62,32,9,8131
2021,"Islington 017","E02000570",7153,46,40,5,7062
2021,"Islington 018","E02000571",7503,38,27,1,7437
2021,"Islington 019","E02000572",7147,41,19,1,7086
2021,"Islington 020","E02000573",9027,42,34,3,8948
2021,"Islington 021","E02000574",7026,44,30,3,6949
2021,"Islington 022","E02000575",9879,79,32,5,9763
2021,"Islington 023","E02000576",8980,73,37,2,8868
2021,"Kensington and Chelsea 001","E02000577",6575,24,30,2,6519
2021,"Kensington and Chelsea 002","E02000578",4912,22,18,1,4871
2021,"Kensington and Chelsea 003","E02000579",7484,55,27,2,7400
2021,"Kensington and Chelsea 004","E02000580",6948,62,23,3,6860
2021,"Kensington and Chelsea 005","E02000581",6149,52,28,1,6068
2021,"Kensington and Chelsea 006","E02000582",5728,56,26,4,5642
2021,"Kensington and Chelsea 007","E02000583",5528,83,36,6,5403
2021,"Kensington and Chelsea 008","E02000584",6000,79,27,1,5893
2021,"Kensington and Chelsea 009","E02000585",6712,54,19,5,6634
2021,"Kensington and Chelsea 010","E02000586",5572,41,29,1,5501
2021,"Kensington and Chelsea 011","E02000587",5559,34,29,3,5493
2021,"Kensington and Chelsea 012","E02000588",5200,46,41,6,5107
2021,"Kensington and Chelsea 013","E02000589",6437,37,22,0,6378
2021,"Kensington and Chelsea 014","E02000590",5229,57,34,6,5132
2021,"Kensington and Chelsea 015","E02000591",5444,36,16,0,5392
2021,"Kensington and Chelsea 016","E02000592",4940,48,29,6,4857
2021,"Kensington and Chelsea 017","E02000593",6461,39,26,4,6392
2021,"Kensington and Chelsea 018","E02000594",5768,313,41,31,5383
2021,"Kensington and Chelsea 019","E02000595",5288,61,32,4,5191
2021,"Kensington and Chelsea 020","E02000596",5798,68,45,4,5681
2021,"Kensington and Chelsea 021","E02000597",5355,56,25,3,5271
2021,"Kingston upon Thames 001","E02000598",6193,92,31,7,6063
2021,"Kingston upon Thames 002","E02000599",5784,102,30,4,5648
2021,"Kingston upon Thames 003","E02000600",6546,70,42,10,6424
2021,"Kingston upon Thames 004","E02000601",9213,112,48,11,9042
2021,"Kingston upon Thames 005","E02000602",8264,74,36,8,8146
2021,"Kingston upon Thames 006","E02000603",6854,63,29,3,6759
2021,"Kingston upon Thames 007","E02000604",7288,84,33,3,7168
2021,"Kingston upon Thames 008","E02000605",6746,83,26,2,6635
2021,"Kingston upon Thames 009","E02000606",9126,101,59,2,8964
2021,"Kingston upon Thames 010","E02000607",5572,61,32,2,5477
2021,"Kingston upon Thames 011","E02000608",6245,64,35,2,6144
2021,"Kingston upon Thames 012","E02000609",6214,92,43,7,6072
2021,"Kingston upon Thames 013","E02000610",6721,117,47,4,6553
2021,"Kingston upon Thames 014","E02000611",5946,96,34,10,5806
2021,"Kingston upon Thames 015","E02000612",6762,107,42,10,6603
2021,"Kingston upon Thames 016","E02000613",6335,114,44,3,6174
2021,"Kingston upon Thames 017","E02000614",7390,95,24,0,7271
2021,"Kingston upon Thames 018","E02000615",6291,85,43,5,6158
2021,"Kingston upon Thames 019","E02000616",4876,85,29,1,4761
2021,"Kingston upon Thames 020","E02000617",7094,103,48,8,6935
2021,"Lambeth 002","E02000619",7558,59,41,11,7447
2021,"Lambeth 003","E02000620",8519,61,44,0,8414
2021,"Lambeth 004","E02000621",11288,62,48,4,11174
2021,"Lambeth 005","E02000622",7357,56,36,5,7260
2021,"Lambeth 006","E02000623",6650,53,17,3,6577
2021,"Lambeth 007","E02000624",8264,42,38,4,8180
2021,"Lambeth 008","E02000625",7698,32,23,0,7643
2021,"Lambeth 009","E02000626",6790,34,17,3,6736
2021,"Lambeth 010","E02000627",8252,42,41,1,8168
2021,"Lambeth 011","E02000628",9238,40,38,2,9158
2021,"Lambeth 012","E02000629",8091,46,47,1,7997
2021,"Lambeth 013","E02000630",6610,51,42,4,6513
2021,"Lambeth 014","E02000631",7955,40,40,2,7873
2021,"Lambeth 015","E02000632",8900,44,43,3,8810
2021,"Lambeth 016","E02000633",7847,43,42,2,7760
2021,"Lambeth 017","E02000634",5893,31,26,3,5833
2021,"Lambeth 018","E02000635",8472,48,35,1,8388
2021,"Lambeth 019","E02000636",6506,42,34,1,6429
2021,"Lambeth 020","E02000637",7408,33,38,3,7334
2021,"Lambeth 021","E02000638",8756,68,43,3,8642
2021,"Lambeth 022","E02000639",7156,40,23,3,7090
2021,"Lambeth 023","E02000640",7713,106,52,6,7549
2021,"Lambeth 024","E02000641",6829,29,13,3,6784
2021,"Lambeth 025","E02000642",8013,68,44,6,7895
2021,"Lambeth 026","E02000643",7883,45,36,0,7802
2021,"Lambeth 027","E02000644",6918,41,27,1,6849
2021,"Lambeth 028","E02000645",7703,33,66,4,7600
2021,"Lambeth 029","E02000646",7962,49,37,2,7874
2021,"Lambeth 030","E02000647",6930,54,31,0,6845
2021,"Lambeth 031","E02000648",6070,41,32,2,5995
2021,"Lambeth 032","E02000649",10420,54,47,2,10317
2021,"Lambeth 033","E02000650",6163,42,25,4,6092
2021,"Lambeth 034","E02000651",7207,40,39,4,7124
2021,"Lambeth 035","E02000652",6167,44,32,0,6091
2021,"Lewisham 001","E02000653",10608,48,42,2,10516
2021,"Lewisham 002","E02000654",7017,44,23,3,6947
2021,"Lewisham 003","E02000655",8397,44,21,3,8329
2021,"Lewisham 005","E02000657",8352,38,27,3,8284
2021,"Lewisham 006","E02000658",7292,25,33,3,7231
2021,"Lewisham 007","E02000659",6672,56,25,7,6584
2021,"Lewisham 008","E02000660",6895,33,38,1,6823
2021,"Lewisham 009","E02000661",5411,77,37,10,5287
2021,"Lewisham 010","E02000662",6598,38,29,6,6525
2021,"Lewisham 011","E02000663",5655,31,26,4,5594
2021,"Lewisham 013","E02000665",6570,55,32,0,6483
2021,"Lewisham 014","E02000666",5765,35,22,5,5703
2021,"Lewisham 015","E02000667",5336,43,20,1,5272
2021,"Lewisham 016","E02000668",5293,50,25,4,5214
2021,"Lewisham 017","E02000669",6441,38,21,2,6380
2021,"Lewisham 018","E02000670",5387,23,30,1,5333
2021,"Lewisham 019","E02000671",6990,55,39,5,6891
2021,"Lewisham 020","E02000672",8217,41,47,2,8127
2021,"Lewisham 021","E02000673",6628,40,29,6,6553
2021,"Lewisham 022","E02000674",6794,50,29,9,6706
2021,"Lewisham 023","E02000675",6830,90,37,3,6700
2021,"Lewisham 024","E02000676",6247,39,24,1,6183
2021,"Lewisham 025","E02000677",5865,50,19,3,5793
2021,"Lewisham 026","E02000678",5332,55,29,1,5247
2021,"Lewisham 027","E02000679",6406,75,32,1,6298
2021,"Lewisham 028","E02000680",5509,43,22,2,5442
2021,"Lewisham 029","E02000681",6673,50,30,4,6589
2021,"Lewisham 030","E02000682",6834,48,45,3,6738
2021,"Lewisham 031","E02000683",5413,47,24,5,5337
2021,"Lewisham 033","E02000685",6461,61,30,4,6366
2021,"Lewisham 034","E02000686",5742,37,15,0,5690
2021,"Lewisham 035","E02000687",6620,59,21,4,6536
2021,"Merton 001","E02000689",7026,67,40,4,6915
2021,"Merton 002","E02000690",4575,82,38,11,4444
2021,"Merton 003","E02000691",6014,55,36,3,5920
2021,"Merton 004","E02000692",6468,89,32,14,6333
2021,"Merton 005","E02000693",8445,55,40,1,8349
2021,"Merton 006","E02000694",7344,63,36,4,7241
2021,"Merton 007","E02000695",7130,55,27,3,7045
2021,"Merton 008","E02000696",7074,36,22,4,7012
2021,"Merton 009","E02000697",7166,51,28,7,7080
2021,"Merton 010","E02000698",6469,77,38,2,6352
2021,"Merton 011","E02000699",6441,60,34,4,6343
2021,"Merton 012","E02000700",6866,41,29,4,6792
2021,"Merton 013","E02000701",7217,51,33,3,7130
2021,"Merton 014","E02000702",7127,55,26,5,7041
2021,"Merton 015","E02000703",6380,59,33,2,6286
2021,"Merton 016","E02000704",7027,96,42,3,6886
2021,"Merton 017","E02000705",7521,48,34,4,7435
2021,"Merton 018","E02000706",7653,54,40,4,7555
2021,"Merton 019","E02000707",6494,45,26,2,6421
2021,"Merton 020","E02000708",7072,78,27,4,6963
2021,"Merton 021","E02000709",6404,90,44,7,6263
2021,"Merton 022","E02000710",7380,90,39,9,7242
2021,"Merton 023","E02000711",7531,90,34,1,7406
2021,"Merton 024","E02000712",7649,336,44,12,7257
2021,"Merton 025","E02000713",6300,86,39,4,6171
2021,"Newham 001","E02000714",6070,23,25,1,6021
2021,"Newham 002","E02000715",5319,18,14,0,5287
2021,"Newham 003","E02000716",5588,34,15,0,5539
2021,"Newham 004","E02000717",6210,17,17,1,6175
2021,"Newham 005","E02000718",5412,15,17,0,5380
2021,"Newham 006","E02000719",6571,25,20,2,6524
2021,"Newham 007","E02000720",5846,26,14,1,5805
2021,"Newham 008","E02000721",7282,17,11,0,7254
2021,"Newham 009","E02000722",6750,38,11,1,6700
2021,"Newham 010","E02000723",8771,15,13,2,8741
2021,"Newham 011","E02000724",7504,19,18,1,7466
2021,"Newham 012","E02000725",8299,39,25,3,8232
2021,"Newham 014","E02000727",6488,21,11,1,6455
2021,"Newham 015","E02000728",6661,16,16,2,6627
2021,"Newham 016","E02000729",5757,33,18,1,5705
2021,"Newham 017","E02000730",7727,22,19,2,7684
2021,"Newham 018","E02000731",7642,27,18,1,7596
2021,"Newham 019","E02000732",6817,25,18,1,6773
2021,"Newham 020","E02000733",8196,45,15,0,8136
2021,"Newham 021","E02000734",5891,32,9,1,5849
2021,"Newham 022","E02000735",6671,22,21,0,6628
2021,"Newham 023","E02000736",6796,38,20,1,6737
2021,"Newham 024","E02000737",7834,35,16,1,7782
2021,"Newham 025","E02000738",7227,42,40,3,7142
2021,"Newham 026","E02000739",6097,28,26,1,6042
2021,"Newham 027","E02000740",5477,28,31,0,5418
2021,"Newham 028","E02000741",6294,32,19,1,6242
2021,"Newham 029","E02000742",6454,30,17,0,6407
2021,"Newham 030","E02000743",8228,39,33,3,8153
2021,"Newham 031","E02000744",7075,53,20,0,7002
2021,"Newham 032","E02000745",6804,40,19,2,6743
2021,"Newham 033","E02000746",7632,35,20,13,7564
2021,"Newham 034","E02000747",10978,65,34,2,10877
2021,"Newham 035","E02000748",4960,31,19,2,4908
2021,"Newham 036","E02000749",7539,42,24,0,7473
2021,"Redbridge 001","E02000751",9140,147,46,7,8940
2021,"Redbridge 002","E02000752",6783,66,29,0,6688
2021,"Redbridge 003","E02000753",5380,56,27,1,5296
2021,"Redbridge 004","E02000754",5458,57,31,0,5370
2021,"Redbridge 005","E02000755",4411,34,22,7,4348
2021,"Redbridge 006","E02000756",11506,98,37,11,11360
2021,"Redbridge 007","E02000757",10016,102,57,3,9854
2021,"Redbridge 008","E02000758",5452,39,20,2,5391
2021,"Redbridge 009","E02000759",10251,93,58,4,10096
2021,"Redbridge 010","E02000760",5915,56,15,1,5843
2021,"Redbridge 012","E02000762",5404,53,18,4,5329
2021,"Redbridge 013","E02000763",6335,38,15,1,6281
2021,"Redbridge 014","E02000764",10251,122,57,7,10065
2021,"Redbridge 015","E02000765",5845,32,24,3,5786
2021,"Redbridge 017","E02000767",6672,60,22,2,6588
2021,"Redbridge 018","E02000768",4618,57,32,4,4525
2021,"Redbridge 020","E02000770",6410,34,10,2,6364
2021,"Redbridge 022","E02000772",6404,41,21,2,6340
2021,"Redbridge 023","E02000773",8196,35,24,0,8137
2021,"Redbridge 024","E02000774",6157,25,25,1,6106
2021,"Redbridge 026","E02000776",5366,24,14,1,5327
2021,"Redbridge 027","E02000777",4773,56,28,5,4684
2021,"Redbridge 029","E02000779",6414,28,22,4,6360
2021,"Redbridge 031","E02000781",12337,72,36,3,12226
2021,"Redbridge 032","E02000782",8468,40,23,0,8405
2021,"Redbridge 033","E02000783",5444,15,14,0,5415
2021,"Richmond upon Thames 001","E02000784",8210,129,75,15,7991
2021,"Richmond upon Thames 002","E02000785",7991,125,60,9,7797
2021,"Richmond upon Thames 003","E02000786",8924,123,74,7,8720
2021,"Richmond upon Thames 004","E02000787",9593,121,56,8,9408
2021,"Richmond upon Thames 005","E02000788",6968,74,55,11,6828
2021,"Richmond upon Thames 006","E02000789",5152,85,28,4,5035
2021,"Richmond upon Thames 007","E02000790",5156,67,26,4,5059
2021,"Richmond upon Thames 008","E02000791",5298,80,33,3,5182
2021,"Richmond upon Thames 009","E02000792",5782,72,43,3,5664
2021,"Richmond upon Thames 010","E02000793",6562,103,44,5,6410
2021,"Richmond upon Thames 011","E02000794",5547,77,49,6,5415
2021,"Richmond upon Thames 012","E02000795",5292,80,39,4,5169
2021,"Richmond upon Thames 013","E02000796",8765,139,40,5,8581
2021,"Richmond upon Thames 014","E02000797",6282,76,39,5,6162
2021,"Richmond upon Thames 015","E02000798",8693,117,58,0,8518
2021,"Richmond upon Thames 016","E02000799",5473,69,33,4,5367
2021,"Richmond upon Thames 017","E02000800",4127,58,37,6,4026
2021,"Richmond upon Thames 018","E02000801",5613,59,40,3,5511
2021,"Richmond upon Thames 019","E02000802",5665,89,36,6,5534
2021,"Richmond upon Thames 020","E02000803",7823,160,52,7,7604
2021,"Richmond upon Thames 021","E02000804",5864,90,41,5,5728
2021,"Richmond upon Thames 022","E02000805",8713,133,61,10,8509
2021,"Richmond upon Thames 023","E02000806",8342,161,58,11,8112
2021,"Southwark 001","E02000807",7168,53,24,1,7090
2021,"Southwark 002","E02000808",9296,52,37,2,9205
2021,"Southwark 004","E02000810",9886,84,40,6,9756
2021,"Southwark 006","E02000812",9116,55,30,5,9026
2021,"Southwark 007","E02000813",8524,58,51,3,8412
2021,"Southwark 008","E02000814",8871,39,32,3,8797
2021,"Southwark 009","E02000815",6706,29,24,1,6652
2021,"Southwark 010","E02000816",7953,58,37,0,7858
2021,"Southwark 011","E02000817",5599,46,22,3,5528
2021,"Southwark 012","E02000818",8438,49,39,0,8350
2021,"Southwark 013","E02000819",6956,52,32,3,6869
2021,"Southwark 014","E02000820",7860,52,23,2,7783
2021,"Southwark 015","E02000821",7394,48,149,0,7197
2021,"Southwark 016","E02000822",5423,29,21,1,5372
2021,"Southwark 017","E02000823",7315,53,30,1,7231
2021,"Southwark 018","E02000824",7872,38,20,1,7813
2021,"Southwark 019","E02000825",8228,32,26,6,8164
2021,"Southwark 020","E02000826",8247,30,31,3,8183
2021,"Southwark 021","E02000827",9373,46,32,6,9289
2021,"Southwark 022","E02000828",7291,32,28,1,7230
2021,"Southwark 023","E02000829",9078,44,59,6,8969
2021,"Southwark 024","E02000830",7642,49,38,2,7553
2021,"Southwark 025","E02000831",7791,44,37,3,7707
2021,"Southwark 026","E02000832",8018,56,40,4,7918
2021,"Southwark 027","E02000833",5945,36,26,1,5882
2021,"Southwark 028","E02000834",7804,43,36,1,7724
2021,"Southwark 029","E02000835",5938,35,28,1,5874
2021,"Southwark 030","E02000836",6620,36,36,1,6547
2021,"Southwark 031","E02000837",6588,68,40,4,6476
2021,"Southwark 032","E02000838",7633,46,33,3,7551
2021,"Southwark 033","E02000839",6616,70,41,7,6498
2021,"Sutton 001","E02000840",7065,75,42,6,6942
2021,"Sutton 002","E02000841",7149,81,32,8,7028
2021,"Sutton 003","E02000842",6672,97,37,7,6531
2021,"Sutton 004","E02000843",7361,86,42,7,7226
2021,"Sutton 005","E02000844",6753,99,37,9,6608
2021,"Sutton 006","E02000845",7303,98,39,2,7164
2021,"Sutton 007","E02000846",6057,88,40,7,5922
2021,"Sutton 008","E02000847",7582,140,52,3,7387
2021,"Sutton 009","E02000848",6385,92,56,5,6232
2021,"Sutton 010","E02000849",6444,90,50,10,6294
2021,"Sutton 011","E02000850",8660,138,65,14,8443
2021,"Sutton 012","E02000851",9042,113,42,2,8885
2021,"Sutton 013","E02000852",6427,96,46,2,6283
2021,"Sutton 014","E02000853",6313,83,34,2,6194
2021,"Sutton 015","E02000854",6023,90,38,5,5890
2021,"Sutton 016","E02000855",6627,117,41,3,6466
2021,"Sutton 017","E02000856",7394,110,42,7,7235
2021,"Sutton 018","E02000857",7279,88,45,4,7142
2021,"Sutton 019","E02000858",6503,87,43,3,6370
2021,"Sutton 020","E02000859",6833,119,41,10,6663
2021,"Sutton 021","E02000860",7010,88,34,5,6883
2021,"Sutton 022","E02000861",6302,127,34,7,6134
2021,"Sutton 024","E02000863",5457,89,41,7,5320
2021,"Tower Hamlets 001","E02000864",9180,45,27,5,9103
2021,"Tower Hamlets 002","E02000865",6437,41,23,1,6372
2021,"Tower Hamlets 003","E02000866",8790,42,39,6,8703
2021,"Tower Hamlets 004","E02000867",9645,30,39,2,9574
2021,"Tower Hamlets 005","E02000868",6105,26,22,1,6056
2021,"Tower Hamlets 006","E02000869",4883,29,23,3,4828
2021,"Tower Hamlets 007","E02000870",5156,29,19,0,5108
2021,"Tower Hamlets 008","E02000871",8959,39,26,1,8893
2021,"Tower Hamlets 009","E02000872",6813,27,21,2,6763
2021,"Tower Hamlets 010","E02000873",7975,18,30,1,7926
2021,"Tower Hamlets 011","E02000874",5957,16,14,0,5927
2021,"Tower Hamlets 012","E02000875",10703,37,28,0,10638
2021,"Tower Hamlets 013","E02000876",6036,25,15,0,5996
2021,"Tower Hamlets 014","E02000877",10928,29,36,0,10863
2021,"Tower Hamlets 015","E02000878",9009,29,17,0,8963
2021,"Tower Hamlets 016","E02000879",6671,33,19,5,6614
2021,"Tower Hamlets 017","E02000880",5202,15,15,1,5171
2021,"Tower Hamlets 018","E02000881",8330,39,15,3,8273
2021,"Tower Hamlets 019","E02000882",8888,32,23,1,8832
2021,"Tower Hamlets 020","E02000883",7067,36,19,2,7010
2021,"Tower Hamlets 021","E02000884",10818,43,23,2,10750
2021,"Tower Hamlets 022","E02000885",5508,30,18,1,5459
2021,"Tower Hamlets 023","E02000886",7944,27,34,1,7882
2021,"Tower Hamlets 024","E02000887",8344,29,19,2,8294
2021,"Tower Hamlets 025","E02000888",6928,35,20,1,6872
2021,"Tower Hamlets 026","E02000889",7439,36,31,1,7371
2021,"Tower Hamlets 027","E02000890",5174,53,33,2,5086
2021,"Tower Hamlets 030","E02000893",5981,49,21,5,5906
2021,"Tower Hamlets 031","E02000894",9018,42,37,2,8937
2021,"Waltham Forest 001","E02000895",6837,117,40,4,6676
2021,"Waltham Forest 002","E02000896",7652,128,40,5,7479
2021,"Waltham Forest 003","E02000897",6871,102,28,5,6736
2021,"Waltham Forest 004","E02000898",6486,110,39,3,6334
2021,"Waltham Forest 005","E02000899",7105,90,33,5,6977
2021,"Waltham Forest 006","E02000900",7043,62,29,3,6949
2021,"Waltham Forest 007","E02000901",8393,100,34,9,8250
2021,"Waltham Forest 008","E02000902",7589,52,35,3,7499
2021,"Waltham Forest 009","E02000903",7973,34,17,2,7920
2021,"Waltham Forest 010","E02000904",6657,43,18,4,6592
2021,"Waltham Forest 011","E02000905",8009,47,32,2,7928
2021,"Waltham Forest 012","E02000906",7597,38,20,4,7535
2021,"Waltham Forest 013","E02000907",8138,47,33,1,8057
2021,"Waltham Forest 014","E02000908",10470,43,47,3,10377
2021,"Waltham Forest 015","E02000909",7263,32,26,4,7201
2021,"Waltham Forest 016","E02000910",9282,39,21,3,9219
2021,"Waltham Forest 017","E02000911",10371,31,36,1,10303
2021,"Waltham Forest 018","E02000912",7761,43,20,1,7697
2021,"Waltham Forest 019","E02000913",7540,38,28,2,7472
2021,"Waltham Forest 020","E02000914",9262,31,28,3,9200
2021,"Waltham Forest 021","E02000915",6692,48,29,0,6615
2021,"Waltham Forest 022","E02000916",8481,39,34,1,8407
2021,"Waltham Forest 023","E02000917",7716,35,26,3,7652
2021,"Waltham Forest 024","E02000918",7557,36,35,1,7485
2021,"Waltham Forest 025","E02000919",7622,33,28,2,7559
2021,"Waltham Forest 026","E02000920",8373,45,26,2,8300
2021,"Waltham Forest 027","E02000921",9124,45,33,2,9044
2021,"Waltham Forest 028","E02000922",8327,54,22,0,8251
2021,"Wandsworth 001","E02000923",6532,126,52,7,6347
2021,"Wandsworth 003","E02000925",6486,53,37,4,6392
2021,"Wandsworth 004","E02000926",10057,84,44,2,9927
2021,"Wandsworth 005","E02000927",6128,69,38,2,6019
2021,"Wandsworth 006","E02000928",6950,89,62,6,6793
2021,"Wandsworth 007","E02000929",6562,35,30,3,6494
2021,"Wandsworth 008","E02000930",8850,49,55,5,8741
2021,"Wandsworth 009","E02000931",7102,67,37,4,6994
2021,"Wandsworth 010","E02000932",11134,95,79,18,10942
2021,"Wandsworth 011","E02000933",7534,77,45,6,7406
2021,"Wandsworth 012","E02000934",7928,61,51,5,7811
2021,"Wandsworth 013","E02000935",5739,37,23,4,5675
2021,"Wandsworth 014","E02000936",8150,79,55,3,8013
2021,"Wandsworth 015","E02000937",6388,78,48,6,6256
2021,"Wandsworth 016","E02000938",8594,97,42,3,8452
2021,"Wandsworth 017","E02000939",5996,101,47,6,5842
2021,"Wandsworth 018","E02000940",7892,67,35,6,7784
2021,"Wandsworth 019","E02000941",8212,80,54,8,8070
2021,"Wandsworth 020","E02000942",7881,80,58,4,7739
2021,"Wandsworth 021","E02000943",7495,53,44,4,7394
2021,"Wandsworth 022","E02000944",6100,53,21,3,6023
2021,"Wandsworth 023","E02000945",6271,49,30,5,6187
2021,"Wandsworth 024","E02000946",7149,70,48,4,7027
2021,"Wandsworth 025","E02000947",7521,71,46,6,7398
2021,"Wandsworth 026","E02000948",8708,61,58,2,8587
2021,"Wandsworth 027","E02000949",8484,72,68,9,8335
2021,"Wandsworth 028","E02000950",6224,60,40,2,6122
2021,"Wandsworth 029","E02000951",5582,50,40,1,5491
2021,"Wandsworth 030","E02000952",5245,45,29,4,5167
2021,"Wandsworth 031","E02000953",6260,61,32,2,6165
2021,"Wandsworth 032","E02000954",5134,26,22,0,5086
2021,"Wandsworth 033","E02000955",5737,30,30,1,5676
2021,"Wandsworth 034","E02000956",6366,34,38,3,6291
2021,"Wandsworth 035","E02000957",9127,54,31,4,9038
2021,"Wandsworth 036","E02000958",6695,44,35,1,6615
2021,"Wandsworth 037","E02000959",6318,37,26,3,6252
2021,"Westminster 001","E02000960",5224,38,27,3,5156
2021,"Westminster 002","E02000961",8021,43,31,9,7938
2021,"Westminster 003","E02000962",6725,50,24,2,6649
2021,"Westminster 004","E02000963",8646,36,29,0,8581
2021,"Westminster 005","E02000964",10292,45,21,5,10221
2021,"Westminster 006","E02000965",6798,24,29,3,6742
2021,"Westminster 007","E02000966",7962,56,32,5,7869
2021,"Westminster 008","E02000967",5427,39,31,7,5350
2021,"Westminster 009","E02000968",12040,64,27,19,11930
2021,"Westminster 010","E02000969",7837,37,19,1,7780
2021,"Westminster 011","E02000970",6126,53,23,2,6048
2021,"Westminster 012","E02000971",6748,51,26,2,6669
2021,"Westminster 013","E02000972",7269,48,30,2,7189
2021,"Westminster 014","E02000973",8789,62,51,1,8675
2021,"Westminster 015","E02000974",7689,54,37,5,7593
2021,"Westminster 016","E02000975",6753,31,25,3,6694
2021,"Westminster 017","E02000976",7513,46,31,2,7434
2021,"Westminster 018","E02000977",5919,77,35,1,5806
2021,"Westminster 019","E02000978",6262,74,24,1,6163
2021,"Westminster 020","E02000979",7085,96,45,5,6939
2021,"Westminster 021","E02000980",7653,91,51,11,7500
2021,"Westminster 022","E02000981",7520,74,30,7,7409
2021,"Westminster 023","E02000982",6577,66,40,4,6467
2021,"Westminster 024","E02000983",6589,83,25,5,6476
2021,"Bromley 040","E02006782",6504,110,42,7,6345
2021,"Lewisham 037","E02006783",5900,64,29,3,5804
2021,"Lewisham 038","E02006784",6348,75,29,4,6240
2021,"Bexley 029","E02006785",5396,119,25,9,5243
2021,"Greenwich 033","E02006786",5862,105,23,2,5732
2021,"Bromley 041","E02006787",6151,89,38,6,6018
2021,"Croydon 045","E02006788",5924,45,29,5,5845
2021,"Bromley 042","E02006789",5672,174,43,9,5446
2021,"Ealing 040","E02006791",6326,37,39,1,6249
2021,"Hounslow 029","E02006792",7660,66,47,8,7539
2021,"Enfield 037","E02006793",7326,27,25,2,7272
2021,"Haringey 037","E02006794",6274,44,22,2,6206
2021,"Harrow 032","E02006795",6607,48,22,1,6536
2021,"Hillingdon 033","E02006796",7719,105,44,5,7565
2021,"Lewisham 039","E02006798",7417,27,35,0,7355
2021,"Barking and Dagenham 023","E02006799",8779,74,48,5,8652
2021,"Redbridge 034","E02006800",11273,52,21,0,11200
2021,"Lambeth 036","E02006801",7748,68,26,3,7651
