"date","geography","geography code","Passports held: Total: All usual residents; measures: Value","Passports held: Europe; measures: Value","Passports held: Europe: United Kingdom; measures: Value","Passports held: Europe: Ireland; measures: Value","Passports held: Europe: Other Europe; measures: Value","Passports held: Europe: Other Europe: EU Member countries; measures: Value","Passports held: Europe: Other Europe: EU Member countries: France; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Germany; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Italy; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Portugal; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Spain; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Lithuania; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Poland; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Romania; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Other EU countries; measures: Value","Passports held: Europe: Other Europe: Rest of Europe; measures: Value","Passports held: Europe: Other Europe: Rest of Europe: Turkey; measures: Value","Passports held: Europe: Other Europe: Rest of Europe: Other Europe; measures: Value","Passports held: Africa; measures: Value","Passports held: Africa: North Africa; measures: Value","Passports held: Africa: Central and Western Africa; measures: Value","Passports held: Africa: Central and Western Africa: Ghana; measures: Value","Passports held: Africa: Central and Western Africa: Nigeria; measures: Value","Passports held: Africa: Central and Western Africa: Other Central and Western Africa; measures: Value","Passports held: Africa: South and Eastern Africa; measures: Value","Passports held: Africa: South and Eastern Africa: Kenya; measures: Value","Passports held: Africa: South and Eastern Africa: Somalia; measures: Value","Passports held: Africa: South and Eastern Africa: South Africa; measures: Value","Passports held: Africa: South and Eastern Africa: Zimbabwe; measures: Value","Passports held: Africa: South and Eastern Africa: Other South and Eastern Africa; measures: Value","Passports held: Middle East and Asia; measures: Value","Passports held: Middle East and Asia: Middle East; measures: Value","Passports held: Middle East and Asia: Middle East: Iran; measures: Value","Passports held: Middle East and Asia: Middle East: Iraq; measures: Value","Passports held: Middle East and Asia: Middle East: Other Middle East; measures: Value","Passports held: Middle East and Asia: Eastern Asia; measures: Value","Passports held: Middle East and Asia: Eastern Asia: China; measures: Value","Passports held: Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China); measures: Value","Passports held: Middle East and Asia: Eastern Asia: Japan; measures: Value","Passports held: Middle East and Asia: Eastern Asia: Other Eastern Asia; measures: Value","Passports held: Middle East and Asia: Southern Asia; measures: Value","Passports held: Middle East and Asia: Southern Asia: Afghanistan; measures: Value","Passports held: Middle East and Asia: Southern Asia: Bangladesh; measures: Value","Passports held: Middle East and Asia: Southern Asia: India; measures: Value","Passports held: Middle East and Asia: Southern Asia: Pakistan; measures: Value","Passports held: Middle East and Asia: Southern Asia: Sri Lanka; measures: Value","Passports held: Middle East and Asia: Southern Asia: Other Southern Asia; measures: Value","Passports held: Middle East and Asia: South-East Asia; measures: Value","Passports held: Middle East and Asia: South-East Asia: Malaysia; measures: Value","Passports held: Middle East and Asia: South-East Asia: Philippines; measures: Value","Passports held: Middle East and Asia: South-East Asia: Singapore; measures: Value","Passports held: Middle East and Asia: South-East Asia: Other South-East Asia; measures: Value","Passports held: Middle East and Asia: Central Asia; measures: Value","Passports held: The Americas and the Caribbean; measures: Value","Passports held: The Americas and the Caribbean: North America; measures: Value","Passports held: The Americas and the Caribbean: North America: Canada; measures: Value","Passports held: The Americas and the Caribbean: North America: United States; measures: Value","Passports held: The Americas and the Caribbean: Central America; measures: Value","Passports held: The Americas and the Caribbean: South America; measures: Value","Passports held: The Americas and the Caribbean: The Caribbean; measures: Value","Passports held: The Americas and the Caribbean: The Caribbean: Jamaica; measures: Value","Passports held: The Americas and the Caribbean: The Caribbean: Other Caribbean; measures: Value","Passports held: Antarctica and Oceania; measures: Value","Passports held: Antarctica and Oceania: Australasia; measures: Value","Passports held: Antarctica and Oceania: Australasia: Australia; measures: Value","Passports held: Antarctica and Oceania: Australasia: New Zealand; measures: Value","Passports held: Antarctica and Oceania: Other Antarctica and Oceania; measures: Value","Passports held: British Overseas Territories; measures: Value","Passports held: No passport held; measures: Value"
2021,"Ealing 011","E02000248",7715,6590,4717,103,1770,1679,56,22,189,119,54,48,572,232,387,91,11,80,117,65,21,11,6,4,31,2,2,12,5,10,541,169,49,19,101,145,21,2,118,4,189,13,6,101,39,20,10,36,14,15,2,5,2,105,33,8,25,2,59,11,2,9,16,16,15,1,0,1,345
2021,"Ealing 012","E02000249",8376,7418,5593,210,1615,1549,28,35,87,141,44,21,805,171,217,66,1,65,69,16,37,9,26,2,16,1,7,2,1,5,449,55,5,9,41,10,2,2,6,0,359,30,4,151,65,34,75,25,11,11,0,3,0,61,11,6,5,2,26,22,12,10,10,10,8,2,0,0,369
2021,"Ealing 013","E02000250",6488,5878,4974,175,729,640,85,32,99,24,52,12,158,28,150,89,12,77,36,15,7,3,4,0,14,0,0,8,0,6,284,40,23,3,14,108,19,2,85,2,92,1,0,72,12,7,0,39,23,9,2,5,5,71,50,7,43,6,13,2,1,1,37,33,22,11,4,0,182
2021,"Ealing 014","E02000251",8312,7058,5663,160,1235,1181,28,51,70,133,23,52,500,132,192,54,10,44,43,8,20,7,12,1,15,0,0,5,0,10,751,24,0,3,21,9,0,0,4,5,692,20,8,359,126,61,118,26,9,10,2,5,0,30,8,5,3,0,8,14,9,5,2,2,2,0,0,0,428
2021,"Ealing 015","E02000252",12239,10258,7332,206,2720,2597,130,79,424,273,253,45,509,226,658,123,26,97,174,69,54,24,26,4,51,7,4,15,3,22,932,173,16,13,144,383,226,42,75,40,201,5,3,134,38,9,12,171,81,54,18,18,4,259,63,23,40,12,138,46,28,18,38,38,31,7,0,0,578
2021,"Ealing 016","E02000253",10344,9185,7414,246,1525,1450,83,28,90,60,38,26,793,53,279,75,12,63,82,33,35,9,18,8,14,0,1,3,1,9,281,44,10,10,24,33,7,5,15,6,172,10,1,67,41,22,31,32,18,6,4,4,0,70,28,1,27,3,18,21,11,10,12,12,10,2,0,0,714
2021,"Ealing 017","E02000254",9208,7415,6345,29,1041,1028,24,51,126,363,42,12,210,65,135,13,0,13,45,19,13,6,3,4,13,3,0,3,2,5,1288,11,1,4,6,2,1,0,1,0,1263,54,31,929,130,80,39,12,5,7,0,0,0,31,10,3,7,1,6,14,5,9,7,7,1,6,0,0,422
2021,"Ealing 018","E02000255",9867,8878,7245,266,1367,1306,123,61,154,77,71,16,339,147,318,61,0,61,97,40,17,8,5,4,40,13,0,13,1,13,300,67,17,9,41,67,23,1,37,6,134,25,2,73,20,13,1,29,5,17,4,3,3,100,49,9,40,1,37,13,6,7,34,34,24,10,0,0,458
2021,"Ealing 019","E02000256",9182,8054,6201,213,1640,1524,126,38,242,79,121,34,335,108,441,116,16,100,105,44,17,2,13,2,44,2,1,19,7,15,558,87,55,10,22,210,33,13,144,20,211,3,2,169,15,15,7,45,26,12,4,3,5,160,86,19,67,3,62,9,1,8,52,52,29,23,0,0,253
2021,"Ealing 021","E02000258",6895,5667,4189,165,1313,1242,52,38,163,68,78,25,366,98,354,71,8,63,66,40,12,3,9,0,14,0,2,4,1,7,775,90,10,7,73,596,6,3,584,3,52,1,0,32,15,3,1,37,15,12,3,7,0,92,41,17,24,2,41,8,6,2,42,42,18,24,0,0,253
2021,"Ealing 022","E02000259",6587,6061,4580,267,1214,1164,63,21,100,38,48,19,613,68,194,50,4,46,51,14,18,4,12,2,19,0,0,13,0,6,156,16,7,0,9,30,4,3,23,0,64,4,0,36,10,8,6,44,18,23,3,0,2,61,25,11,14,2,27,7,0,7,12,12,5,7,0,0,246
2021,"Ealing 023","E02000260",9836,7558,5956,15,1587,1559,16,25,169,1010,43,9,120,56,111,28,0,28,38,5,12,1,11,0,21,4,0,1,1,15,1709,16,4,4,8,6,1,0,5,0,1674,32,92,1258,172,85,35,13,1,6,3,3,0,22,11,6,5,0,3,8,5,3,6,6,2,4,0,0,503
2021,"Ealing 024","E02000261",12652,10839,7970,175,2694,2523,158,48,472,158,264,55,503,217,648,171,18,153,187,104,54,24,27,3,29,6,1,9,2,11,829,431,13,16,402,103,42,16,28,17,138,5,10,83,27,10,3,155,58,66,4,27,2,199,78,42,36,12,90,19,8,11,58,58,31,27,0,2,538
2021,"Ealing 025","E02000262",9344,8331,6237,212,1882,1782,107,61,299,141,159,52,402,136,425,100,15,85,120,44,32,13,10,9,44,2,4,23,0,15,306,90,12,7,71,69,11,10,37,11,76,7,4,38,17,6,4,69,16,35,4,14,2,119,50,16,34,3,45,21,10,11,60,60,29,31,0,0,408
2021,"Ealing 026","E02000263",13711,10549,8297,30,2222,2210,39,33,249,1534,52,9,90,27,177,12,0,12,31,9,8,3,4,1,14,5,1,0,0,8,2574,7,2,1,4,5,3,1,1,0,2537,24,149,1896,266,153,49,25,5,8,3,9,0,29,8,4,4,1,10,10,2,8,5,5,4,1,0,0,523
2021,"Ealing 027","E02000264",8496,7406,5569,213,1624,1530,132,46,273,95,131,34,368,89,362,94,11,83,63,22,13,2,10,1,28,3,0,17,2,6,535,56,14,6,36,310,31,3,262,14,101,7,3,63,26,2,0,67,14,36,6,11,1,128,76,33,43,3,38,11,2,9,61,61,39,22,0,0,303
2021,"Ealing 028","E02000265",11233,9991,7703,315,1973,1864,152,43,245,147,130,44,599,83,421,109,22,87,108,40,37,4,11,22,31,2,1,13,2,13,317,56,22,6,28,55,9,3,30,13,150,9,12,94,16,11,8,54,12,22,10,10,2,153,56,13,43,2,64,31,13,18,42,42,28,14,0,0,622
2021,"Ealing 029","E02000266",13108,11059,9518,123,1418,1359,37,64,131,307,42,27,324,121,306,59,7,52,134,40,39,4,29,6,55,6,17,2,1,29,1091,30,6,3,21,21,8,3,7,3,987,40,42,724,98,27,56,53,5,29,5,14,0,78,26,6,20,1,22,29,16,13,10,10,8,2,0,0,736
2021,"Ealing 030","E02000267",8150,7304,5522,339,1443,1379,91,29,87,100,51,31,646,102,242,64,10,54,71,20,20,1,15,4,31,5,2,16,0,8,270,28,3,2,23,47,21,7,15,4,149,10,2,90,25,16,6,46,5,28,1,12,0,85,30,9,21,3,33,19,13,6,44,44,29,15,0,0,376
2021,"Ealing 031","E02000268",9255,8288,6687,216,1385,1283,135,53,187,75,94,19,305,107,308,102,19,83,61,34,12,3,3,6,15,0,0,8,0,7,353,58,35,2,21,142,26,7,104,5,103,5,1,79,9,8,1,49,23,9,2,15,1,137,85,19,66,3,41,8,4,4,62,62,41,21,0,0,354
2021,"Ealing 032","E02000269",8167,7435,5879,285,1271,1197,173,40,204,43,98,19,303,53,264,74,9,65,70,24,4,2,2,0,42,0,0,32,1,9,254,33,8,2,23,100,38,4,34,24,85,1,7,53,12,5,7,36,16,3,3,14,0,115,66,30,36,1,41,7,2,5,57,56,39,17,1,0,236
2021,"Ealing 033","E02000270",9607,8479,6543,174,1762,1636,118,52,287,135,127,38,372,98,409,126,23,103,132,46,40,27,11,2,46,8,4,20,3,11,357,94,30,5,59,101,53,3,34,11,85,12,0,56,12,4,1,72,23,25,5,19,5,146,54,15,39,8,55,29,11,18,58,58,34,24,0,0,435
2021,"Ealing 034","E02000271",6956,6333,5101,178,1054,975,158,53,168,45,98,21,168,31,233,79,21,58,55,19,17,2,13,2,19,0,1,12,1,5,145,29,6,1,22,40,9,1,25,5,22,2,0,17,1,0,2,54,8,21,10,15,0,219,150,18,132,7,52,10,2,8,61,61,43,18,0,0,143
2021,"Ealing 035","E02000272",6713,6214,5208,240,766,727,95,23,76,34,47,20,243,30,159,39,5,34,25,6,9,2,4,3,10,1,1,3,1,4,126,8,3,0,5,37,3,13,20,1,53,3,4,27,8,3,8,27,12,9,1,5,1,70,44,7,37,1,16,9,2,7,29,29,20,9,0,0,249
2021,"Ealing 038","E02000275",8169,6426,5198,39,1189,1170,12,18,117,739,42,7,62,33,140,19,0,19,36,6,13,0,10,3,17,5,4,0,0,8,1199,4,2,0,2,9,6,0,3,0,1169,28,21,994,85,25,16,17,1,9,0,7,0,22,1,0,1,3,5,13,7,6,5,5,3,2,0,0,481
2021,"Ealing 039","E02000276",6757,6173,4677,230,1266,1186,126,35,230,59,94,36,274,101,231,80,10,70,50,13,11,1,6,4,26,3,0,14,2,7,178,16,5,1,10,66,25,1,33,7,66,1,6,47,6,6,0,30,7,12,2,9,0,74,45,13,32,2,22,5,2,3,48,48,28,20,0,0,234
2021,"Ealing 040","E02006791",7564,6773,5494,141,1138,1050,159,60,196,78,89,32,108,51,277,88,34,54,43,9,4,0,0,4,30,1,2,23,2,2,230,35,9,2,24,82,35,6,31,10,66,1,3,49,3,9,1,47,15,18,4,10,0,192,106,21,85,7,66,13,4,9,77,77,51,26,0,0,249
2021,"Ealing 041","E02006968",8352,6816,5323,145,1348,1259,145,24,250,88,86,29,243,55,339,89,20,69,143,42,69,5,61,3,32,2,1,12,0,17,967,149,31,9,109,579,40,7,514,18,160,0,15,112,26,7,0,72,26,18,11,17,7,141,72,16,56,2,63,4,0,4,53,53,39,14,0,0,232
2021,"Ealing 042","E02006969",6426,5112,3512,145,1455,1299,107,45,210,51,177,32,222,76,379,156,19,137,64,36,10,2,5,3,18,1,0,13,1,3,840,58,31,6,21,604,58,13,494,39,123,1,6,84,17,9,6,52,25,7,8,12,3,122,69,17,52,6,41,6,1,5,61,61,31,30,0,0,227
2021,"Ealing 043","E02006970",7343,5185,3599,24,1562,1551,4,19,201,1042,52,9,51,43,130,11,0,11,33,6,15,5,10,0,12,5,3,0,0,4,1655,24,18,2,4,4,3,0,1,0,1609,48,63,1325,113,44,16,18,3,5,1,9,0,19,4,3,1,0,6,9,6,3,2,2,2,0,0,0,449
2021,"Ealing 044","E02006971",8294,6269,4967,15,1287,1270,33,19,172,729,39,4,70,38,166,17,0,17,22,1,12,1,4,7,9,2,3,0,0,4,1570,5,1,0,4,2,1,0,1,0,1553,52,21,1382,77,15,6,10,7,2,0,1,0,22,6,4,2,0,6,10,7,3,1,1,0,1,0,0,410
2021,"Enfield 001","E02000277",7525,6611,5642,74,895,757,8,16,181,46,20,31,125,98,232,138,77,61,173,1,121,50,49,22,51,1,1,4,9,36,52,2,0,2,0,7,6,0,1,0,20,1,4,6,5,4,0,23,6,9,0,8,0,64,11,3,8,1,22,30,26,4,1,1,0,1,0,0,624
2021,"Enfield 002","E02000278",9424,8281,6996,65,1220,1030,33,18,145,54,34,32,112,151,451,190,156,34,182,12,128,69,33,26,42,3,0,2,4,33,64,0,0,0,0,13,6,0,2,5,37,0,12,4,10,9,2,14,5,2,0,7,0,69,10,2,8,0,21,38,28,10,8,8,8,0,0,0,820
2021,"Enfield 003","E02000279",12317,10832,8921,73,1838,1597,37,38,158,105,67,35,227,376,554,241,174,67,329,10,238,122,91,25,81,10,0,7,11,53,110,26,12,1,13,9,2,0,6,1,49,7,8,15,11,8,0,24,7,9,0,8,2,97,9,3,6,0,24,64,46,18,9,9,7,2,0,0,940
2021,"Enfield 004","E02000280",8634,7756,7048,139,569,491,32,13,45,53,19,16,61,79,173,78,38,40,59,5,38,22,14,2,16,0,0,4,6,6,56,14,7,1,6,5,1,0,4,0,28,0,6,14,2,6,0,8,4,2,1,1,1,36,15,5,10,0,9,12,9,3,21,21,6,15,0,0,706
2021,"Enfield 005","E02000281",9652,8582,7596,91,895,772,23,28,71,32,43,32,163,104,276,123,58,65,169,9,110,54,41,15,50,8,1,5,1,35,99,7,3,1,3,9,8,0,1,0,60,1,6,28,3,22,0,20,3,10,1,6,3,49,5,3,2,0,9,35,28,7,17,17,15,2,0,0,736
2021,"Enfield 006","E02000282",9951,8576,7181,72,1323,1101,40,15,128,64,37,37,152,140,488,222,166,56,266,12,199,99,39,61,55,0,6,6,9,34,133,8,7,0,1,14,7,0,5,2,94,3,61,11,12,7,0,16,4,7,0,5,1,69,7,2,5,0,17,45,34,11,1,1,0,1,0,0,906
2021,"Enfield 007","E02000283",8531,7672,6408,75,1189,1023,33,17,173,62,22,26,168,145,377,166,133,33,132,9,97,43,44,10,26,3,0,0,3,20,68,2,1,1,0,8,7,0,1,0,54,8,10,5,17,14,0,4,3,1,0,0,0,67,4,0,4,0,17,46,32,14,3,3,2,1,0,1,588
2021,"Enfield 008","E02000284",8739,7891,6862,159,870,717,17,21,59,44,19,21,149,90,297,153,40,113,79,4,43,21,14,8,32,0,0,12,4,16,85,7,2,1,4,15,7,0,8,0,41,0,8,29,1,3,0,22,9,6,1,6,0,63,24,11,13,2,19,18,13,5,19,19,11,8,0,0,602
2021,"Enfield 009","E02000285",6646,6148,5557,155,436,398,16,9,73,21,14,4,78,54,129,38,18,20,47,4,26,13,9,4,17,1,0,1,1,14,64,8,3,0,5,8,5,0,2,1,28,0,2,17,3,6,0,19,9,5,5,0,1,20,5,3,2,0,8,7,5,2,13,9,4,5,4,0,354
2021,"Enfield 010","E02000286",8695,8028,7040,135,853,705,31,14,60,38,62,22,103,88,287,148,71,77,83,10,42,17,17,8,31,1,0,4,4,22,99,14,10,2,2,18,9,1,6,2,40,1,5,22,4,8,0,24,4,11,3,6,3,44,15,3,12,0,12,17,12,5,9,9,8,1,0,0,432
2021,"Enfield 011","E02000287",7353,6861,6122,128,611,494,25,9,75,12,13,4,45,47,264,117,65,52,43,10,26,1,20,5,7,2,0,2,2,1,135,26,17,0,9,40,16,10,14,0,51,1,1,34,0,10,5,17,3,6,1,7,1,43,18,6,12,0,14,11,2,9,12,12,12,0,0,0,259
2021,"Enfield 012","E02000288",12783,11085,9102,74,1909,1628,53,24,190,77,56,14,187,186,841,281,165,116,336,15,257,107,62,88,64,1,0,4,13,46,307,33,27,0,6,18,12,0,6,0,224,3,143,38,26,8,6,28,3,15,0,10,4,99,5,0,5,3,20,71,58,13,2,2,2,0,0,0,954
2021,"Enfield 013","E02000289",6774,6426,5888,105,433,368,12,16,78,13,15,14,40,33,147,65,40,25,23,0,10,3,6,1,13,0,0,6,4,3,48,5,2,0,3,11,8,0,3,0,21,1,0,12,2,6,0,11,2,4,1,4,0,19,7,1,6,1,2,9,9,0,8,8,4,4,0,0,250
2021,"Enfield 014","E02000290",6684,5833,4888,44,901,771,18,6,89,73,34,9,112,105,325,130,99,31,177,8,115,54,42,19,54,1,4,2,2,45,100,6,1,0,5,3,3,0,0,0,73,6,44,8,11,4,0,16,3,11,0,2,2,69,4,2,2,2,11,52,47,5,2,2,1,1,0,1,502
2021,"Enfield 015","E02000291",10158,9062,7274,133,1655,1396,39,34,171,78,68,39,238,142,587,259,121,138,141,12,78,34,36,8,51,5,0,13,3,30,148,7,2,2,3,27,14,1,6,6,81,2,20,27,6,24,2,32,13,14,1,4,1,103,23,5,18,0,45,35,30,5,10,8,5,3,2,0,694
2021,"Enfield 016","E02000292",9838,8924,7450,155,1319,1168,30,17,132,53,52,33,182,144,525,151,70,81,142,2,92,49,33,10,48,3,1,5,0,39,112,3,0,0,3,17,8,0,8,1,56,1,10,15,12,18,0,32,14,10,1,7,4,62,9,4,5,0,20,33,26,7,4,4,1,3,0,0,594
2021,"Enfield 017","E02000293",6400,6012,5447,131,434,354,16,12,64,7,23,3,64,16,149,80,36,44,34,8,11,6,5,0,15,2,1,5,1,6,54,9,5,0,4,17,9,0,5,3,17,0,0,5,5,7,0,11,4,4,1,2,0,36,8,3,5,1,20,7,4,3,8,8,5,3,0,0,256
2021,"Enfield 018","E02000294",9370,8250,6791,65,1394,1192,29,25,161,67,33,30,121,166,560,202,132,70,247,4,187,111,65,11,56,1,1,1,3,50,129,7,3,0,4,23,21,0,2,0,90,7,46,23,8,6,0,7,2,4,1,0,2,72,8,1,7,0,18,46,44,2,4,4,4,0,0,0,668
2021,"Enfield 019","E02000295",8694,8045,6743,160,1142,901,24,12,100,17,51,19,95,105,478,241,134,107,63,11,30,3,25,2,22,0,0,8,2,12,133,16,11,1,4,38,18,9,10,1,51,1,5,32,3,10,0,28,18,5,0,5,0,69,22,3,19,1,28,18,13,5,28,28,25,3,0,0,356
2021,"Enfield 020","E02000296",10345,9389,6911,114,2364,1942,53,25,178,67,83,38,231,263,1004,422,215,207,85,20,30,10,14,6,35,1,0,3,8,23,182,21,9,0,12,52,26,8,12,6,78,1,1,39,12,24,1,26,15,8,3,0,5,66,31,7,24,7,17,11,9,2,16,16,15,1,0,0,607
2021,"Enfield 021","E02000297",9401,8799,7647,192,960,828,44,12,85,33,38,11,100,213,292,132,63,69,47,7,21,8,8,5,19,0,0,4,2,13,80,7,3,2,2,14,3,0,7,4,45,0,9,7,5,24,0,14,10,2,1,1,0,37,15,8,7,1,12,9,9,0,8,8,6,2,0,0,430
2021,"Enfield 022","E02000298",8259,7842,6941,259,642,554,27,16,73,10,34,19,77,72,226,88,29,59,57,11,33,11,21,1,13,0,1,5,0,7,58,2,1,0,1,11,9,0,0,2,22,2,1,13,0,6,0,23,10,8,4,1,0,37,15,5,10,2,10,10,7,3,33,31,25,6,2,0,232
2021,"Enfield 023","E02000299",9502,8327,6384,84,1859,1622,43,24,123,83,97,8,215,252,777,237,179,58,296,6,209,133,57,19,81,1,7,2,1,70,155,10,5,3,2,14,14,0,0,0,113,13,23,38,12,27,0,15,1,9,2,3,3,100,5,1,4,6,27,62,43,19,6,6,4,2,0,0,618
2021,"Enfield 024","E02000300",8854,7991,5833,123,2035,1843,31,21,120,82,52,38,203,484,812,192,139,53,226,9,141,82,38,21,76,3,1,5,6,61,100,7,0,3,4,7,3,0,3,1,62,3,10,18,1,30,0,23,11,12,0,0,1,80,8,2,6,0,25,47,39,8,3,3,3,0,0,0,454
2021,"Enfield 025","E02000301",10216,8962,7094,112,1756,1515,36,32,87,87,77,24,183,327,662,241,166,75,253,10,206,111,73,22,37,5,1,0,1,30,158,15,8,0,7,39,34,1,1,3,78,3,16,23,20,16,0,25,2,11,0,12,1,106,3,1,2,0,21,82,62,20,7,7,5,2,0,1,729
2021,"Enfield 026","E02000302",8663,8080,6635,156,1289,1057,32,17,76,25,47,17,252,121,470,232,58,174,58,7,27,9,14,4,24,0,1,8,0,15,84,7,2,2,3,5,1,0,4,0,43,3,5,18,3,14,0,28,5,13,0,10,1,36,8,1,7,1,20,7,4,3,13,13,10,3,0,0,392
2021,"Enfield 027","E02000303",8367,7370,5923,38,1409,1196,32,14,85,72,64,32,152,186,559,213,162,51,196,3,139,76,45,18,54,3,2,1,9,39,116,6,2,1,3,17,15,0,2,0,66,0,22,27,5,12,0,24,5,10,0,9,3,72,6,3,3,0,15,51,35,16,4,4,2,2,0,0,609
2021,"Enfield 028","E02000304",8041,7606,6540,211,855,715,29,15,83,18,26,27,103,64,350,140,68,72,28,8,8,5,3,0,12,0,0,0,2,10,105,8,4,0,4,26,13,3,10,0,45,0,2,31,3,9,0,23,15,6,2,0,3,51,22,3,19,0,13,16,12,4,9,9,6,3,0,0,242
2021,"Enfield 029","E02000305",8879,8294,6191,182,1921,1701,30,23,121,38,79,19,233,320,838,220,71,149,70,16,26,14,8,4,28,0,0,2,1,25,88,8,4,0,4,7,1,1,4,1,57,2,12,15,16,12,0,15,8,2,0,5,1,65,25,12,13,2,24,14,6,8,20,20,10,10,0,0,342
2021,"Enfield 030","E02000306",9136,7993,6636,44,1313,1108,28,16,96,84,99,21,169,124,471,205,163,42,299,15,203,118,52,33,81,6,12,0,3,60,116,9,3,3,3,10,8,0,2,0,82,15,39,15,5,4,4,15,4,10,0,1,0,73,6,3,3,1,14,52,48,4,1,1,1,0,0,0,654
2021,"Enfield 031","E02000307",10109,9263,7068,82,2113,1935,32,15,93,91,87,99,270,324,924,178,98,80,131,5,82,40,27,15,44,0,2,0,0,42,151,34,2,1,31,7,4,2,0,1,81,5,16,34,5,20,1,24,2,19,0,3,5,87,7,1,6,1,41,38,22,16,8,8,5,3,0,0,469
2021,"Enfield 032","E02000308",8764,7892,5937,145,1810,1612,46,31,230,59,63,27,217,270,669,198,52,146,83,5,54,24,23,7,24,0,0,9,2,13,217,25,18,1,6,32,17,5,6,4,129,4,16,85,17,7,0,31,5,12,1,13,0,67,21,5,16,2,31,13,9,4,15,15,11,4,0,0,490
2021,"Enfield 033","E02000309",11793,10328,7558,71,2699,2438,61,34,159,155,131,28,269,491,1110,261,167,94,360,29,228,119,63,46,103,4,1,4,5,89,180,10,3,4,3,31,28,1,0,2,102,2,39,24,16,18,3,37,11,12,2,12,0,133,13,12,1,4,39,77,52,25,9,8,6,2,1,0,783
2021,"Enfield 035","E02000311",10543,9753,7186,96,2471,2210,45,19,148,99,122,48,288,329,1112,261,67,194,87,17,48,22,17,9,22,2,2,2,1,15,146,13,5,4,4,16,8,3,4,1,76,2,9,28,26,11,0,41,14,15,1,11,0,102,8,1,7,2,47,45,21,24,12,12,7,5,0,0,443
2021,"Enfield 036","E02000312",11301,10435,7269,215,2951,2618,45,38,241,90,154,58,464,245,1283,333,84,249,94,25,46,15,14,17,23,2,0,5,2,14,168,11,6,2,3,39,14,2,14,9,69,7,12,29,18,3,0,44,15,23,0,6,5,115,31,8,23,3,63,18,14,4,19,19,17,2,0,0,470
2021,"Enfield 037","E02006793",9648,8414,6771,68,1575,1351,34,27,89,111,65,23,151,268,583,224,160,64,285,32,184,87,63,34,69,2,11,1,3,52,197,12,11,0,1,14,12,0,2,0,75,2,26,8,15,19,5,95,3,84,3,5,1,120,12,4,8,0,45,63,41,22,5,5,3,2,0,0,627
2021,"Greenwich 001","E02000313",6493,4964,4254,48,662,646,36,38,78,58,20,57,80,111,168,16,2,14,561,13,498,62,396,40,50,1,0,5,8,36,57,0,0,0,0,4,3,0,0,1,46,1,9,10,3,3,20,7,4,1,0,2,0,17,6,1,5,0,3,8,7,1,4,4,3,1,0,0,890
2021,"Greenwich 002","E02000314",14102,11123,8804,140,2179,2099,114,96,222,144,134,253,193,365,578,80,19,61,1280,11,1177,145,980,52,92,14,1,15,25,37,290,17,4,2,11,40,30,4,4,2,184,3,16,55,20,16,74,45,17,16,1,11,4,113,23,3,20,9,44,37,28,9,14,14,11,3,0,0,1282
2021,"Greenwich 003","E02000315",9877,7582,6236,98,1248,1198,66,61,103,122,55,93,80,233,385,50,7,43,705,13,628,77,510,41,64,5,0,6,7,46,249,5,2,0,3,32,26,3,1,2,144,1,6,46,9,11,71,68,45,13,0,10,0,72,12,3,9,0,29,31,21,10,6,6,5,1,0,0,1263
2021,"Greenwich 005","E02000317",7562,6038,4955,65,1018,957,53,37,84,86,86,66,84,159,302,61,5,56,423,13,358,61,263,34,52,8,2,4,5,33,262,8,0,3,5,63,58,1,3,1,147,1,12,43,7,8,76,44,6,20,1,17,0,51,11,3,8,0,18,22,19,3,17,17,12,5,0,0,771
2021,"Greenwich 006","E02000318",11059,7852,5941,70,1841,1780,76,35,203,228,83,111,97,451,496,61,16,45,380,12,339,45,254,40,29,0,1,6,3,19,1739,2,0,0,2,29,24,1,4,0,1689,3,49,232,127,49,1229,19,2,7,0,10,0,105,53,4,49,1,23,28,17,11,3,3,3,0,0,0,980
2021,"Greenwich 007","E02000319",10622,8113,6498,112,1503,1444,83,45,143,139,74,154,104,290,412,59,5,54,449,13,387,35,316,36,49,8,1,10,12,18,919,11,3,1,7,56,34,13,5,4,815,3,17,130,57,36,572,32,7,9,1,15,5,124,25,5,20,1,65,33,26,7,15,15,10,5,0,0,1002
2021,"Greenwich 008","E02000320",7039,5680,4624,58,998,963,27,28,85,46,45,129,118,244,241,35,3,32,344,4,313,36,255,22,27,7,0,3,7,10,260,0,0,0,0,12,10,0,2,0,223,12,16,46,13,19,117,23,13,5,0,5,2,70,15,5,10,1,32,22,18,4,6,6,4,2,0,0,679
2021,"Greenwich 009","E02000321",7721,5997,4776,59,1162,1117,74,60,93,86,131,103,84,187,299,45,9,36,361,7,310,36,250,24,44,9,3,7,3,22,344,2,0,1,1,19,15,2,0,2,285,3,9,48,10,6,209,38,7,13,4,14,0,106,14,2,12,1,49,42,31,11,2,2,2,0,0,0,911
