"date","geography","geography code","Multiple main languages in household: Total: All households","Multiple main languages in household: One-person household","Multiple main languages in household: All household members have the same main language","Multiple main languages in household: Main language differs between generations, but not within partnerships","Multiple main languages in household: Main language differs within partnerships","Multiple main languages in household: Any other combination of multiple main languages"
2021,"Havering 010","E02000473",4022,960,2840,80,73,69
2021,"Havering 011","E02000474",3532,1001,2234,109,85,103
2021,"Havering 012","E02000475",3958,1114,2607,80,90,67
2021,"Havering 013","E02000476",4198,1533,2227,138,190,110
2021,"Havering 014","E02000477",3715,830,2708,44,75,58
2021,"Havering 015","E02000478",2150,449,1507,51,43,100
2021,"Havering 016","E02000479",3789,1129,2278,141,122,119
2021,"Havering 017","E02000480",5013,1206,3122,231,216,238
2021,"Havering 018","E02000481",3243,817,2304,38,36,48
2021,"Havering 019","E02000482",2577,635,1859,23,35,25
2021,"Havering 020","E02000483",3473,1136,2146,72,79,40
2021,"Havering 021","E02000484",3253,776,2311,52,56,58
2021,"Havering 022","E02000485",3453,886,2392,58,63,54
2021,"Havering 023","E02000486",2989,823,1987,58,58,63
2021,"Havering 024","E02000487",2945,522,2348,16,32,27
2021,"Havering 025","E02000488",3012,719,2159,38,52,44
2021,"Havering 026","E02000489",3260,760,2235,91,95,79
2021,"Havering 027","E02000490",3225,832,2177,79,63,74
2021,"Havering 028","E02000491",3934,1012,2539,127,110,146
2021,"Havering 029","E02000492",2622,645,1823,46,49,59
2021,"Havering 030","E02000493",2498,639,1601,101,71,86
2021,"Hillingdon 001","E02000494",3217,917,1978,103,105,114
2021,"Hillingdon 002","E02000495",4303,1363,2416,211,172,141
2021,"Hillingdon 003","E02000496",3176,941,2082,48,63,42
2021,"Hillingdon 004","E02000497",3692,988,2325,148,126,105
2021,"Hillingdon 005","E02000498",2637,766,1717,55,58,41
2021,"Hillingdon 006","E02000499",3014,722,2019,82,100,91
2021,"Hillingdon 007","E02000500",3307,844,2164,83,122,94
2021,"Hillingdon 008","E02000501",3275,779,2200,89,115,92
2021,"Hillingdon 009","E02000502",3530,990,2169,139,138,94
2021,"Hillingdon 010","E02000503",3254,663,2264,108,123,96
2021,"Hillingdon 011","E02000504",2922,677,2043,53,73,76
2021,"Hillingdon 013","E02000506",2899,625,1960,87,101,126
2021,"Hillingdon 014","E02000507",2781,506,1870,142,123,140
2021,"Hillingdon 015","E02000508",4338,1347,2360,217,228,186
2021,"Hillingdon 016","E02000509",3402,1079,1756,170,162,235
2021,"Hillingdon 017","E02000510",3262,797,2041,153,131,140
2021,"Hillingdon 018","E02000511",3262,678,1951,276,138,219
2021,"Hillingdon 019","E02000512",3106,758,1816,209,141,182
2021,"Hillingdon 020","E02000513",3323,728,1813,419,185,178
2021,"Hillingdon 021","E02000514",3180,496,1706,419,195,364
2021,"Hillingdon 022","E02000515",5345,1665,2958,255,243,224
2021,"Hillingdon 023","E02000516",2817,547,1589,287,135,259
2021,"Hillingdon 024","E02000517",3321,659,1902,311,199,250
2021,"Hillingdon 025","E02000518",3329,753,2057,217,126,176
2021,"Hillingdon 026","E02000519",3021,654,1612,318,161,276
2021,"Hillingdon 027","E02000520",4455,964,2351,436,292,412
2021,"Hillingdon 028","E02000521",4351,861,2629,343,247,271
2021,"Hillingdon 029","E02000522",3488,848,2070,223,173,174
2021,"Hillingdon 030","E02000523",3683,760,1906,384,222,411
2021,"Hillingdon 031","E02000524",2639,697,1486,146,115,195
2021,"Hillingdon 032","E02000525",3319,717,1798,326,208,270
2021,"Hounslow 001","E02000526",3619,1120,2033,101,213,152
2021,"Hounslow 004","E02000529",3035,588,1598,360,182,307
2021,"Hounslow 005","E02000530",2517,523,1292,300,154,248
2021,"Hounslow 006","E02000531",4934,1610,2614,229,302,179
2021,"Hounslow 007","E02000532",3818,1195,2142,131,203,147
2021,"Hounslow 008","E02000533",3688,1216,2084,106,186,96
2021,"Hounslow 009","E02000534",2999,671,1740,179,160,249
2021,"Hounslow 010","E02000535",3005,592,1562,295,162,394
2021,"Hounslow 011","E02000536",3245,593,1732,324,213,383
2021,"Hounslow 012","E02000537",3155,584,1691,296,170,414
2021,"Hounslow 013","E02000538",3005,527,1583,326,190,379
2021,"Hounslow 014","E02000539",4734,1256,2722,302,262,192
2021,"Hounslow 015","E02000540",4488,1177,2413,300,259,339
2021,"Hounslow 016","E02000541",3281,662,1717,365,158,379
2021,"Hounslow 017","E02000542",3952,963,1961,385,245,398
2021,"Hounslow 018","E02000543",4892,1098,2683,410,298,403
2021,"Hounslow 019","E02000544",2922,563,1720,227,152,260
2021,"Hounslow 020","E02000545",3548,1008,1944,254,177,165
2021,"Hounslow 021","E02000546",3158,556,1688,350,208,356
2021,"Hounslow 022","E02000547",3852,999,2087,309,171,286
2021,"Hounslow 023","E02000548",3727,1034,2075,266,154,198
2021,"Hounslow 024","E02000549",4083,879,2367,328,186,323
2021,"Hounslow 025","E02000550",3717,755,2240,323,178,221
2021,"Hounslow 026","E02000551",3415,876,1903,299,145,192
2021,"Hounslow 027","E02000552",3359,829,1968,247,159,156
2021,"Hounslow 028","E02000553",2600,661,1579,143,103,114
2021,"Islington 001","E02000554",4198,1558,1992,261,200,187
2021,"Islington 002","E02000555",4033,1280,2142,208,173,230
2021,"Islington 003","E02000556",4949,1751,2483,167,248,300
2021,"Islington 004","E02000557",4140,1631,1985,141,180,203
2021,"Islington 005","E02000558",3960,1424,1750,350,199,237
2021,"Islington 006","E02000559",3993,1223,2194,161,236,179
2021,"Islington 007","E02000560",3274,1101,1628,138,182,225
2021,"Islington 008","E02000561",3156,1038,1736,61,176,145
2021,"Islington 009","E02000562",3487,1230,1787,139,197,134
2021,"Islington 010","E02000563",3858,1428,1802,221,175,232
2021,"Islington 011","E02000564",5664,2022,2812,216,312,302
2021,"Islington 012","E02000565",3495,1162,1745,236,178,174
2021,"Islington 013","E02000566",3836,1305,2101,97,198,135
2021,"Islington 014","E02000567",4895,1707,2579,166,247,196
2021,"Islington 015","E02000568",4669,1739,2151,273,227,279
2021,"Islington 016","E02000569",4600,1642,2390,179,209,180
2021,"Islington 017","E02000570",3990,1465,2137,61,194,133
2021,"Islington 018","E02000571",4124,1517,2013,187,221,186
2021,"Islington 019","E02000572",3522,1181,1565,285,188,303
2021,"Islington 020","E02000573",4921,1861,2445,119,268,228
2021,"Islington 021","E02000574",3605,1498,1669,96,171,171
2021,"Islington 022","E02000575",5169,2108,2283,205,302,271
2021,"Islington 023","E02000576",4953,1925,2233,281,264,250
2021,"Kensington and Chelsea 001","E02000577",3174,1238,1309,277,169,181
2021,"Kensington and Chelsea 002","E02000578",2309,823,1068,182,106,130
2021,"Kensington and Chelsea 003","E02000579",3820,1492,1758,166,189,215
2021,"Kensington and Chelsea 004","E02000580",3988,1951,1545,167,159,166
2021,"Kensington and Chelsea 005","E02000581",3008,1154,1315,232,130,177
2021,"Kensington and Chelsea 006","E02000582",3269,1660,1263,63,174,109
2021,"Kensington and Chelsea 007","E02000583",3118,1324,1447,71,165,111
2021,"Kensington and Chelsea 008","E02000584",3331,1327,1542,104,237,121
2021,"Kensington and Chelsea 009","E02000585",3385,1253,1505,135,250,242
2021,"Kensington and Chelsea 010","E02000586",2879,1147,1238,96,209,189
2021,"Kensington and Chelsea 011","E02000587",3027,1157,1437,74,233,126
2021,"Kensington and Chelsea 012","E02000588",3077,1357,1332,99,169,120
2021,"Kensington and Chelsea 013","E02000589",3657,1795,1323,94,242,203
2021,"Kensington and Chelsea 014","E02000590",3047,1584,1071,112,151,129
2021,"Kensington and Chelsea 015","E02000591",3241,1589,1177,137,198,140
2021,"Kensington and Chelsea 016","E02000592",2839,1287,1113,90,221,128
2021,"Kensington and Chelsea 017","E02000593",3685,1726,1370,131,221,237
2021,"Kensington and Chelsea 018","E02000594",2922,1334,1219,79,139,151
2021,"Kensington and Chelsea 019","E02000595",3029,1441,1229,61,175,123
2021,"Kensington and Chelsea 020","E02000596",3073,1303,1301,86,198,185
2021,"Kensington and Chelsea 021","E02000597",2999,1290,1186,224,165,134
2021,"Kingston upon Thames 001","E02000598",2968,623,1961,116,191,77
2021,"Kingston upon Thames 002","E02000599",2351,435,1525,124,138,129
2021,"Kingston upon Thames 003","E02000600",3378,973,1905,167,175,158
2021,"Kingston upon Thames 004","E02000601",4858,1311,2904,185,326,132
2021,"Kingston upon Thames 005","E02000602",4045,1302,2177,193,201,172
2021,"Kingston upon Thames 006","E02000603",2953,621,1725,257,146,204
2021,"Kingston upon Thames 007","E02000604",3557,893,2057,220,214,173
2021,"Kingston upon Thames 008","E02000605",3115,732,1898,173,170,142
2021,"Kingston upon Thames 009","E02000606",4811,1760,2499,120,260,172
2021,"Kingston upon Thames 010","E02000607",2582,737,1606,48,105,86
2021,"Kingston upon Thames 011","E02000608",3406,1365,1698,71,206,66
2021,"Kingston upon Thames 012","E02000609",2737,645,1613,206,121,152
2021,"Kingston upon Thames 013","E02000610",3870,1603,1901,101,178,87
2021,"Kingston upon Thames 014","E02000611",2652,487,1876,99,117,73
2021,"Kingston upon Thames 015","E02000612",3079,651,2051,138,144,95
2021,"Kingston upon Thames 016","E02000613",3195,810,2058,107,143,77
2021,"Kingston upon Thames 017","E02000614",3375,736,2029,275,162,173
2021,"Kingston upon Thames 018","E02000615",2957,660,2003,114,87,93
2021,"Kingston upon Thames 019","E02000616",2390,559,1662,65,63,41
2021,"Kingston upon Thames 020","E02000617",3344,813,2241,102,107,81
2021,"Lambeth 002","E02000619",4054,1540,1904,232,157,221
2021,"Lambeth 003","E02000620",4587,1735,2214,214,155,269
2021,"Lambeth 004","E02000621",6009,2440,2735,181,310,343
2021,"Lambeth 005","E02000622",3633,1179,1915,156,135,248
2021,"Lambeth 006","E02000623",3333,1103,1595,282,135,218
2021,"Lambeth 007","E02000624",4269,1453,2236,199,179,202
2021,"Lambeth 008","E02000625",3797,1158,1890,274,171,304
2021,"Lambeth 009","E02000626",3449,1165,1717,239,122,206
2021,"Lambeth 010","E02000627",3913,1162,2167,202,163,219
2021,"Lambeth 011","E02000628",4483,1540,2135,314,187,307
2021,"Lambeth 012","E02000629",4016,1199,2347,142,140,188
2021,"Lambeth 013","E02000630",3428,1118,1986,70,142,112
2021,"Lambeth 014","E02000631",3739,1003,2288,122,123,203
2021,"Lambeth 015","E02000632",4261,1191,2633,80,154,203
2021,"Lambeth 016","E02000633",3962,1403,2029,197,112,221
2021,"Lambeth 017","E02000634",3106,1124,1585,135,114,148
2021,"Lambeth 018","E02000635",4335,1447,2411,134,152,191
2021,"Lambeth 019","E02000636",3079,752,2003,65,128,131
2021,"Lambeth 020","E02000637",3704,1117,2192,72,150,173
2021,"Lambeth 021","E02000638",4106,1272,2256,175,178,225
2021,"Lambeth 022","E02000639",3725,1313,1792,219,145,256
2021,"Lambeth 023","E02000640",3802,984,2417,104,161,136
2021,"Lambeth 024","E02000641",3390,1024,1798,269,118,181
2021,"Lambeth 025","E02000642",4170,1288,2485,108,155,134
2021,"Lambeth 026","E02000643",3948,1255,2175,125,134,259
2021,"Lambeth 027","E02000644",3493,984,2044,140,153,172
2021,"Lambeth 028","E02000645",4047,1213,2402,135,161,136
2021,"Lambeth 029","E02000646",3905,1141,2205,127,180,252
2021,"Lambeth 030","E02000647",3422,991,2042,111,125,153
2021,"Lambeth 031","E02000648",3188,1013,1801,181,92,101
2021,"Lambeth 032","E02000649",5304,1669,2888,217,246,284
2021,"Lambeth 033","E02000650",3274,1042,1871,117,131,113
2021,"Lambeth 034","E02000651",3479,1035,1945,126,147,226
2021,"Lambeth 035","E02000652",2544,574,1494,130,120,226
2021,"Lewisham 001","E02000653",5293,1679,2586,285,342,401
2021,"Lewisham 002","E02000654",3596,1132,1839,248,166,211
2021,"Lewisham 003","E02000655",4008,1238,2152,208,207,203
2021,"Lewisham 005","E02000657",3990,1290,2188,137,156,219
2021,"Lewisham 006","E02000658",3457,961,2062,140,117,177
2021,"Lewisham 007","E02000659",3541,1089,2079,113,163,97
2021,"Lewisham 008","E02000660",3603,1145,2055,100,173,130
2021,"Lewisham 009","E02000661",3045,1136,1631,66,127,85
2021,"Lewisham 010","E02000662",3303,926,1979,113,149,136
2021,"Lewisham 011","E02000663",2819,843,1631,83,119,143
2021,"Lewisham 013","E02000665",3414,1035,2018,109,133,119
2021,"Lewisham 014","E02000666",2735,673,1782,78,101,101
2021,"Lewisham 015","E02000667",2524,583,1712,45,97,87
2021,"Lewisham 016","E02000668",2727,726,1705,79,124,93
2021,"Lewisham 017","E02000669",3307,1005,1870,119,161,152
2021,"Lewisham 018","E02000670",2783,903,1519,107,92,162
2021,"Lewisham 019","E02000671",3683,1086,2260,77,154,106
2021,"Lewisham 020","E02000672",4197,1403,2234,161,177,222
2021,"Lewisham 021","E02000673",3496,1037,2145,81,157,76
2021,"Lewisham 022","E02000674",3059,780,1908,117,103,151
2021,"Lewisham 023","E02000675",3420,962,2093,112,137,116
2021,"Lewisham 024","E02000676",3189,856,2069,74,118,72
2021,"Lewisham 025","E02000677",2642,721,1582,96,101,142
2021,"Lewisham 026","E02000678",2614,737,1554,115,86,122
2021,"Lewisham 027","E02000679",3374,1079,1968,104,123,100
2021,"Lewisham 028","E02000680",2913,884,1720,97,120,92
2021,"Lewisham 029","E02000681",3351,1039,1961,134,104,113
2021,"Lewisham 030","E02000682",3219,834,1925,208,104,148
2021,"Lewisham 031","E02000683",2724,856,1578,97,93,100
2021,"Lewisham 033","E02000685",3423,1120,1942,135,121,105
2021,"Lewisham 034","E02000686",3045,1007,1700,157,88,93
2021,"Lewisham 035","E02000687",3455,1059,2069,104,122,101
2021,"Merton 001","E02000689",3512,764,2278,105,227,138
2021,"Merton 002","E02000690",2222,591,1388,55,115,73
2021,"Merton 003","E02000691",2958,771,1783,101,168,135
2021,"Merton 004","E02000692",3569,1308,1859,94,221,87
2021,"Merton 005","E02000693",4282,1229,2471,150,260,172
2021,"Merton 006","E02000694",3834,1052,2294,114,236,138
2021,"Merton 007","E02000695",2942,607,1694,218,135,288
2021,"Merton 008","E02000696",3270,839,1840,219,158,214
2021,"Merton 009","E02000697",3666,981,2182,117,243,143
2021,"Merton 010","E02000698",3182,791,2001,110,185,95
2021,"Merton 011","E02000699",3263,798,1987,138,221,119
2021,"Merton 012","E02000700",3357,900,1895,233,147,182
2021,"Merton 013","E02000701",3114,711,1742,272,134,255
2021,"Merton 014","E02000702",3369,861,1864,297,156,191
2021,"Merton 015","E02000703",2937,606,1912,98,164,157
2021,"Merton 016","E02000704",3572,1054,2010,136,210,162
2021,"Merton 017","E02000705",3115,640,1831,219,152,273
2021,"Merton 018","E02000706",3535,852,1918,336,169,260
2021,"Merton 019","E02000707",2779,617,1710,188,78,186
2021,"Merton 020","E02000708",3255,711,2033,162,198,151
2021,"Merton 021","E02000709",2867,590,1878,127,138,134
2021,"Merton 022","E02000710",3439,970,1917,215,159,178
2021,"Merton 023","E02000711",3458,839,1921,241,211,246
2021,"Merton 024","E02000712",3404,825,1990,238,135,216
2021,"Merton 025","E02000713",2832,553,1961,126,93,99
2021,"Newham 001","E02000714",2647,616,1393,240,145,253
2021,"Newham 002","E02000715",2091,409,918,358,161,245
2021,"Newham 003","E02000716",2301,500,1141,271,128,261
2021,"Newham 004","E02000717",2395,459,1050,365,168,353
2021,"Newham 005","E02000718",2248,490,1009,355,169,225
2021,"Newham 006","E02000719",2877,795,1382,224,165,311
2021,"Newham 007","E02000720",2122,409,1034,212,143,324
2021,"Newham 008","E02000721",2764,603,1158,380,209,414
2021,"Newham 009","E02000722",2934,850,1394,227,141,322
2021,"Newham 010","E02000723",2862,416,1245,463,172,566
2021,"Newham 011","E02000724",2534,384,1082,396,205,467
2021,"Newham 012","E02000725",4000,1142,1956,295,217,390
2021,"Newham 014","E02000727",2290,357,990,355,168,420
2021,"Newham 015","E02000728",2341,348,1114,349,141,389
2021,"Newham 016","E02000729",2201,526,1019,222,101,333
2021,"Newham 017","E02000730",2566,456,1072,336,161,541
2021,"Newham 018","E02000731",2769,492,1276,397,178,426
2021,"Newham 019","E02000732",2752,593,1297,385,198,279
2021,"Newham 020","E02000733",3461,879,1662,334,169,417
2021,"Newham 021","E02000734",2496,686,1161,223,148,278
2021,"Newham 022","E02000735",2659,622,1246,305,153,333
2021,"Newham 023","E02000736",2653,430,1375,372,182,294
2021,"Newham 024","E02000737",3066,598,1537,383,194,354
2021,"Newham 025","E02000738",2785,508,1414,323,204,336
2021,"Newham 026","E02000739",2479,611,1169,272,147,280
2021,"Newham 027","E02000740",2495,687,1242,228,113,225
2021,"Newham 028","E02000741",2688,590,1355,322,175,246
2021,"Newham 029","E02000742",2528,481,1338,294,139,276
2021,"Newham 030","E02000743",3578,923,1794,331,208,322
2021,"Newham 031","E02000744",3326,883,1725,258,188,272
2021,"Newham 032","E02000745",2876,646,1514,279,147,290
2021,"Newham 033","E02000746",3393,898,1760,282,212,241
2021,"Newham 034","E02000747",5447,1606,2783,293,360,405
2021,"Newham 035","E02000748",2209,501,1167,240,115,186
2021,"Newham 036","E02000749",3328,866,1766,282,156,258
2021,"Redbridge 001","E02000751",4438,1187,2842,113,151,145
2021,"Redbridge 002","E02000752",3264,904,1828,235,145,152
2021,"Redbridge 003","E02000753",2474,600,1498,172,88,116
2021,"Redbridge 004","E02000754",2590,638,1629,119,108,96
2021,"Redbridge 005","E02000755",2187,650,1296,89,83,69
2021,"Redbridge 006","E02000756",5258,1338,3027,360,230,303
2021,"Redbridge 007","E02000757",5179,1556,3097,165,205,156
2021,"Redbridge 008","E02000758",2320,548,1320,183,93,176
2021,"Redbridge 009","E02000759",4821,1122,2951,262,257,229
2021,"Redbridge 010","E02000760",2629,636,1479,225,136,153
2021,"Redbridge 012","E02000762",2105,434,1187,162,117,205
2021,"Redbridge 013","E02000763",2577,506,1416,283,156,216
2021,"Redbridge 014","E02000764",5367,1848,2951,131,253,184
2021,"Redbridge 015","E02000765",2425,491,1306,275,132,221
2021,"Redbridge 017","E02000767",2768,588,1508,290,154,228
2021,"Redbridge 018","E02000768",2200,537,1432,58,94,79
2021,"Redbridge 020","E02000770",2489,524,1266,301,140,258
2021,"Redbridge 022","E02000772",2539,528,1296,284,158,273
2021,"Redbridge 023","E02000773",3113,487,1693,399,208,326
2021,"Redbridge 024","E02000774",2461,487,1244,283,146,301
2021,"Redbridge 026","E02000776",2081,403,1105,206,155,212
2021,"Redbridge 027","E02000777",2324,631,1455,69,97,72
2021,"Redbridge 029","E02000779",2774,671,1322,301,210,270
2021,"Redbridge 031","E02000781",4428,774,2341,460,267,586
2021,"Redbridge 032","E02000782",3577,727,1703,499,260,388
2021,"Redbridge 033","E02000783",2116,416,966,302,148,284
2021,"Richmond upon Thames 001","E02000784",4174,1239,2453,123,246,113
2021,"Richmond upon Thames 002","E02000785",4162,1247,2535,71,215,94
2021,"Richmond upon Thames 003","E02000786",4944,1588,2898,106,240,112
2021,"Richmond upon Thames 004","E02000787",5173,1574,2982,195,308,114
2021,"Richmond upon Thames 005","E02000788",3624,1000,2280,86,167,91
2021,"Richmond upon Thames 006","E02000789",2845,1035,1523,69,168,50
2021,"Richmond upon Thames 007","E02000790",2704,738,1732,45,147,42
2021,"Richmond upon Thames 008","E02000791",2969,1056,1555,79,226,53
2021,"Richmond upon Thames 009","E02000792",3101,1041,1737,65,201,57
2021,"Richmond upon Thames 010","E02000793",3137,815,2014,96,107,105
2021,"Richmond upon Thames 011","E02000794",2759,670,1803,79,136,71
2021,"Richmond upon Thames 012","E02000795",2586,627,1692,60,149,58
2021,"Richmond upon Thames 013","E02000796",3981,922,2488,212,176,183
2021,"Richmond upon Thames 014","E02000797",3481,1165,2042,66,150,58
2021,"Richmond upon Thames 015","E02000798",4324,1014,2887,144,176,103
2021,"Richmond upon Thames 016","E02000799",2440,685,1599,33,88,35
2021,"Richmond upon Thames 017","E02000800",2157,639,1238,102,124,54
2021,"Richmond upon Thames 018","E02000801",3018,901,1905,53,120,39
2021,"Richmond upon Thames 019","E02000802",2976,915,1869,46,99,47
2021,"Richmond upon Thames 020","E02000803",4097,1308,2431,122,145,91
2021,"Richmond upon Thames 021","E02000804",3168,1068,1874,35,137,54
2021,"Richmond upon Thames 022","E02000805",4634,1462,2817,100,192,63
2021,"Richmond upon Thames 023","E02000806",4254,1168,2822,55,144,65
2021,"Southwark 001","E02000807",3734,1164,1982,94,254,240
2021,"Southwark 002","E02000808",4696,2000,2115,104,267,210
2021,"Southwark 004","E02000810",5395,1903,2707,207,246,332
2021,"Southwark 006","E02000812",4533,1640,2183,181,208,321
2021,"Southwark 007","E02000813",4483,1481,2273,190,208,331
2021,"Southwark 008","E02000814",4588,1456,2318,118,359,337
2021,"Southwark 009","E02000815",3233,1089,1601,134,170,239
2021,"Southwark 010","E02000816",4142,1405,2140,159,189,249
2021,"Southwark 011","E02000817",2925,1100,1439,117,91,178
2021,"Southwark 012","E02000818",4489,1619,2175,199,218,278
2021,"Southwark 013","E02000819",3555,1290,1683,224,156,202
2021,"Southwark 014","E02000820",4228,1721,1937,163,176,231
2021,"Southwark 015","E02000821",3134,804,1717,217,95,301
2021,"Southwark 016","E02000822",2773,890,1423,190,107,163
2021,"Southwark 017","E02000823",3634,1190,1847,195,131,271
2021,"Southwark 018","E02000824",3792,1127,2060,249,135,221
2021,"Southwark 019","E02000825",3891,1179,2088,276,116,232
2021,"Southwark 020","E02000826",4023,1352,2122,182,163,204
2021,"Southwark 021","E02000827",5018,1818,2483,270,218,229
2021,"Southwark 022","E02000828",3594,1184,1865,240,119,186
2021,"Southwark 023","E02000829",4736,1681,2563,158,138,196
2021,"Southwark 024","E02000830",3762,1142,2196,101,136,187
2021,"Southwark 025","E02000831",4052,1226,2432,119,155,120
2021,"Southwark 026","E02000832",4101,1366,2363,126,119,127
2021,"Southwark 027","E02000833",3046,939,1721,131,114,141
2021,"Southwark 028","E02000834",4104,1278,2504,57,162,103
2021,"Southwark 029","E02000835",3027,781,1962,97,106,81
2021,"Southwark 030","E02000836",3337,855,2210,46,140,86
2021,"Southwark 031","E02000837",3150,618,2246,66,144,76
2021,"Southwark 032","E02000838",3924,1110,2428,91,177,118
2021,"Southwark 033","E02000839",3428,979,2070,134,142,103
2021,"Sutton 001","E02000840",3476,873,2191,177,125,110
2021,"Sutton 002","E02000841",3300,746,2077,219,117,141
2021,"Sutton 003","E02000842",2959,594,2003,146,110,106
2021,"Sutton 004","E02000843",3980,1200,2381,145,187,67
2021,"Sutton 005","E02000844",3219,771,2114,133,110,91
2021,"Sutton 006","E02000845",3609,826,2370,164,168,81
2021,"Sutton 007","E02000846",2786,612,1794,166,119,95
2021,"Sutton 008","E02000847",3683,952,2375,147,124,85
2021,"Sutton 009","E02000848",2916,607,1995,152,90,72
2021,"Sutton 010","E02000849",3251,874,2111,117,97,52
2021,"Sutton 011","E02000850",4089,938,2721,186,137,107
2021,"Sutton 012","E02000851",5036,1705,2672,265,243,151
2021,"Sutton 013","E02000852",3250,895,2011,134,114,96
2021,"Sutton 014","E02000853",3202,825,1981,172,137,87
2021,"Sutton 015","E02000854",3085,815,2048,72,106,44
2021,"Sutton 016","E02000855",3213,839,2101,96,103,74
2021,"Sutton 017","E02000856",3799,1131,2315,149,123,81
2021,"Sutton 018","E02000857",4080,1547,2043,211,188,91
2021,"Sutton 019","E02000858",3309,960,1993,182,102,72
2021,"Sutton 020","E02000859",3491,1118,2115,110,84,64
2021,"Sutton 021","E02000860",4118,1718,1921,176,200,103
2021,"Sutton 022","E02000861",2863,501,2097,98,109,58
2021,"Sutton 024","E02000863",2421,465,1725,89,81,61
2021,"Tower Hamlets 001","E02000864",4665,1526,2351,272,272,244
2021,"Tower Hamlets 002","E02000865",2891,986,1237,239,157,272
2021,"Tower Hamlets 003","E02000866",4151,1210,2236,167,190,348
2021,"Tower Hamlets 004","E02000867",4871,1509,2454,254,318,336
2021,"Tower Hamlets 005","E02000868",2785,835,1307,187,208,248
2021,"Tower Hamlets 006","E02000869",2525,952,1110,136,143,184
2021,"Tower Hamlets 007","E02000870",2422,718,1133,186,162,223
2021,"Tower Hamlets 008","E02000871",4228,1247,1834,452,310,385
2021,"Tower Hamlets 009","E02000872",3191,994,1364,261,216,356
2021,"Tower Hamlets 010","E02000873",2921,778,1314,321,212,296
2021,"Tower Hamlets 011","E02000874",2525,685,1086,289,187,278
2021,"Tower Hamlets 012","E02000875",5079,1508,2286,527,382,376
2021,"Tower Hamlets 013","E02000876",2778,967,1109,230,189,283
2021,"Tower Hamlets 014","E02000877",4913,1258,2240,509,354,552
2021,"Tower Hamlets 015","E02000878",4011,1439,1561,300,236,475
2021,"Tower Hamlets 016","E02000879",3047,969,1234,320,209,315
2021,"Tower Hamlets 017","E02000880",2281,675,943,247,129,287
2021,"Tower Hamlets 018","E02000881",3853,1024,1774,399,269,387
2021,"Tower Hamlets 019","E02000882",3810,1033,1686,442,288,361
2021,"Tower Hamlets 020","E02000883",3031,804,1311,366,212,338
2021,"Tower Hamlets 021","E02000884",5112,1801,2120,353,318,520
2021,"Tower Hamlets 022","E02000885",2391,757,889,311,159,275
2021,"Tower Hamlets 023","E02000886",3823,1217,1684,249,295,378
2021,"Tower Hamlets 024","E02000887",3947,1145,1761,395,278,368
2021,"Tower Hamlets 025","E02000888",3353,1073,1426,282,299,273
2021,"Tower Hamlets 026","E02000889",3808,1365,1665,203,301,274
2021,"Tower Hamlets 027","E02000890",2891,1113,1374,63,198,143
2021,"Tower Hamlets 030","E02000893",2988,874,1442,202,223,247
2021,"Tower Hamlets 031","E02000894",4463,1274,2198,266,356,369
2021,"Waltham Forest 001","E02000895",3276,964,1997,95,106,114
2021,"Waltham Forest 002","E02000896",3836,1195,2346,92,120,83
2021,"Waltham Forest 003","E02000897",3367,982,2077,148,87,73
2021,"Waltham Forest 004","E02000898",3203,945,1956,104,107,91
2021,"Waltham Forest 005","E02000899",3225,816,1941,156,154,158
2021,"Waltham Forest 006","E02000900",3119,731,1840,225,135,188
2021,"Waltham Forest 007","E02000901",3851,804,2674,116,151,106
2021,"Waltham Forest 008","E02000902",3518,797,2100,248,192,181
2021,"Waltham Forest 009","E02000903",3468,709,2080,269,180,230
2021,"Waltham Forest 010","E02000904",3108,796,1827,155,146,184
2021,"Waltham Forest 011","E02000905",3630,748,2201,205,204,272
2021,"Waltham Forest 012","E02000906",3627,838,2081,248,215,245
2021,"Waltham Forest 013","E02000907",4067,1285,2051,292,208,231
2021,"Waltham Forest 014","E02000908",5239,1570,2750,280,328,311
2021,"Waltham Forest 015","E02000909",3569,929,2097,171,196,176
2021,"Waltham Forest 016","E02000910",4404,1158,2393,271,288,294
2021,"Waltham Forest 017","E02000911",4849,1243,2597,327,286,396
2021,"Waltham Forest 018","E02000912",3272,718,1822,225,198,309
2021,"Waltham Forest 019","E02000913",3115,715,1713,185,205,297
2021,"Waltham Forest 020","E02000914",3972,1037,1932,366,251,386
2021,"Waltham Forest 021","E02000915",3285,1008,1785,116,178,198
2021,"Waltham Forest 022","E02000916",3984,1077,2097,248,249,313
2021,"Waltham Forest 023","E02000917",3648,887,2084,194,233,250
2021,"Waltham Forest 024","E02000918",3408,917,1825,196,195,275
2021,"Waltham Forest 025","E02000919",3357,800,1807,181,221,348
2021,"Waltham Forest 026","E02000920",3816,1102,1863,254,241,356
2021,"Waltham Forest 027","E02000921",4058,1068,2166,287,200,337
2021,"Waltham Forest 028","E02000922",3635,858,2016,248,174,339
2021,"Wandsworth 001","E02000923",3466,1255,1739,105,179,188
2021,"Wandsworth 003","E02000925",3363,1062,1767,171,154,209
2021,"Wandsworth 004","E02000926",5552,2013,2794,159,353,233
2021,"Wandsworth 005","E02000927",3233,1009,1900,84,128,112
2021,"Wandsworth 006","E02000928",3614,1078,2198,56,160,122
2021,"Wandsworth 007","E02000929",3496,1174,1694,254,177,197
