"date","geography","geography code","Sex: All persons; measures: Value","Sex: Female; measures: Value","Sex: Male; measures: Value"
2021,"Hounslow 012","E02000537",9845,4704,5141
2021,"Hounslow 013","E02000538",10109,4955,5154
2021,"Hounslow 014","E02000539",12224,6412,5812
2021,"Hounslow 015","E02000540",12123,6121,6002
2021,"Hounslow 016","E02000541",10618,5156,5462
2021,"Hounslow 017","E02000542",12303,6022,6281
2021,"Hounslow 018","E02000543",14001,6878,7123
2021,"Hounslow 019","E02000544",8557,4250,4307
2021,"Hounslow 020","E02000545",9237,4891,4346
2021,"Hounslow 021","E02000546",10427,5065,5362
2021,"Hounslow 022","E02000547",10999,5531,5468
2021,"Hounslow 023","E02000548",10576,5475,5101
2021,"Hounslow 024","E02000549",12536,6227,6309
2021,"Hounslow 025","E02000550",10712,5443,5269
2021,"Hounslow 026","E02000551",9752,4903,4849
2021,"Hounslow 027","E02000552",9256,4495,4761
2021,"Hounslow 028","E02000553",7115,3579,3536
2021,"Hounslow 029","E02006792",8998,4524,4474
2021,"Hounslow 030","E02006972",5413,2820,2593
2021,"Hounslow 031","E02006973",8494,4375,4119
2021,"Islington 001","E02000554",9356,4978,4378
2021,"Islington 002","E02000555",9571,5116,4455
2021,"Islington 003","E02000556",11396,6112,5284
2021,"Islington 004","E02000557",8783,4707,4076
2021,"Islington 005","E02000558",9433,4971,4462
2021,"Islington 006","E02000559",9581,4979,4602
2021,"Islington 007","E02000560",7355,3741,3614
2021,"Islington 008","E02000561",7387,3806,3581
2021,"Islington 009","E02000562",7865,4085,3780
2021,"Islington 010","E02000563",8682,4523,4159
2021,"Islington 011","E02000564",12420,6431,5989
2021,"Islington 012","E02000565",8542,4484,4058
2021,"Islington 013","E02000566",8556,4527,4029
2021,"Islington 014","E02000567",10438,5582,4856
2021,"Islington 015","E02000568",11340,5731,5609
2021,"Islington 016","E02000569",9939,5324,4615
2021,"Islington 017","E02000570",8286,4208,4078
2021,"Islington 018","E02000571",8922,4568,4354
2021,"Islington 019","E02000572",8602,4742,3860
2021,"Islington 020","E02000573",10314,5319,4995
2021,"Islington 021","E02000574",7833,4108,3725
2021,"Islington 022","E02000575",11313,5727,5586
2021,"Islington 023","E02000576",10675,5519,5156
2021,"Kensington and Chelsea 001","E02000577",7713,3972,3741
2021,"Kensington and Chelsea 002","E02000578",6004,3196,2808
2021,"Kensington and Chelsea 003","E02000579",8993,4793,4200
2021,"Kensington and Chelsea 004","E02000580",7895,4153,3742
2021,"Kensington and Chelsea 005","E02000581",7392,3800,3592
2021,"Kensington and Chelsea 006","E02000582",6543,3622,2921
2021,"Kensington and Chelsea 007","E02000583",6428,3434,2994
2021,"Kensington and Chelsea 008","E02000584",7175,3768,3407
2021,"Kensington and Chelsea 009","E02000585",8088,4455,3633
2021,"Kensington and Chelsea 010","E02000586",6474,3451,3023
2021,"Kensington and Chelsea 011","E02000587",6496,3482,3014
2021,"Kensington and Chelsea 012","E02000588",5983,3151,2832
2021,"Kensington and Chelsea 013","E02000589",7250,3654,3596
2021,"Kensington and Chelsea 014","E02000590",5974,3317,2657
2021,"Kensington and Chelsea 015","E02000591",6212,3286,2926
2021,"Kensington and Chelsea 016","E02000592",5764,2994,2770
2021,"Kensington and Chelsea 017","E02000593",7393,3773,3620
2021,"Kensington and Chelsea 018","E02000594",6482,3642,2840
2021,"Kensington and Chelsea 019","E02000595",6164,3454,2710
2021,"Kensington and Chelsea 020","E02000596",6618,3454,3164
2021,"Kensington and Chelsea 021","E02000597",6336,3463,2873
2021,"Kingston upon Thames 001","E02000598",8093,4178,3915
2021,"Kingston upon Thames 002","E02000599",7008,3682,3326
2021,"Kingston upon Thames 003","E02000600",8360,4411,3949
2021,"Kingston upon Thames 004","E02000601",11904,6099,5805
2021,"Kingston upon Thames 005","E02000602",10313,5482,4831
2021,"Kingston upon Thames 006","E02000603",8636,4509,4127
2021,"Kingston upon Thames 007","E02000604",9241,4831,4410
2021,"Kingston upon Thames 008","E02000605",8489,4396,4093
2021,"Kingston upon Thames 009","E02000606",10561,5495,5066
2021,"Kingston upon Thames 010","E02000607",6793,3549,3244
2021,"Kingston upon Thames 011","E02000608",7199,3644,3555
2021,"Kingston upon Thames 012","E02000609",7628,3857,3771
2021,"Kingston upon Thames 013","E02000610",7953,4118,3835
2021,"Kingston upon Thames 014","E02000611",7440,3802,3638
2021,"Kingston upon Thames 015","E02000612",8252,4252,4000
2021,"Kingston upon Thames 016","E02000613",8093,4215,3878
2021,"Kingston upon Thames 017","E02000614",9294,4745,4549
2021,"Kingston upon Thames 018","E02000615",7880,4076,3804
2021,"Kingston upon Thames 019","E02000616",6061,3093,2968
2021,"Kingston upon Thames 020","E02000617",8863,4611,4252
2021,"Lambeth 002","E02000619",9099,4660,4439
2021,"Lambeth 003","E02000620",9845,4844,5001
2021,"Lambeth 004","E02000621",12520,6131,6389
2021,"Lambeth 005","E02000622",8404,4120,4284
2021,"Lambeth 006","E02000623",7859,4017,3842
2021,"Lambeth 007","E02000624",9631,4792,4839
2021,"Lambeth 008","E02000625",9302,4717,4585
2021,"Lambeth 009","E02000626",8362,4399,3963
2021,"Lambeth 010","E02000627",9556,5040,4516
2021,"Lambeth 011","E02000628",10785,5520,5265
2021,"Lambeth 012","E02000629",9117,4597,4520
2021,"Lambeth 013","E02000630",7538,3884,3654
2021,"Lambeth 014","E02000631",9525,4939,4586
2021,"Lambeth 015","E02000632",9586,4898,4688
2021,"Lambeth 016","E02000633",9160,4783,4377
2021,"Lambeth 017","E02000634",6773,3605,3168
2021,"Lambeth 018","E02000635",9812,5069,4743
2021,"Lambeth 019","E02000636",7717,3988,3729
2021,"Lambeth 020","E02000637",8403,4390,4013
2021,"Lambeth 021","E02000638",10255,5122,5133
2021,"Lambeth 022","E02000639",8321,4226,4095
2021,"Lambeth 023","E02000640",9293,4957,4336
2021,"Lambeth 024","E02000641",8630,4706,3924
2021,"Lambeth 025","E02000642",9809,5138,4671
2021,"Lambeth 026","E02000643",9378,4780,4598
2021,"Lambeth 027","E02000644",8521,4466,4055
2021,"Lambeth 028","E02000645",9533,5015,4518
2021,"Lambeth 029","E02000646",9497,4971,4526
2021,"Lambeth 030","E02000647",8593,4478,4115
2021,"Lambeth 031","E02000648",7825,4277,3548
2021,"Lambeth 032","E02000649",12477,6351,6126
2021,"Lambeth 033","E02000650",7666,4051,3615
2021,"Lambeth 034","E02000651",8735,4518,4217
2021,"Lambeth 035","E02000652",7559,3875,3684
2021,"Lambeth 036","E02006801",8567,4386,4181
2021,"Lewisham 001","E02000653",12608,6435,6173
2021,"Lewisham 002","E02000654",8787,4653,4134
2021,"Lewisham 003","E02000655",10282,5372,4910
2021,"Lewisham 005","E02000657",9906,5298,4608
2021,"Lewisham 006","E02000658",8619,4519,4100
2021,"Lewisham 007","E02000659",8063,4216,3847
2021,"Lewisham 008","E02000660",8206,4318,3888
2021,"Lewisham 009","E02000661",6493,3443,3050
2021,"Lewisham 010","E02000662",8295,4389,3906
2021,"Lewisham 011","E02000663",6796,3633,3163
2021,"Lewisham 013","E02000665",8155,4245,3910
2021,"Lewisham 014","E02000666",7189,3859,3330
2021,"Lewisham 015","E02000667",6687,3521,3166
2021,"Lewisham 016","E02000668",6860,3579,3281
2021,"Lewisham 017","E02000669",7972,4116,3856
2021,"Lewisham 018","E02000670",6706,3524,3182
2021,"Lewisham 019","E02000671",8740,4597,4143
2021,"Lewisham 020","E02000672",10272,5278,4994
2021,"Lewisham 021","E02000673",8139,4223,3916
2021,"Lewisham 022","E02000674",8454,4385,4069
2021,"Lewisham 023","E02000675",8527,4415,4112
2021,"Lewisham 024","E02000676",7816,4220,3596
2021,"Lewisham 025","E02000677",7210,3782,3428
2021,"Lewisham 026","E02000678",6961,3705,3256
2021,"Lewisham 027","E02000679",8133,4282,3851
2021,"Lewisham 028","E02000680",7035,3715,3320
2021,"Lewisham 029","E02000681",8473,4464,4009
2021,"Lewisham 030","E02000682",8932,4727,4205
2021,"Lewisham 031","E02000683",6768,3548,3220
2021,"Lewisham 033","E02000685",8131,4381,3750
2021,"Lewisham 034","E02000686",7537,3982,3555
2021,"Lewisham 035","E02000687",8269,4438,3831
2021,"Lewisham 037","E02006783",7772,4206,3566
2021,"Lewisham 038","E02006784",7968,4151,3817
2021,"Lewisham 039","E02006798",8888,4509,4379
2021,"Lewisham 040","E02007008",5767,3028,2739
2021,"Lewisham 041","E02007009",9142,4666,4476
2021,"Merton 001","E02000689",9054,4735,4319
2021,"Merton 002","E02000690",5523,2914,2609
2021,"Merton 003","E02000691",7355,3789,3566
2021,"Merton 004","E02000692",7655,4036,3619
2021,"Merton 005","E02000693",9853,5064,4789
2021,"Merton 006","E02000694",9103,4708,4395
2021,"Merton 007","E02000695",8641,4296,4345
2021,"Merton 008","E02000696",8630,4356,4274
2021,"Merton 009","E02000697",8728,4380,4348
2021,"Merton 010","E02000698",8235,4334,3901
2021,"Merton 011","E02000699",8214,4177,4037
2021,"Merton 012","E02000700",8661,4500,4161
2021,"Merton 013","E02000701",9011,4597,4414
2021,"Merton 014","E02000702",9323,4858,4465
2021,"Merton 015","E02000703",7964,4041,3923
2021,"Merton 016","E02000704",8601,4469,4132
2021,"Merton 017","E02000705",9327,4707,4620
2021,"Merton 018","E02000706",10035,5245,4790
2021,"Merton 019","E02000707",8306,4286,4020
2021,"Merton 020","E02000708",8887,4533,4354
2021,"Merton 021","E02000709",7977,4063,3914
2021,"Merton 022","E02000710",9186,4732,4454
2021,"Merton 023","E02000711",9446,4812,4634
2021,"Merton 024","E02000712",9666,4891,4775
2021,"Merton 025","E02000713",7802,4007,3795
2021,"Newham 001","E02000714",7711,3935,3776
2021,"Newham 002","E02000715",7297,3726,3571
2021,"Newham 003","E02000716",7350,3603,3747
2021,"Newham 004","E02000717",8357,4159,4198
2021,"Newham 005","E02000718",7406,3825,3581
2021,"Newham 006","E02000719",8076,4081,3995
2021,"Newham 007","E02000720",7489,3696,3793
2021,"Newham 008","E02000721",9544,4682,4862
2021,"Newham 009","E02000722",8141,4107,4034
2021,"Newham 010","E02000723",11195,5317,5878
2021,"Newham 011","E02000724",10027,4949,5078
2021,"Newham 012","E02000725",9987,4966,5021
2021,"Newham 014","E02000727",8518,4192,4326
2021,"Newham 015","E02000728",8527,4167,4360
2021,"Newham 016","E02000729",7327,3603,3724
2021,"Newham 017","E02000730",9930,4582,5348
2021,"Newham 018","E02000731",9962,4945,5017
2021,"Newham 019","E02000732",8900,4461,4439
2021,"Newham 020","E02000733",10096,5118,4978
2021,"Newham 021","E02000734",7302,3640,3662
2021,"Newham 022","E02000735",8609,4323,4286
2021,"Newham 023","E02000736",9204,4584,4620
2021,"Newham 024","E02000737",10379,5374,5005
2021,"Newham 025","E02000738",9578,4687,4891
2021,"Newham 026","E02000739",7724,3973,3751
2021,"Newham 027","E02000740",6767,3516,3251
2021,"Newham 028","E02000741",8245,4223,4022
2021,"Newham 029","E02000742",8705,4385,4320
2021,"Newham 030","E02000743",10281,5169,5112
2021,"Newham 031","E02000744",9172,4750,4422
2021,"Newham 032","E02000745",8598,4382,4216
2021,"Newham 033","E02000746",9427,4908,4519
2021,"Newham 034","E02000747",13098,6490,6608
2021,"Newham 035","E02000748",6273,3222,3051
2021,"Newham 036","E02000749",9552,4948,4604
2021,"Newham 038","E02006995",8638,4217,4421
2021,"Newham 039","E02006996",8427,4181,4246
2021,"Newham 040","E02006997",6888,3315,3573
2021,"Newham 041","E02006998",7086,3704,3382
2021,"Newham 042","E02006999",11244,5618,5626
2021,"Redbridge 001","E02000751",11159,5676,5483
2021,"Redbridge 002","E02000752",8782,4565,4217
2021,"Redbridge 003","E02000753",6920,3597,3323
2021,"Redbridge 004","E02000754",6768,3437,3331
2021,"Redbridge 005","E02000755",5483,2849,2634
2021,"Redbridge 006","E02000756",14594,7533,7061
2021,"Redbridge 007","E02000757",12393,6341,6052
2021,"Redbridge 008","E02000758",6885,3536,3349
2021,"Redbridge 009","E02000759",13088,6748,6340
2021,"Redbridge 010","E02000760",7534,3914,3620
2021,"Redbridge 012","E02000762",6621,3333,3288
2021,"Redbridge 013","E02000763",8015,4047,3968
2021,"Redbridge 014","E02000764",12307,6509,5798
2021,"Redbridge 015","E02000765",7528,3743,3785
2021,"Redbridge 017","E02000767",8625,4366,4259
2021,"Redbridge 018","E02000768",5788,2965,2823
2021,"Redbridge 020","E02000770",8125,4066,4059
2021,"Redbridge 022","E02000772",8383,4241,4142
2021,"Redbridge 023","E02000773",10732,5449,5283
2021,"Redbridge 024","E02000774",8109,3912,4197
2021,"Redbridge 026","E02000776",7039,3420,3619
2021,"Redbridge 027","E02000777",6003,3076,2927
2021,"Redbridge 029","E02000779",8418,4240,4178
2021,"Redbridge 031","E02000781",16292,8113,8179
2021,"Redbridge 032","E02000782",11487,5802,5685
2021,"Redbridge 033","E02000783",7395,3631,3764
2021,"Redbridge 034","E02006800",14681,7258,7423
2021,"Redbridge 035","E02006924",13601,6848,6753
2021,"Redbridge 036","E02006925",14420,7186,7234
2021,"Redbridge 037","E02007017",8815,4508,4307
2021,"Redbridge 038","E02007018",7271,3674,3597
2021,"Redbridge 039","E02007019",7162,3539,3623
2021,"Redbridge 040","E02007020",9840,4807,5033
2021,"Richmond upon Thames 001","E02000784",10130,5299,4831
2021,"Richmond upon Thames 002","E02000785",9714,5066,4648
2021,"Richmond upon Thames 003","E02000786",11372,6031,5341
2021,"Richmond upon Thames 004","E02000787",12086,6294,5792
2021,"Richmond upon Thames 005","E02000788",9094,4715,4379
2021,"Richmond upon Thames 006","E02000789",6301,3318,2983
2021,"Richmond upon Thames 007","E02000790",6586,3409,3177
2021,"Richmond upon Thames 008","E02000791",6472,3343,3129
2021,"Richmond upon Thames 009","E02000792",7148,3702,3446
2021,"Richmond upon Thames 010","E02000793",8107,4031,4076
2021,"Richmond upon Thames 011","E02000794",7015,3558,3457
2021,"Richmond upon Thames 012","E02000795",6927,3575,3352
2021,"Richmond upon Thames 013","E02000796",11087,5662,5425
2021,"Richmond upon Thames 014","E02000797",7868,4030,3838
2021,"Richmond upon Thames 015","E02000798",11306,5987,5319
2021,"Richmond upon Thames 016","E02000799",6605,3439,3166
2021,"Richmond upon Thames 017","E02000800",5411,2822,2589
2021,"Richmond upon Thames 018","E02000801",7110,3760,3350
2021,"Richmond upon Thames 019","E02000802",7022,3644,3378
2021,"Richmond upon Thames 020","E02000803",9716,5066,4650
2021,"Richmond upon Thames 021","E02000804",7149,3791,3358
2021,"Richmond upon Thames 022","E02000805",10755,5489,5266
2021,"Richmond upon Thames 023","E02000806",10299,5288,5011
2021,"Southwark 001","E02000807",8227,4042,4185
2021,"Southwark 002","E02000808",10169,5070,5099
2021,"Southwark 004","E02000810",11896,6035,5861
2021,"Southwark 006","E02000812",10788,5638,5150
2021,"Southwark 007","E02000813",10223,5235,4988
2021,"Southwark 008","E02000814",10291,5065,5226
2021,"Southwark 009","E02000815",7613,3937,3676
2021,"Southwark 010","E02000816",9609,4956,4653
2021,"Southwark 011","E02000817",6821,3507,3314
2021,"Southwark 012","E02000818",9791,4899,4892
2021,"Southwark 013","E02000819",8499,4358,4141
2021,"Southwark 014","E02000820",9245,4680,4565
2021,"Southwark 015","E02000821",9358,4885,4473
2021,"Southwark 016","E02000822",6719,3520,3199
2021,"Southwark 017","E02000823",8685,4543,4142
2021,"Southwark 018","E02000824",9903,5228,4675
2021,"Southwark 019","E02000825",10225,5444,4781
2021,"Southwark 020","E02000826",9880,5125,4755
2021,"Southwark 021","E02000827",11312,5843,5469
2021,"Southwark 022","E02000828",8813,4627,4186
2021,"Southwark 023","E02000829",10925,5820,5105
2021,"Southwark 024","E02000830",8884,4480,4404
2021,"Southwark 025","E02000831",9353,4922,4431
2021,"Southwark 026","E02000832",9688,5100,4588
2021,"Southwark 027","E02000833",7487,3982,3505
2021,"Southwark 028","E02000834",9388,5028,4360
2021,"Southwark 029","E02000835",7682,4102,3580
2021,"Southwark 030","E02000836",8296,4263,4033
2021,"Southwark 031","E02000837",8559,4425,4134
2021,"Southwark 032","E02000838",9497,4983,4514
2021,"Southwark 033","E02000839",8480,4337,4143
2021,"Southwark 034","E02006802",9276,4654,4622
2021,"Southwark 035","E02006941",5312,2472,2840
2021,"Southwark 036","E02006942",6746,3431,3315
2021,"Sutton 001","E02000840",9321,4867,4454
2021,"Sutton 002","E02000841",9188,4846,4342
2021,"Sutton 003","E02000842",8279,4260,4019
2021,"Sutton 004","E02000843",9470,4896,4574
2021,"Sutton 005","E02000844",8657,4465,4192
2021,"Sutton 006","E02000845",9420,4872,4548
2021,"Sutton 007","E02000846",7615,3940,3675
2021,"Sutton 008","E02000847",9421,4808,4613
2021,"Sutton 009","E02000848",8139,4131,4008
2021,"Sutton 010","E02000849",8177,4211,3966
2021,"Sutton 011","E02000850",10836,5541,5295
2021,"Sutton 012","E02000851",11581,5991,5590
2021,"Sutton 013","E02000852",8146,4228,3918
2021,"Sutton 014","E02000853",8172,4221,3951
2021,"Sutton 015","E02000854",7610,3937,3673
2021,"Sutton 016","E02000855",8204,4265,3939
2021,"Sutton 017","E02000856",9330,4699,4631
2021,"Sutton 018","E02000857",8995,4716,4279
2021,"Sutton 019","E02000858",8568,4463,4105
2021,"Sutton 020","E02000859",8487,4506,3981
2021,"Sutton 021","E02000860",8785,4476,4309
2021,"Sutton 022","E02000861",7776,3923,3853
2021,"Sutton 024","E02000863",6737,3415,3322
2021,"Sutton 025","E02006836",8721,4480,4241
2021,"Tower Hamlets 001","E02000864",11263,5791,5472
2021,"Tower Hamlets 002","E02000865",7961,4162,3799
2021,"Tower Hamlets 003","E02000866",10645,5347,5298
2021,"Tower Hamlets 004","E02000867",11328,5781,5547
2021,"Tower Hamlets 005","E02000868",7196,3658,3538
2021,"Tower Hamlets 006","E02000869",5931,3023,2908
2021,"Tower Hamlets 007","E02000870",6371,3230,3141
2021,"Tower Hamlets 008","E02000871",11514,5836,5678
2021,"Tower Hamlets 009","E02000872",8145,4033,4112
2021,"Tower Hamlets 010","E02000873",9850,5099,4751
2021,"Tower Hamlets 011","E02000874",7496,3774,3722
2021,"Tower Hamlets 012","E02000875",13571,6809,6762
2021,"Tower Hamlets 013","E02000876",7273,3443,3830
2021,"Tower Hamlets 014","E02000877",13809,6771,7038
2021,"Tower Hamlets 015","E02000878",10433,5068,5365
2021,"Tower Hamlets 016","E02000879",8343,4141,4202
2021,"Tower Hamlets 017","E02000880",6514,3234,3280
2021,"Tower Hamlets 018","E02000881",10831,5418,5413
2021,"Tower Hamlets 019","E02000882",11500,5917,5583
2021,"Tower Hamlets 020","E02000883",9287,4605,4682
2021,"Tower Hamlets 021","E02000884",12769,6168,6601
2021,"Tower Hamlets 022","E02000885",7054,3521,3533
2021,"Tower Hamlets 023","E02000886",9591,4443,5148
2021,"Tower Hamlets 024","E02000887",10801,5383,5418
2021,"Tower Hamlets 025","E02000888",8620,4182,4438
2021,"Tower Hamlets 026","E02000889",8965,4306,4659
2021,"Tower Hamlets 027","E02000890",5815,2818,2997
2021,"Tower Hamlets 030","E02000893",7412,3791,3621
2021,"Tower Hamlets 031","E02000894",11007,5536,5471
2021,"Tower Hamlets 032","E02006853",11015,5678,5337
2021,"Tower Hamlets 033","E02006854",7074,3337,3737
2021,"Tower Hamlets 034","E02007112",5893,2775,3118
2021,"Tower Hamlets 035","E02007113",7461,3605,3856
2021,"Tower Hamlets 036","E02007114",7565,3753,3812
2021,"Waltham Forest 001","E02000895",8369,4270,4099
2021,"Waltham Forest 002","E02000896",9328,4830,4498
2021,"Waltham Forest 003","E02000897",8567,4550,4017
2021,"Waltham Forest 004","E02000898",8011,4075,3936
2021,"Waltham Forest 005","E02000899",8811,4522,4289
2021,"Waltham Forest 006","E02000900",8973,4562,4411
2021,"Waltham Forest 007","E02000901",10492,5340,5152
2021,"Waltham Forest 008","E02000902",9960,5150,4810
2021,"Waltham Forest 009","E02000903",10275,5352,4923
2021,"Waltham Forest 010","E02000904",8424,4265,4159
2021,"Waltham Forest 011","E02000905",10473,5389,5084
2021,"Waltham Forest 012","E02000906",9653,5030,4623
2021,"Waltham Forest 013","E02000907",10580,5458,5122
2021,"Waltham Forest 014","E02000908",12902,6703,6199
2021,"Waltham Forest 015","E02000909",9247,4797,4450
2021,"Waltham Forest 016","E02000910",11429,5783,5646
2021,"Waltham Forest 017","E02000911",12963,6618,6345
2021,"Waltham Forest 018","E02000912",9743,4919,4824
2021,"Waltham Forest 019","E02000913",9642,4776,4866
2021,"Waltham Forest 020","E02000914",11798,5891,5907
2021,"Waltham Forest 021","E02000915",8111,4143,3968
2021,"Waltham Forest 022","E02000916",10563,5321,5242
2021,"Waltham Forest 023","E02000917",9589,4914,4675
2021,"Waltham Forest 024","E02000918",9323,4548,4775
2021,"Waltham Forest 025","E02000919",9239,4636,4603
2021,"Waltham Forest 026","E02000920",10299,5224,5075
2021,"Waltham Forest 027","E02000921",11199,5616,5583
2021,"Waltham Forest 028","E02000922",10461,5268,5193
2021,"Wandsworth 001","E02000923",7526,3953,3573
2021,"Wandsworth 003","E02000925",7900,4203,3697
2021,"Wandsworth 004","E02000926",11640,6075,5565
2021,"Wandsworth 005","E02000927",7100,3728,3372
2021,"Wandsworth 006","E02000928",8356,4407,3949
2021,"Wandsworth 007","E02000929",8104,4330,3774
2021,"Wandsworth 008","E02000930",10081,5337,4744
2021,"Wandsworth 009","E02000931",8818,4491,4327
2021,"Wandsworth 010","E02000932",12843,6671,6172
2021,"Wandsworth 011","E02000933",8867,4716,4151
2021,"Wandsworth 012","E02000934",8916,4679,4237
2021,"Wandsworth 013","E02000935",7372,4038,3334
2021,"Wandsworth 014","E02000936",9366,5029,4337
2021,"Wandsworth 015","E02000937",8161,4297,3864
2021,"Wandsworth 016","E02000938",10766,5724,5042
2021,"Wandsworth 017","E02000939",7819,4003,3816
2021,"Wandsworth 018","E02000940",9324,4820,4504
2021,"Wandsworth 019","E02000941",10175,5360,4815
2021,"Wandsworth 020","E02000942",9686,5030,4656
2021,"Wandsworth 021","E02000943",8721,4617,4104
2021,"Wandsworth 022","E02000944",7638,4022,3616
2021,"Wandsworth 023","E02000945",7842,4115,3727
2021,"Wandsworth 024","E02000946",8435,4066,4369
2021,"Wandsworth 025","E02000947",9341,4959,4382
2021,"Wandsworth 026","E02000948",10027,5258,4769
2021,"Wandsworth 027","E02000949",10003,5298,4705
2021,"Wandsworth 028","E02000950",7585,3996,3589
2021,"Wandsworth 029","E02000951",6429,3434,2995
2021,"Wandsworth 030","E02000952",6146,3267,2879
2021,"Wandsworth 031","E02000953",7505,4113,3392
2021,"Wandsworth 032","E02000954",6099,3274,2825
2021,"Wandsworth 033","E02000955",6889,3648,3241
2021,"Wandsworth 034","E02000956",7420,4044,3376
2021,"Wandsworth 035","E02000957",10861,5671,5190
2021,"Wandsworth 036","E02000958",8276,4317,3959
2021,"Wandsworth 037","E02000959",7866,4110,3756
2021,"Wandsworth 038","E02007083",7711,3903,3808
2021,"Wandsworth 039","E02007084",9890,5247,4643
2021,"Westminster 001","E02000960",6155,3293,2862
2021,"Westminster 002","E02000961",9814,5118,4696
2021,"Westminster 003","E02000962",7703,4117,3586
2021,"Westminster 004","E02000963",10522,5548,4974
2021,"Westminster 005","E02000964",12142,6493,5649
2021,"Westminster 006","E02000965",7876,4085,3791
2021,"Westminster 007","E02000966",9252,4758,4494
2021,"Westminster 008","E02000967",6056,3149,2907
2021,"Westminster 009","E02000968",14480,7610,6870
2021,"Westminster 010","E02000969",9607,5108,4499
2021,"Westminster 011","E02000970",6837,3464,3373
2021,"Westminster 012","E02000971",7473,3615,3858
2021,"Westminster 013","E02000972",7879,3828,4051
2021,"Westminster 014","E02000973",9955,5094,4861
2021,"Westminster 015","E02000974",8705,4403,4302
2021,"Westminster 016","E02000975",7418,3709,3709
2021,"Westminster 017","E02000976",8432,4352,4080
2021,"Westminster 018","E02000977",6388,2976,3412
2021,"Westminster 019","E02000978",7128,3769,3359
2021,"Westminster 020","E02000979",8090,4136,3954
2021,"Westminster 021","E02000980",8724,4478,4246
2021,"Westminster 022","E02000981",8271,4042,4229
2021,"Westminster 023","E02000982",7638,4153,3485
2021,"Westminster 024","E02000983",7695,4032,3663
