"date","geography","geography code","Communal establishment management and type: Total: All usual residents in communal establishments","Communal establishment management and type: Medical and care establishment","Communal establishment management and type: Medical and care establishment:NHS","Communal establishment management and type: Medical and care establishment: NHS: General hospital","Communal establishment management and type: Medical and care establishment: NHS: Mental health hospital or unit (including secure units)","Communal establishment management and type: Medical and care establishment: NHS: Other hospital","Communal establishment management and type: Medical and care establishment:Local Authority","Communal establishment management and type: Medical and care establishment: Local Authority: Children's home (including secure units)","Communal establishment management and type: Medical and care establishment: Local Authority: Care home with nursing","Communal establishment management and type: Medical and care establishment: Local Authority: Care home without nursing","Communal establishment management and type: Medical and care establishment: Local Authority: Other home","Communal establishment management and type: Medical and care establishment:Registered Social Landlord or Housing Association","Communal establishment management and type: Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel","Communal establishment management and type: Medical and care establishment:Other","Communal establishment management and type: Medical and care establishment: Other: Care home with nursing","Communal establishment management and type: Medical and care establishment: Other: Care home without nursing","Communal establishment management and type: Medical and care establishment: Other: Children's home (including secure units)","Communal establishment management and type: Medical and care establishment: Other: Mental health hospital or unit (including secure units)","Communal establishment management and type: Medical and care establishment: Other: Other hospital","Communal establishment management and type: Medical and care establishment: Other: Other establishment","Communal establishment management and type: Other establishment","Communal establishment management and type: Other establishment: Defence","Communal establishment management and type: Other establishment: Prison service","Communal establishment management and type: Other establishment: Approved premises (probation or bail hostel)","Communal establishment management and type: Other establishment: Detention centres and other detention","Communal establishment management and type: Other establishment: Education","Communal establishment management and type: Other establishment: Hotel, guest house, B&B or youth hostel","Communal establishment management and type: Other establishment: Hostel or temporary shelter for the homeless","Communal establishment management and type: Other establishment: Holiday accommodation","Communal establishment management and type: Other establishment: Other travel or temporary accommodation","Communal establishment management and type: Other establishment: Religious","Communal establishment management and type: Other establishment: Staff or worker accommodation or Other","Communal establishment management and type: Establishment not stated"
2021,"Bromley 027","E02000153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bromley 028","E02000154",3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bromley 029","E02000155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bromley 030","E02000156",56,56,0,0,0,0,0,0,0,0,0,0,0,56,38,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bromley 031","E02000157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bromley 032","E02000158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bromley 033","E02000159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bromley 034","E02000160",77,62,0,0,0,0,0,0,0,0,0,0,0,62,58,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0
2021,"Bromley 035","E02000161",50,47,0,0,0,0,0,0,0,0,0,0,0,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2021,"Bromley 036","E02000162",73,73,21,0,21,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bromley 037","E02000163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bromley 039","E02000165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Camden 001","E02000166",36,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2021,"Camden 002","E02000167",10,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Camden 003","E02000168",78,74,0,0,0,0,42,0,42,0,0,32,32,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2
2021,"Camden 004","E02000169",12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0
2021,"Camden 005","E02000170",32,27,0,0,0,0,0,0,0,0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2021,"Camden 006","E02000171",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,18,12,0
2021,"Camden 007","E02000172",422,51,0,0,0,0,51,0,51,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,371,0,0,0,0,0,0,0
2021,"Camden 008","E02000173",53,5,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,48,0,0,0,0,45,3,0,0,0,0,0,0
2021,"Camden 009","E02000174",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,0
2021,"Camden 010","E02000175",165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,165,0,0,0,0,0,0,0
2021,"Camden 011","E02000176",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,55,0,0,0,0,4
2021,"Camden 012","E02000177",89,52,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,7
2021,"Camden 013","E02000178",61,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,52,0,0,0,0,52,0,0,0,0,0,0,2
2021,"Camden 014","E02000179",31,23,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,6
2021,"Camden 015","E02000180",45,39,19,0,19,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5
2021,"Camden 016","E02000181",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,9,0,0
2021,"Camden 017","E02000182",27,27,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Camden 018","E02000183",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19,5
2021,"Camden 019","E02000184",692,34,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,0,0,0,0,645,0,0,0,0,0,0,13
2021,"Camden 020","E02000185",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Camden 021","E02000186",168,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,161,60,0,20,0,68,2,11,0,0,0,0,6
2021,"Camden 022","E02000187",545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,533,0,0,0,0,7,0,5
2021,"Camden 023","E02000188",346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0,344,0,2,0,0,0,0,0
2021,"Camden 026","E02000191",1546,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1488,0,0,0,0,1305,0,17,0,0,0,166,57
2021,"Camden 027","E02000192",96,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,18,48,23,0,0,0,2,3
2021,"Camden 028","E02000193",449,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,0,0,383,22,0,0,0,0,38,5
2021,"Croydon 001","E02000194",156,82,0,0,0,0,0,0,0,0,0,0,0,82,73,0,0,9,0,0,71,0,0,0,0,0,16,55,0,0,0,0,3
2021,"Croydon 002","E02000195",37,37,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Croydon 003","E02000196",86,67,0,0,0,0,0,0,0,0,0,0,0,67,0,67,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,9,4
2021,"Croydon 004","E02000197",21,19,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Croydon 005","E02000198",42,41,0,0,0,0,0,0,0,0,0,0,0,41,0,29,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Croydon 006","E02000199",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0
2021,"Croydon 007","E02000200",128,127,0,0,0,0,0,0,0,0,0,0,0,127,85,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Croydon 008","E02000201",13,12,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Croydon 009","E02000202",86,82,0,0,0,0,8,0,0,8,0,0,0,74,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2021,"Croydon 010","E02000203",113,83,0,0,0,0,0,0,0,0,0,0,0,83,52,31,0,0,0,0,17,0,0,0,0,0,1,14,0,0,0,2,13
2021,"Croydon 011","E02000204",55,10,0,0,0,0,4,0,0,4,0,0,0,6,0,6,0,0,0,0,42,0,0,0,0,0,0,42,0,0,0,0,3
2021,"Croydon 013","E02000206",142,134,0,0,0,0,45,0,45,0,0,0,0,89,87,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2021,"Croydon 014","E02000207",12,12,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Croydon 015","E02000208",119,107,31,31,0,0,0,0,0,0,0,0,0,76,0,46,0,30,0,0,12,0,0,0,0,0,2,0,0,0,0,10,0
2021,"Croydon 016","E02000209",6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Croydon 017","E02000210",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,5
2021,"Croydon 018","E02000211",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2021,"Croydon 019","E02000212",69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,67,0,0,0,0,2
2021,"Croydon 020","E02000213",102,34,0,0,0,0,0,0,0,0,0,0,0,34,0,29,5,0,0,0,59,0,0,0,0,0,0,59,0,0,0,0,9
2021,"Croydon 021","E02000214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Croydon 022","E02000215",114,93,0,0,0,0,6,0,0,6,0,0,0,87,87,0,0,0,0,0,21,0,0,0,0,0,19,1,0,0,0,1,0
2021,"Croydon 023","E02000216",84,69,0,0,0,0,0,0,0,0,0,0,0,69,50,19,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0
2021,"Croydon 024","E02000217",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0
2021,"Croydon 025","E02000218",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Croydon 026","E02000219",86,85,0,0,0,0,2,0,0,2,0,0,0,83,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Croydon 028","E02000221",203,161,0,0,0,0,0,0,0,0,0,0,0,161,139,22,0,0,0,0,41,0,0,0,0,37,4,0,0,0,0,0,1
2021,"Croydon 029","E02000222",74,69,0,0,0,0,10,0,0,10,0,0,0,59,21,38,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4
2021,"Croydon 030","E02000223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Croydon 031","E02000224",64,36,8,0,0,8,0,0,0,0,0,0,0,28,8,16,0,4,0,0,26,0,0,0,0,0,0,26,0,0,0,0,2
2021,"Croydon 032","E02000225",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Croydon 033","E02000226",175,25,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,150,0,0,0,0,0,0,0
2021,"Croydon 034","E02000227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Croydon 035","E02000228",92,92,0,0,0,0,0,0,0,0,0,0,0,92,52,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Croydon 036","E02000229",72,72,0,0,0,0,56,0,56,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Croydon 037","E02000230",270,270,0,0,0,0,0,0,0,0,0,0,0,270,104,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Croydon 038","E02000231",221,215,0,0,0,0,0,0,0,0,0,0,0,215,126,89,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0
2021,"Croydon 039","E02000232",16,10,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3
2021,"Croydon 040","E02000233",125,124,0,0,0,0,0,0,0,0,0,0,0,124,88,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Croydon 041","E02000234",107,107,0,0,0,0,0,0,0,0,0,0,0,107,58,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Croydon 042","E02000235",88,88,0,0,0,0,0,0,0,0,0,0,0,88,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Croydon 043","E02000236",28,28,0,0,0,0,0,0,0,0,0,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Croydon 044","E02000237",12,12,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Ealing 001","E02000238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Ealing 002","E02000239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Ealing 003","E02000240",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,23,0,0,0,0,0
2021,"Ealing 004","E02000241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Ealing 005","E02000242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Ealing 006","E02000243",63,63,0,0,0,0,0,0,0,0,0,0,0,63,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Ealing 007","E02000244",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2021,"Ealing 008","E02000245",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0
2021,"Ealing 009","E02000246",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,5
2021,"Ealing 010","E02000247",180,176,0,0,0,0,57,0,57,0,0,0,0,119,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2021,"Ealing 011","E02000248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Ealing 012","E02000249",59,57,0,0,0,0,0,0,0,0,0,0,0,57,51,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Ealing 013","E02000250",69,50,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2021,"Ealing 014","E02000251",10,10,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Ealing 015","E02000252",1957,18,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,1939,0,0,0,0,1930,0,0,0,0,0,9,0
2021,"Ealing 016","E02000253",84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,3,0,0,0,80,1
2021,"Ealing 017","E02000254",89,89,0,0,0,0,0,0,0,0,0,0,0,89,75,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Ealing 018","E02000255",131,90,0,0,0,0,35,0,0,35,0,0,0,55,49,2,0,4,0,0,37,0,0,0,0,0,0,37,0,0,0,0,4
2021,"Ealing 019","E02000256",57,38,0,0,0,0,0,0,0,0,0,0,0,38,17,21,0,0,0,0,19,0,0,0,0,0,1,0,0,0,18,0,0
2021,"Ealing 021","E02000258",55,47,0,0,0,0,0,0,0,0,0,0,0,47,0,47,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0
2021,"Ealing 022","E02000259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Ealing 023","E02000260",182,155,0,0,0,0,75,0,0,75,0,0,0,80,38,19,0,0,0,23,25,0,0,0,0,0,0,0,0,2,0,23,2
2021,"Ealing 024","E02000261",19,12,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,5
2021,"Ealing 025","E02000262",103,59,0,0,0,0,0,0,0,0,0,0,0,59,51,8,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,38,6
2021,"Ealing 026","E02000263",12,11,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Ealing 027","E02000264",129,124,0,0,0,0,0,0,0,0,0,0,0,124,104,20,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4
2021,"Ealing 028","E02000265",128,9,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,74,0,0,0,40,5
2021,"Ealing 029","E02000266",248,126,65,20,45,0,0,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
2021,"Ealing 030","E02000267",16,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,2
2021,"Ealing 031","E02000268",106,92,0,0,0,0,0,0,0,0,0,0,0,92,88,0,4,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,9
2021,"Ealing 032","E02000269",50,50,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Ealing 033","E02000270",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2021,"Ealing 034","E02000271",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,2
2021,"Ealing 035","E02000272",58,58,0,0,0,0,0,0,0,0,0,0,0,58,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Ealing 038","E02000275",88,59,21,0,21,0,0,0,0,0,0,0,0,38,38,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,22
2021,"Ealing 039","E02000276",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2021,"Enfield 001","E02000277",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
2021,"Enfield 002","E02000278",80,53,0,0,0,0,0,0,0,0,0,0,0,53,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
2021,"Enfield 003","E02000279",12,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3
2021,"Enfield 004","E02000280",49,49,0,0,0,0,0,0,0,0,0,0,0,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Enfield 005","E02000281",80,80,0,0,0,0,0,0,0,0,0,0,0,80,61,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Enfield 006","E02000282",64,59,0,0,0,0,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2021,"Enfield 007","E02000283",31,26,0,0,0,0,0,0,0,0,0,0,0,26,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2021,"Enfield 008","E02000284",27,25,0,0,0,0,10,0,0,10,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Enfield 009","E02000285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Enfield 010","E02000286",51,49,1,1,0,0,0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Enfield 011","E02000287",79,58,0,0,0,0,0,0,0,0,0,0,0,58,0,58,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,1
2021,"Enfield 012","E02000288",12,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2021,"Enfield 013","E02000289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Enfield 014","E02000290",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,2
2021,"Enfield 015","E02000291",184,164,0,0,0,0,87,0,77,10,0,0,0,77,24,53,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0
2021,"Enfield 016","E02000292",16,16,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Enfield 017","E02000293",18,18,0,0,0,0,12,0,0,12,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Enfield 018","E02000294",57,57,0,0,0,0,0,0,0,0,0,0,0,57,0,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Enfield 019","E02000295",82,81,0,0,0,0,0,0,0,0,0,0,0,81,73,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Enfield 020","E02000296",173,173,0,0,0,0,0,0,0,0,0,0,0,173,130,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Enfield 021","E02000297",63,63,0,0,0,0,0,0,0,0,0,0,0,63,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Enfield 022","E02000298",91,66,0,0,0,0,0,0,0,0,0,7,7,59,37,22,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,24,1
2021,"Enfield 023","E02000299",51,39,0,0,0,0,0,0,0,0,0,0,0,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2021,"Enfield 024","E02000300",69,69,0,0,0,0,0,0,0,0,0,0,0,69,0,34,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Enfield 025","E02000301",20,8,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2021,"Enfield 026","E02000302",16,16,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Enfield 027","E02000303",20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Enfield 028","E02000304",95,94,0,0,0,0,0,0,0,0,0,0,0,94,44,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Enfield 029","E02000305",156,144,0,0,0,0,0,0,0,0,0,0,0,144,21,123,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,3
2021,"Enfield 030","E02000306",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2021,"Enfield 031","E02000307",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2021,"Enfield 032","E02000308",18,14,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2021,"Enfield 033","E02000309",49,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
2021,"Enfield 035","E02000311",9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Enfield 036","E02000312",41,40,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Greenwich 001","E02000313",10,9,0,0,0,0,0,0,0,0,0,0,0,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Greenwich 002","E02000314",1391,69,0,0,0,0,0,0,0,0,0,0,0,69,67,2,0,0,0,0,1321,0,1321,0,0,0,0,0,0,0,0,0,1
2021,"Greenwich 003","E02000315",43,40,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2021,"Greenwich 005","E02000317",76,66,0,0,0,0,5,0,0,5,0,0,0,61,56,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2021,"Greenwich 006","E02000318",14,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4
2021,"Greenwich 007","E02000319",68,12,7,0,0,7,0,0,0,0,0,0,0,5,0,0,5,0,0,0,41,0,0,0,0,0,0,0,0,0,0,41,15
2021,"Greenwich 008","E02000320",90,57,31,0,16,15,16,0,0,16,0,0,0,10,0,0,0,10,0,0,30,0,0,0,0,0,0,0,0,0,0,30,3
2021,"Greenwich 009","E02000321",55,54,0,0,0,0,0,0,0,0,0,0,0,54,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
