"date","geography","geography code","Age: Total","Age: Aged 4 years and under","Age: Aged 5 to 9 years","Age: Aged 10 to 14 years","Age: Aged 15 to 19 years","Age: Aged 20 to 24 years","Age: Aged 25 to 29 years","Age: Aged 30 to 34 years","Age: Aged 35 to 39 years","Age: Aged 40 to 44 years","Age: Aged 45 to 49 years","Age: Aged 50 to 54 years","Age: Aged 55 to 59 years","Age: Aged 60 to 64 years","Age: Aged 65 to 69 years","Age: Aged 70 to 74 years","Age: Aged 75 to 79 years","Age: Aged 80 to 84 years","Age: Aged 85 years and over"
2021,"Croydon 039","E02000232",6196,291,359,395,374,298,260,285,346,432,402,480,462,362,347,434,247,204,218
2021,"Croydon 040","E02000233",6361,413,452,431,323,276,402,491,522,478,405,457,382,328,272,251,175,126,177
2021,"Croydon 041","E02000234",9449,647,639,627,532,452,540,734,767,683,636,619,591,498,381,416,295,200,192
2021,"Croydon 042","E02000235",6886,390,398,405,347,336,310,396,511,455,503,521,519,454,355,353,274,174,185
2021,"Croydon 043","E02000236",9130,714,650,596,465,414,417,729,823,742,593,596,569,413,416,413,251,189,140
2021,"Croydon 044","E02000237",7601,461,456,474,365,312,321,404,538,508,445,498,542,490,425,461,393,236,272
2021,"Ealing 001","E02000238",10709,618,653,678,674,675,808,988,993,859,792,718,609,551,365,271,211,139,107
2021,"Ealing 002","E02000239",9043,450,477,569,509,503,647,761,791,727,584,542,562,550,394,364,256,186,171
2021,"Ealing 003","E02000240",11209,713,765,842,790,669,815,834,835,864,830,765,658,540,412,373,218,147,139
2021,"Ealing 004","E02000241",7395,439,458,485,486,410,520,612,603,557,564,531,461,393,276,225,145,110,120
2021,"Ealing 005","E02000242",6885,345,395,415,431,438,501,513,563,568,478,458,463,390,315,231,136,140,105
2021,"Ealing 006","E02000243",8721,470,455,570,526,498,626,652,696,737,595,624,581,463,367,294,215,177,175
2021,"Ealing 007","E02000244",7886,453,463,494,464,402,565,608,727,709,560,533,485,432,273,279,197,123,119
2021,"Ealing 008","E02000245",9309,805,716,705,621,511,697,814,726,691,633,607,547,432,268,204,134,103,95
2021,"Ealing 009","E02000246",9461,618,664,841,679,630,618,658,742,715,606,631,619,455,304,257,186,133,105
2021,"Ealing 010","E02000247",11157,725,778,845,716,659,746,844,924,943,761,803,573,520,372,302,233,201,212
2021,"Ealing 011","E02000248",7715,571,479,456,303,446,613,700,709,711,521,529,357,325,257,300,173,134,131
2021,"Ealing 012","E02000249",8379,513,500,581,500,506,614,625,651,692,558,581,519,398,295,261,222,191,172
2021,"Ealing 013","E02000250",6485,311,439,432,322,251,376,335,422,493,529,538,412,371,388,326,217,154,169
2021,"Ealing 014","E02000251",8315,449,551,563,502,441,584,615,675,664,510,510,558,537,369,299,184,168,136
2021,"Ealing 015","E02000252",12237,570,523,570,1697,1487,1273,1083,986,778,696,609,497,425,344,207,157,148,187
2021,"Ealing 016","E02000253",10343,630,708,817,769,639,646,607,731,740,803,715,681,471,407,355,272,183,169
2021,"Ealing 017","E02000254",9212,448,510,622,586,584,695,645,698,654,658,600,636,591,409,306,222,194,154
2021,"Ealing 018","E02000255",9864,576,590,680,609,610,655,759,755,687,666,669,707,499,374,401,275,178,174
2021,"Ealing 019","E02000256",9184,476,459,403,375,506,939,963,824,820,630,639,566,419,328,305,208,155,169
2021,"Ealing 021","E02000258",6905,398,496,463,297,471,612,574,625,634,462,378,408,326,225,204,132,100,100
2021,"Ealing 022","E02000259",6585,346,462,519,406,295,418,423,463,601,545,496,416,349,251,223,164,99,109
2021,"Ealing 023","E02000260",9839,519,693,650,650,616,639,730,752,732,769,654,531,492,443,342,243,210,174
2021,"Ealing 024","E02000261",12651,756,672,735,624,959,1501,1467,1101,957,777,820,656,404,360,321,202,192,147
2021,"Ealing 025","E02000262",9345,571,565,526,433,661,900,901,805,726,688,667,577,391,292,233,169,120,120
2021,"Ealing 026","E02000263",13702,772,889,1000,1005,940,968,959,1001,1135,1085,964,790,660,488,349,281,233,183
2021,"Ealing 027","E02000264",8493,374,343,423,342,645,902,830,753,675,562,512,482,459,341,281,217,183,169
2021,"Ealing 028","E02000265",11234,718,635,670,550,648,912,1081,1071,974,832,786,616,512,359,341,230,175,124
2021,"Ealing 029","E02000266",13114,834,794,956,920,859,1116,1123,1015,997,913,835,802,625,438,354,215,158,160
2021,"Ealing 030","E02000267",8148,497,558,586,417,362,553,632,675,790,725,586,518,374,321,223,152,94,85
2021,"Ealing 031","E02000268",9249,471,452,439,415,613,732,728,824,707,725,614,681,477,410,404,236,159,162
2021,"Ealing 032","E02000269",8168,513,511,478,327,335,575,630,788,698,609,603,560,444,335,278,174,159,151
2021,"Ealing 033","E02000270",9602,701,553,508,470,546,1041,1218,984,805,652,541,485,321,258,185,144,95,95
2021,"Ealing 034","E02000271",6950,426,435,382,282,320,469,541,592,553,542,575,521,371,278,281,174,114,94
2021,"Ealing 035","E02000272",6712,329,443,482,367,299,336,354,475,547,548,545,471,359,319,308,234,152,144
2021,"Ealing 038","E02000275",8170,441,544,523,523,500,602,678,580,637,534,536,527,413,381,282,173,150,146
2021,"Ealing 039","E02000276",6765,426,424,437,296,391,472,594,611,618,536,512,392,288,241,169,151,111,96
2021,"Enfield 001","E02000277",7523,487,547,654,535,482,524,452,454,502,535,502,528,361,264,213,166,151,166
2021,"Enfield 002","E02000278",9430,570,727,824,735,635,559,685,657,638,597,666,638,445,296,256,204,163,135
2021,"Enfield 003","E02000279",12322,948,999,1117,891,765,955,898,950,872,917,778,776,506,339,245,162,116,88
2021,"Enfield 004","E02000280",8635,583,603,584,498,391,442,561,587,670,643,598,587,435,383,379,293,177,221
2021,"Enfield 005","E02000281",9653,655,770,728,669,558,618,683,670,801,653,680,593,458,321,301,202,148,145
2021,"Enfield 006","E02000282",9950,781,864,932,845,653,661,638,651,722,640,698,545,441,257,249,154,120,99
2021,"Enfield 007","E02000283",8543,525,617,731,694,583,648,506,579,553,564,586,567,437,267,238,180,156,112
2021,"Enfield 008","E02000284",8738,601,531,558,465,359,510,630,727,749,628,647,589,440,363,337,248,181,175
2021,"Enfield 009","E02000285",6643,372,394,415,360,360,339,342,433,479,417,508,518,459,352,336,222,151,186
2021,"Enfield 010","E02000286",8686,498,484,547,354,298,488,656,635,697,638,537,553,491,447,433,334,265,331
2021,"Enfield 011","E02000287",7358,391,364,493,362,333,396,444,482,504,494,490,489,442,400,380,319,289,286
2021,"Enfield 012","E02000288",12786,888,1002,1162,1149,1022,791,851,875,886,875,861,722,546,316,275,231,183,151
2021,"Enfield 013","E02000289",6778,325,419,464,378,358,339,334,392,470,464,514,537,420,328,371,245,210,210
2021,"Enfield 014","E02000290",6685,549,584,597,483,378,481,530,551,507,433,400,337,291,202,121,99,78,64
2021,"Enfield 015","E02000291",10159,727,644,614,517,508,673,914,865,787,731,640,597,466,384,346,256,202,288
2021,"Enfield 016","E02000292",9837,639,704,735,672,563,552,727,732,765,688,663,630,497,365,318,244,192,151
2021,"Enfield 017","E02000293",6396,293,376,415,344,289,296,297,353,429,432,495,492,418,364,358,303,204,238
2021,"Enfield 018","E02000294",9370,526,712,791,721,645,601,552,610,648,593,638,643,466,362,309,236,186,131
2021,"Enfield 019","E02000295",8691,535,588,570,473,370,440,586,700,729,661,589,552,479,362,320,228,256,253
2021,"Enfield 020","E02000296",10342,624,645,685,570,500,627,845,887,884,774,695,536,480,349,357,305,293,286
2021,"Enfield 021","E02000297",9396,535,499,534,452,489,498,561,648,622,606,685,650,633,571,511,342,284,276
2021,"Enfield 022","E02000298",8254,463,485,542,384,336,444,467,579,625,598,627,603,526,453,423,292,208,199
2021,"Enfield 023","E02000299",9494,624,764,820,709,610,577,629,664,704,630,665,546,485,349,229,176,176,137
2021,"Enfield 024","E02000300",8853,674,643,684,595,576,605,755,628,560,570,608,508,459,310,234,182,147,115
2021,"Enfield 025","E02000301",10222,655,813,830,791,718,716,721,683,717,700,679,650,494,331,283,173,141,127
2021,"Enfield 026","E02000302",8669,493,598,502,463,467,522,548,675,641,626,580,597,502,389,401,281,194,190
2021,"Enfield 027","E02000303",8369,564,560,639,674,674,598,551,571,568,553,577,494,412,304,226,154,120,130
2021,"Enfield 028","E02000304",8038,420,480,496,418,340,376,440,508,619,554,580,638,501,438,409,334,220,267
2021,"Enfield 029","E02000305",8874,565,462,458,394,401,585,750,758,778,615,662,657,528,399,294,232,144,192
2021,"Enfield 030","E02000306",9133,670,707,751,707,579,640,666,664,619,665,621,535,433,292,210,149,132,93
2021,"Enfield 031","E02000307",10112,597,714,797,753,630,661,660,687,673,688,690,679,572,417,335,228,177,154
2021,"Enfield 032","E02000308",8760,532,494,572,509,550,711,760,721,729,594,562,533,429,304,258,211,153,138
2021,"Enfield 033","E02000309",11793,875,1045,921,881,756,879,847,865,871,789,771,691,513,369,233,158,143,186
2021,"Enfield 035","E02000311",10544,647,598,638,583,737,866,852,761,777,733,695,668,602,409,381,230,185,182
2021,"Enfield 036","E02000312",11302,780,606,516,516,567,896,1049,1085,1073,776,733,666,562,426,396,237,220,198
2021,"Greenwich 001","E02000313",6491,434,475,595,435,384,414,404,436,509,541,527,420,333,240,157,102,45,40
2021,"Greenwich 002","E02000314",14104,1008,1099,1161,940,1207,983,1135,1109,1269,1180,978,840,495,274,178,107,78,63
2021,"Greenwich 003","E02000315",9871,675,832,923,693,578,726,750,764,673,683,668,591,432,313,206,157,83,124
2021,"Greenwich 005","E02000317",7559,512,554,579,504,501,584,622,601,574,549,553,387,345,257,175,107,90,65
2021,"Greenwich 006","E02000318",11064,806,763,660,633,712,955,987,912,844,674,777,633,519,390,289,233,145,132
2021,"Greenwich 007","E02000319",10617,749,746,682,537,637,843,1016,953,912,795,713,704,476,326,237,147,75,69
2021,"Greenwich 008","E02000320",7040,450,516,511,395,416,528,560,585,550,487,496,437,365,274,194,142,77,57
2021,"Greenwich 009","E02000321",7721,531,577,532,436,482,595,705,633,589,513,509,453,424,238,190,140,95,79
2021,"Greenwich 011","E02000323",12860,918,946,862,852,868,1108,1372,1173,1053,872,785,606,474,341,246,168,118,98
2021,"Greenwich 012","E02000324",7867,514,574,553,520,488,588,628,595,581,586,529,425,396,274,221,161,114,120
2021,"Greenwich 014","E02000326",7795,482,502,462,322,358,643,787,768,698,628,577,434,356,244,221,144,86,83
2021,"Greenwich 015","E02000327",6625,493,462,436,437,464,593,635,581,497,466,450,374,273,181,123,69,51,40
2021,"Greenwich 016","E02000328",6511,361,365,354,286,256,493,608,522,554,560,474,386,363,275,246,175,104,129
2021,"Greenwich 017","E02000329",6334,419,407,403,342,328,409,441,454,493,417,465,423,374,329,209,189,115,117
2021,"Greenwich 019","E02000331",8234,569,551,542,480,479,647,719,767,662,575,571,441,379,277,223,150,113,89
2021,"Greenwich 020","E02000332",7453,451,508,495,323,408,405,538,596,637,557,585,479,416,316,271,230,129,109
2021,"Greenwich 021","E02000333",6240,321,377,371,192,242,483,571,550,554,460,464,396,270,207,246,218,166,152
2021,"Greenwich 022","E02000334",6637,409,385,431,422,368,397,475,583,497,463,492,468,334,280,245,146,126,116
2021,"Greenwich 023","E02000335",6677,464,450,419,297,300,354,363,553,558,465,509,446,367,317,299,205,147,164
2021,"Greenwich 025","E02000337",8470,474,596,654,532,479,531,582,671,652,570,584,577,465,319,303,223,146,112
2021,"Greenwich 027","E02000339",6290,363,390,382,307,321,327,367,464,441,475,482,385,366,360,308,228,154,170
2021,"Greenwich 028","E02000340",6874,399,388,394,290,331,446,532,526,543,458,446,436,342,333,337,270,181,222
2021,"Greenwich 029","E02000341",7998,527,600,698,523,415,485,580,640,623,508,585,503,367,279,258,183,127,97
2021,"Greenwich 030","E02000342",6350,379,403,390,549,631,432,515,491,432,347,393,359,273,224,222,112,86,112
2021,"Greenwich 031","E02000343",7048,418,477,450,406,386,461,505,503,504,464,529,452,390,289,303,205,161,145
2021,"Greenwich 032","E02000344",6429,433,398,363,331,350,366,414,478,490,425,451,427,353,302,324,233,153,138
2021,"Hackney 001","E02000345",8206,921,865,894,702,699,553,504,618,476,376,348,273,266,266,203,104,77,61
2021,"Hackney 002","E02000346",9398,703,621,489,422,694,1235,1250,896,706,487,438,443,329,244,177,115,78,71
2021,"Hackney 003","E02000347",8153,910,808,791,643,665,660,638,503,482,431,350,328,264,237,180,100,76,87
2021,"Hackney 004","E02000348",8106,909,862,787,655,613,577,590,522,481,417,393,374,295,223,158,103,76,71
2021,"Hackney 006","E02000350",10241,755,667,577,556,626,1345,1241,963,721,595,600,508,375,275,168,124,79,66
2021,"Hackney 007","E02000351",9284,519,416,349,337,627,1405,1460,981,762,518,499,423,293,247,177,123,87,61
2021,"Hackney 008","E02000352",6746,478,423,497,394,372,552,650,559,594,438,406,368,314,228,205,101,83,84
2021,"Hackney 009","E02000353",7764,414,415,374,346,530,928,901,745,573,544,480,453,329,252,192,107,90,91
2021,"Hackney 010","E02000354",9609,461,468,565,571,642,1201,1232,919,687,626,562,535,358,271,201,132,114,64
2021,"Hackney 011","E02000355",8194,493,427,402,375,506,954,960,806,633,540,503,454,337,252,199,134,100,119
2021,"Hackney 012","E02000356",7034,367,326,376,312,354,879,863,678,610,501,475,409,292,189,183,97,62,61
2021,"Hackney 013","E02000357",6847,375,446,500,522,515,575,585,494,438,417,447,421,340,253,171,154,90,104
2021,"Hackney 014","E02000358",11088,523,499,542,503,627,1496,1546,1175,882,696,637,625,477,268,261,142,91,98
2021,"Hackney 015","E02000359",6698,464,379,387,343,457,689,701,658,536,394,457,345,312,179,160,97,77,63
2021,"Hackney 016","E02000360",11513,648,747,776,683,766,1235,1319,936,919,689,698,635,553,345,254,135,89,86
2021,"Hackney 017","E02000361",8057,395,358,370,300,558,1269,1284,800,590,535,401,410,267,168,130,87,74,61
2021,"Hackney 018","E02000362",6963,319,338,399,440,518,901,836,658,526,388,414,397,278,175,144,94,64,74
2021,"Hackney 019","E02000363",11882,737,856,950,804,841,1151,1185,1000,835,707,784,625,522,348,227,129,89,92
2021,"Hackney 020","E02000364",9219,448,428,471,421,534,1151,1208,840,639,568,591,551,402,327,229,178,123,110
2021,"Hackney 022","E02000366",8325,411,448,522,480,516,845,908,696,544,571,571,561,382,293,236,140,103,98
2021,"Hackney 023","E02000367",10417,475,466,476,469,712,1556,1704,1048,788,637,648,469,321,228,180,109,66,65
2021,"Hackney 024","E02000368",9922,500,527,591,546,721,1197,1145,869,660,568,618,595,473,282,273,153,106,98
2021,"Hackney 025","E02000369",13457,722,644,700,624,902,1766,2072,1470,1031,814,693,598,505,315,228,156,107,110
2021,"Hackney 026","E02000370",8862,420,468,437,459,725,1239,1209,847,648,610,470,439,350,184,148,91,66,52
2021,"Hammersmith and Fulham 001","E02000372",9983,450,452,485,483,1148,1153,1035,821,694,682,658,577,451,300,234,138,129,93
2021,"Hammersmith and Fulham 002","E02000373",7031,374,463,614,544,608,580,589,525,447,477,480,393,321,220,145,117,78,56
2021,"Hammersmith and Fulham 003","E02000374",6911,365,364,476,448,664,749,623,498,458,449,468,352,297,199,207,109,94,91
2021,"Hammersmith and Fulham 004","E02000375",7482,402,369,336,349,671,1035,805,603,484,473,515,469,332,213,173,101,86,66
2021,"Hammersmith and Fulham 005","E02000376",6702,281,257,283,233,575,1090,897,559,488,428,425,386,226,197,134,97,78,68
2021,"Hammersmith and Fulham 006","E02000377",7793,422,377,353,398,692,888,800,643,553,523,550,462,375,252,197,124,94,90
2021,"Hammersmith and Fulham 007","E02000378",6431,271,268,268,229,514,961,783,530,498,464,401,375,253,206,160,116,77,57
2021,"Hammersmith and Fulham 008","E02000379",7386,429,481,438,348,428,571,642,588,630,607,589,438,269,235,267,175,116,135
2021,"Hammersmith and Fulham 009","E02000380",5510,335,287,266,225,330,583,546,452,396,388,411,384,243,181,188,121,89,85
2021,"Hammersmith and Fulham 010","E02000381",7632,391,432,424,308,491,812,795,621,586,571,590,480,314,247,202,153,128,87
2021,"Hammersmith and Fulham 011","E02000382",6189,284,289,300,302,459,670,642,549,450,418,438,378,304,206,197,138,73,92
2021,"Hammersmith and Fulham 012","E02000383",8464,313,262,304,292,964,1128,951,671,546,566,519,454,370,299,281,224,154,166
2021,"Hammersmith and Fulham 013","E02000384",8266,351,367,339,397,868,1121,945,695,561,494,500,429,337,261,216,141,127,117
2021,"Hammersmith and Fulham 014","E02000385",5617,206,154,135,152,784,1110,759,438,351,336,303,269,163,143,116,98,70,30
2021,"Hammersmith and Fulham 015","E02000386",7581,315,347,395,435,841,1012,780,537,488,433,511,403,296,249,216,142,88,93
2021,"Hammersmith and Fulham 016","E02000387",6028,250,227,277,282,757,800,623,479,397,413,369,289,256,216,143,122,64,64
2021,"Hammersmith and Fulham 017","E02000388",8657,362,317,324,280,937,1402,1083,742,561,514,458,411,346,276,198,192,139,115
2021,"Hammersmith and Fulham 018","E02000389",8646,414,421,438,350,841,913,831,679,629,597,615,489,354,298,275,213,153,136
2021,"Hammersmith and Fulham 019","E02000390",6193,347,245,271,236,665,971,696,519,415,385,323,321,207,181,150,120,88,53
2021,"Hammersmith and Fulham 020","E02000391",7586,410,453,409,313,576,954,691,568,583,511,472,416,356,280,220,157,129,88
2021,"Hammersmith and Fulham 021","E02000392",9228,476,469,488,438,901,1276,1006,781,620,581,602,499,304,247,219,151,80,90
2021,"Hammersmith and Fulham 022","E02000393",5975,381,299,268,221,546,910,656,521,417,404,331,288,164,149,154,126,76,64
2021,"Hammersmith and Fulham 023","E02000394",9283,581,486,405,412,735,1207,1122,837,752,597,571,479,303,250,215,145,110,76
2021,"Hammersmith and Fulham 024","E02000395",5678,264,260,243,190,462,785,523,416,378,350,312,367,228,217,270,163,135,115
2021,"Hammersmith and Fulham 025","E02000396",6897,398,477,464,340,504,721,565,528,468,511,484,431,281,209,213,153,87,63
2021,"Haringey 001","E02000397",7908,429,422,445,337,448,659,884,808,732,568,584,465,328,240,213,146,119,81
2021,"Haringey 002","E02000398",7519,468,469,533,557,521,574,593,564,511,541,594,525,359,222,216,100,111,61
2021,"Haringey 004","E02000400",7989,439,510,578,483,458,645,623,621,592,637,578,498,396,276,247,182,119,107
2021,"Haringey 005","E02000401",6860,305,382,461,542,548,547,475,468,562,450,508,498,408,246,154,136,86,84
2021,"Haringey 006","E02000402",6471,361,383,427,471,446,511,486,472,486,454,471,486,344,255,142,94,111,71
2021,"Haringey 007","E02000403",7510,494,355,383,332,448,724,857,845,653,525,484,388,310,225,173,135,86,93
2021,"Haringey 008","E02000404",7112,337,370,416,432,501,637,692,642,550,520,479,410,339,256,196,143,113,79
2021,"Haringey 009","E02000405",6475,352,501,545,378,269,313,341,435,551,615,498,439,367,269,249,159,100,94
2021,"Haringey 010","E02000406",6736,318,285,321,396,531,640,658,636,529,516,498,457,306,203,173,113,83,73
2021,"Haringey 011","E02000407",7604,451,411,486,424,455,632,770,603,656,641,613,440,344,225,153,108,103,89
2021,"Haringey 012","E02000408",8253,515,563,596,505,563,630,669,742,539,608,668,496,353,238,217,135,115,101
2021,"Haringey 013","E02000409",6062,324,332,320,361,408,551,606,494,440,389,415,376,322,276,178,119,86,65
2021,"Haringey 014","E02000410",6418,339,353,447,448,249,404,431,456,592,539,516,465,328,258,271,148,92,82
2021,"Haringey 015","E02000411",11429,676,612,634,957,1123,1191,1181,980,840,713,721,639,387,266,207,139,101,62
2021,"Haringey 016","E02000412",7326,304,295,335,366,631,750,852,706,620,532,489,458,310,193,170,112,111,92
2021,"Haringey 017","E02000413",7758,437,547,625,482,378,439,469,565,654,585,627,544,392,302,252,189,126,145
2021,"Haringey 018","E02000414",7084,427,391,346,358,391,663,730,741,556,548,494,412,325,251,158,111,85,97
2021,"Haringey 019","E02000415",7242,391,354,368,340,495,698,746,855,593,550,460,363,287,207,195,118,131,91
2021,"Haringey 020","E02000416",8453,485,397,409,411,399,883,1079,871,779,562,536,483,332,254,236,156,89,92
2021,"Haringey 021","E02000417",6559,295,352,397,290,301,460,510,513,564,516,463,439,363,329,298,207,138,124
2021,"Haringey 022","E02000418",5428,271,335,326,260,202,276,339,419,439,410,401,431,352,307,281,181,98,100
2021,"Haringey 023","E02000419",8734,483,386,370,383,521,1028,1160,993,785,600,545,389,343,233,176,131,105,103
2021,"Haringey 024","E02000420",7991,443,362,359,347,499,819,906,811,642,557,505,489,365,281,238,157,93,118
2021,"Haringey 025","E02000421",8512,469,400,468,552,802,881,971,669,588,604,606,484,318,213,148,109,122,108
2021,"Haringey 026","E02000422",7459,510,392,450,392,461,637,850,633,628,525,476,475,322,230,170,125,111,72
2021,"Haringey 027","E02000423",6907,336,307,270,223,447,962,931,690,594,486,415,391,264,218,122,93,89,69
2021,"Haringey 028","E02000424",6754,352,349,345,308,300,559,704,637,558,524,580,468,334,273,195,135,67,66
2021,"Haringey 029","E02000425",8167,879,1010,996,709,447,482,646,550,588,380,375,298,254,175,151,83,79,65
2021,"Haringey 030","E02000426",6492,320,369,398,336,288,468,477,538,492,517,476,387,332,276,254,222,152,190
2021,"Haringey 031","E02000427",6622,327,238,237,234,456,887,831,693,518,566,398,360,289,195,150,82,73,88
2021,"Haringey 032","E02000428",8430,497,484,500,506,667,1016,958,773,620,520,489,478,302,206,158,111,82,63
2021,"Haringey 033","E02000429",6796,366,346,394,255,195,490,590,628,573,547,550,511,345,322,271,188,111,114
2021,"Haringey 034","E02000430",6921,391,327,325,221,322,712,807,704,571,515,500,438,335,244,220,137,75,77
2021,"Haringey 035","E02000431",5849,264,240,223,203,265,717,632,577,504,406,529,340,221,214,196,138,100,80
2021,"Haringey 036","E02000432",6119,296,242,199,207,364,910,799,604,437,407,418,353,266,244,166,110,54,43
2021,"Harrow 001","E02000433",8599,421,448,469,411,385,553,545,565,582,566,479,476,494,424,468,469,347,497
2021,"Harrow 002","E02000434",9845,559,517,538,536,521,715,873,758,746,651,580,551,530,468,437,280,259,326
2021,"Harrow 003","E02000435",8190,469,535,512,465,545,505,572,523,567,560,539,400,464,388,397,291,230,228
2021,"Harrow 004","E02000436",5756,250,308,303,296,256,305,292,343,385,329,387,413,410,371,395,282,230,201
2021,"Harrow 005","E02000437",8761,468,508,595,505,505,529,572,611,583,558,558,598,520,422,406,320,258,245
2021,"Harrow 006","E02000438",8548,549,515,651,511,405,509,506,618,667,544,585,518,470,386,332,261,229,292
2021,"Harrow 007","E02000439",9268,629,579,618,542,599,726,785,777,786,556,530,504,465,386,269,187,176,154
2021,"Harrow 008","E02000440",9604,529,640,631,554,532,628,574,682,728,669,611,639,527,558,425,278,195,204
2021,"Harrow 009","E02000441",7482,454,486,462,410,385,444,461,600,557,493,506,434,408,363,348,279,201,191
2021,"Harrow 010","E02000442",9583,627,551,597,587,633,877,863,784,666,628,612,559,507,387,279,168,157,101
2021,"Harrow 011","E02000443",10748,734,721,757,664,729,777,870,1019,815,615,716,591,458,372,283,230,188,209
2021,"Harrow 012","E02000444",8717,518,587,591,482,521,662,621,690,665,546,526,473,474,459,309,242,178,173
2021,"Harrow 013","E02000445",11772,864,888,731,750,709,932,947,1005,849,770,674,617,625,387,335,272,205,212
2021,"Harrow 015","E02000447",8192,506,541,555,458,409,479,634,675,694,528,477,506,490,362,345,252,140,141
2021,"Harrow 016","E02000448",7069,407,440,478,361,295,345,395,510,547,510,452,426,389,361,381,280,223,269
2021,"Harrow 017","E02000449",8297,504,431,469,443,592,672,696,672,562,493,512,543,490,405,279,202,169,163
2021,"Harrow 019","E02000451",6709,351,384,427,343,293,362,464,515,527,466,448,432,414,381,330,245,169,158
2021,"Harrow 020","E02000452",9503,705,653,516,496,583,811,1063,966,800,598,606,472,359,291,219,152,115,98
2021,"Harrow 021","E02000453",8384,578,528,490,430,461,650,765,785,690,512,519,518,404,331,263,179,156,125
2021,"Harrow 022","E02000454",7340,358,580,573,402,322,378,315,496,674,520,496,445,436,376,333,266,208,162
2021,"Harrow 023","E02000455",11669,903,659,504,435,652,1174,1658,1382,926,708,566,453,414,307,303,251,202,172
2021,"Harrow 024","E02000456",7824,441,437,460,442,519,611,711,563,647,558,473,555,386,319,256,174,136,136
2021,"Harrow 025","E02000457",7060,311,433,446,372,399,517,521,543,518,462,496,443,391,323,275,255,183,172
2021,"Harrow 027","E02000459",9323,622,596,650,520,537,664,788,878,755,674,571,516,458,321,303,189,146,135
2021,"Harrow 028","E02000460",7309,497,523,504,485,498,525,573,668,581,478,494,413,315,267,199,116,92,81
2021,"Harrow 029","E02000461",7290,408,335,526,857,380,461,614,595,580,523,422,378,296,253,236,165,125,136
2021,"Harrow 030","E02000462",6985,389,396,457,429,407,514,592,537,528,468,458,451,380,285,240,188,139,127
2021,"Harrow 031","E02000463",8706,425,555,649,631,624,553,523,590,634,641,631,589,480,384,323,220,148,106
2021,"Havering 001","E02000464",7754,498,525,540,498,477,440,588,571,559,489,484,459,404,317,299,214,179,213
2021,"Havering 002","E02000465",9346,662,768,672,568,529,562,714,830,689,662,622,592,473,296,290,163,114,140
2021,"Havering 003","E02000466",9069,624,626,568,539,560,547,639,676,515,580,600,567,505,417,418,281,227,180
2021,"Havering 004","E02000467",11457,848,1050,1014,821,660,771,878,876,841,678,721,636,548,371,331,158,122,133
2021,"Havering 005","E02000468",8648,548,613,574,544,490,476,555,599,626,522,607,550,465,384,405,269,210,211
2021,"Havering 006","E02000469",7281,537,530,524,430,386,472,509,555,490,463,499,430,373,276,302,233,130,142
2021,"Havering 007","E02000470",9779,650,515,479,429,446,773,918,831,615,577,597,587,534,442,490,357,235,304
2021,"Havering 008","E02000471",7822,378,447,421,411,413,425,421,462,454,465,534,563,554,458,491,380,259,286
2021,"Havering 009","E02000472",9471,562,613,615,535,484,561,684,634,694,607,627,583,528,471,472,348,224,229
2021,"Havering 010","E02000473",10493,669,720,620,532,566,673,776,870,731,619,695,668,565,502,457,334,249,247
2021,"Havering 011","E02000474",9185,666,654,562,503,469,596,748,779,631,546,588,567,464,350,362,241,218,241
2021,"Havering 012","E02000475",9614,576,544,500,437,424,626,721,689,643,589,655,593,572,501,519,424,265,336
2021,"Havering 013","E02000476",9364,731,578,425,388,550,949,1020,852,666,573,548,455,421,303,287,213,196,209
2021,"Havering 014","E02000477",9535,522,531,498,500,484,546,666,680,646,583,710,632,598,497,546,365,270,261
2021,"Havering 015","E02000478",5990,242,276,308,323,312,314,281,339,300,328,395,451,457,408,468,338,227,223
2021,"Havering 016","E02000479",9450,703,579,580,525,509,735,939,797,744,658,605,546,422,308,297,214,128,161
2021,"Havering 017","E02000480",13842,1141,1005,908,766,800,1165,1418,1223,956,807,824,759,545,413,383,263,196,270
2021,"Havering 018","E02000481",8233,465,490,539,423,422,449,434,538,546,481,573,564,480,390,440,353,258,388
2021,"Havering 019","E02000482",6590,283,363,450,398,310,247,236,369,445,506,516,433,388,381,402,280,272,311
2021,"Havering 020","E02000483",8002,447,445,398,359,417,544,593,558,497,475,506,541,502,427,423,336,251,283
2021,"Havering 021","E02000484",8492,439,451,492,495,450,545,527,530,550,558,635,655,602,426,449,287,193,208
2021,"Havering 022","E02000485",8472,493,514,494,407,421,534,613,626,584,535,601,571,483,407,385,312,255,237
2021,"Havering 023","E02000486",7355,400,408,327,331,381,470,510,467,446,439,498,581,502,419,393,313,228,242
2021,"Havering 024","E02000487",7913,329,423,478,423,392,319,319,387,464,557,566,638,544,490,596,401,267,320
2021,"Havering 025","E02000488",7581,392,397,367,356,380,448,485,502,433,419,500,614,492,480,507,342,226,241
2021,"Havering 026","E02000489",8635,545,607,514,469,453,503,609,647,577,534,545,580,570,381,388,308,209,196
2021,"Havering 027","E02000490",8468,550,538,504,505,493,552,611,591,542,483,549,567,472,354,403,278,230,246
2021,"Havering 028","E02000491",10640,750,739,749,703,682,757,862,778,708,670,724,633,515,378,354,260,198,180
2021,"Havering 029","E02000492",6827,349,386,394,363,357,451,464,383,398,398,443,509,429,358,360,313,243,229
