"date","geography","geography code","Number of households: Number of households; measures: Value"
2021,"Merton 004","E02000692",3568
2021,"Merton 005","E02000693",4282
2021,"Merton 006","E02000694",3834
2021,"Merton 007","E02000695",2941
2021,"Merton 008","E02000696",3270
2021,"Merton 009","E02000697",3666
2021,"Merton 010","E02000698",3182
2021,"Merton 011","E02000699",3262
2021,"Merton 012","E02000700",3357
2021,"Merton 013","E02000701",3114
2021,"Merton 014","E02000702",3366
2021,"Merton 015","E02000703",2937
2021,"Merton 016","E02000704",3573
2021,"Merton 017","E02000705",3115
2021,"Merton 018","E02000706",3535
2021,"Merton 019","E02000707",2778
2021,"Merton 020","E02000708",3255
2021,"Merton 021","E02000709",2869
2021,"Merton 022","E02000710",3438
2021,"Merton 023","E02000711",3458
2021,"Merton 024","E02000712",3404
2021,"Merton 025","E02000713",2831
2021,"Newham 001","E02000714",2646
2021,"Newham 002","E02000715",2091
2021,"Newham 003","E02000716",2302
2021,"Newham 004","E02000717",2395
2021,"Newham 005","E02000718",2248
2021,"Newham 006","E02000719",2873
2021,"Newham 007","E02000720",2125
2021,"Newham 008","E02000721",2764
2021,"Newham 009","E02000722",2935
2021,"Newham 010","E02000723",2862
2021,"Newham 011","E02000724",2534
2021,"Newham 012","E02000725",4000
2021,"Newham 014","E02000727",2291
2021,"Newham 015","E02000728",2342
2021,"Newham 016","E02000729",2201
2021,"Newham 017","E02000730",2566
2021,"Newham 018","E02000731",2770
2021,"Newham 019","E02000732",2752
2021,"Newham 020","E02000733",3461
2021,"Newham 021","E02000734",2495
2021,"Newham 022","E02000735",2659
2021,"Newham 023","E02000736",2653
2021,"Newham 024","E02000737",3066
2021,"Newham 025","E02000738",2785
2021,"Newham 026","E02000739",2480
2021,"Newham 027","E02000740",2495
2021,"Newham 028","E02000741",2685
2021,"Newham 029","E02000742",2528
2021,"Newham 030","E02000743",3578
2021,"Newham 031","E02000744",3326
2021,"Newham 032","E02000745",2875
2021,"Newham 033","E02000746",3394
2021,"Newham 034","E02000747",5447
2021,"Newham 035","E02000748",2209
2021,"Newham 036","E02000749",3330
2021,"Newham 038","E02006995",3237
2021,"Newham 039","E02006996",3158
2021,"Newham 040","E02006997",3229
2021,"Newham 041","E02006998",2668
2021,"Newham 042","E02006999",5051
2021,"Redbridge 001","E02000751",4438
2021,"Redbridge 002","E02000752",3266
2021,"Redbridge 003","E02000753",2474
2021,"Redbridge 004","E02000754",2590
2021,"Redbridge 005","E02000755",2186
2021,"Redbridge 006","E02000756",5258
2021,"Redbridge 007","E02000757",5179
2021,"Redbridge 008","E02000758",2317
2021,"Redbridge 009","E02000759",4818
2021,"Redbridge 010","E02000760",2628
2021,"Redbridge 012","E02000762",2105
2021,"Redbridge 013","E02000763",2577
2021,"Redbridge 014","E02000764",5367
2021,"Redbridge 015","E02000765",2426
2021,"Redbridge 017","E02000767",2769
2021,"Redbridge 018","E02000768",2200
2021,"Redbridge 020","E02000770",2489
2021,"Redbridge 022","E02000772",2538
2021,"Redbridge 023","E02000773",3112
2021,"Redbridge 024","E02000774",2459
2021,"Redbridge 026","E02000776",2082
2021,"Redbridge 027","E02000777",2324
2021,"Redbridge 029","E02000779",2774
2021,"Redbridge 031","E02000781",4428
2021,"Redbridge 032","E02000782",3577
2021,"Redbridge 033","E02000783",2115
2021,"Redbridge 034","E02006800",4514
2021,"Redbridge 035","E02006924",4097
2021,"Redbridge 036","E02006925",4188
2021,"Redbridge 037","E02007017",2761
2021,"Redbridge 038","E02007018",2529
2021,"Redbridge 039","E02007019",2406
2021,"Redbridge 040","E02007020",2723
2021,"Richmond upon Thames 001","E02000784",4176
2021,"Richmond upon Thames 002","E02000785",4162
2021,"Richmond upon Thames 003","E02000786",4944
2021,"Richmond upon Thames 004","E02000787",5173
2021,"Richmond upon Thames 005","E02000788",3623
2021,"Richmond upon Thames 006","E02000789",2842
2021,"Richmond upon Thames 007","E02000790",2704
2021,"Richmond upon Thames 008","E02000791",2969
2021,"Richmond upon Thames 009","E02000792",3101
2021,"Richmond upon Thames 010","E02000793",3135
2021,"Richmond upon Thames 011","E02000794",2760
2021,"Richmond upon Thames 012","E02000795",2588
2021,"Richmond upon Thames 013","E02000796",3981
2021,"Richmond upon Thames 014","E02000797",3479
2021,"Richmond upon Thames 015","E02000798",4324
2021,"Richmond upon Thames 016","E02000799",2440
2021,"Richmond upon Thames 017","E02000800",2157
2021,"Richmond upon Thames 018","E02000801",3017
2021,"Richmond upon Thames 019","E02000802",2976
2021,"Richmond upon Thames 020","E02000803",4096
2021,"Richmond upon Thames 021","E02000804",3168
2021,"Richmond upon Thames 022","E02000805",4633
2021,"Richmond upon Thames 023","E02000806",4254
2021,"Southwark 001","E02000807",3734
2021,"Southwark 002","E02000808",4696
2021,"Southwark 004","E02000810",5395
2021,"Southwark 006","E02000812",4533
2021,"Southwark 007","E02000813",4483
2021,"Southwark 008","E02000814",4587
2021,"Southwark 009","E02000815",3233
2021,"Southwark 010","E02000816",4146
2021,"Southwark 011","E02000817",2925
2021,"Southwark 012","E02000818",4487
2021,"Southwark 013","E02000819",3555
2021,"Southwark 014","E02000820",4228
2021,"Southwark 015","E02000821",3133
2021,"Southwark 016","E02000822",2771
2021,"Southwark 017","E02000823",3634
2021,"Southwark 018","E02000824",3791
2021,"Southwark 019","E02000825",3891
2021,"Southwark 020","E02000826",4023
2021,"Southwark 021","E02000827",5018
2021,"Southwark 022","E02000828",3594
2021,"Southwark 023","E02000829",4737
2021,"Southwark 024","E02000830",3761
2021,"Southwark 025","E02000831",4052
2021,"Southwark 026","E02000832",4100
2021,"Southwark 027","E02000833",3046
2021,"Southwark 028","E02000834",4103
2021,"Southwark 029","E02000835",3030
2021,"Southwark 030","E02000836",3337
2021,"Southwark 031","E02000837",3150
2021,"Southwark 032","E02000838",3924
2021,"Southwark 033","E02000839",3428
2021,"Southwark 034","E02006802",3938
2021,"Southwark 035","E02006941",2985
2021,"Southwark 036","E02006942",3364
2021,"Sutton 001","E02000840",3475
2021,"Sutton 002","E02000841",3301
2021,"Sutton 003","E02000842",2958
2021,"Sutton 004","E02000843",3981
2021,"Sutton 005","E02000844",3217
2021,"Sutton 006","E02000845",3609
2021,"Sutton 007","E02000846",2786
2021,"Sutton 008","E02000847",3683
2021,"Sutton 009","E02000848",2916
2021,"Sutton 010","E02000849",3251
2021,"Sutton 011","E02000850",4090
2021,"Sutton 012","E02000851",5036
2021,"Sutton 013","E02000852",3250
2021,"Sutton 014","E02000853",3202
2021,"Sutton 015","E02000854",3085
2021,"Sutton 016","E02000855",3212
2021,"Sutton 017","E02000856",3800
2021,"Sutton 018","E02000857",4080
2021,"Sutton 019","E02000858",3310
2021,"Sutton 020","E02000859",3491
2021,"Sutton 021","E02000860",4119
2021,"Sutton 022","E02000861",2863
2021,"Sutton 024","E02000863",2423
2021,"Sutton 025","E02006836",3212
2021,"Tower Hamlets 001","E02000864",4664
2021,"Tower Hamlets 002","E02000865",2893
2021,"Tower Hamlets 003","E02000866",4152
2021,"Tower Hamlets 004","E02000867",4871
2021,"Tower Hamlets 005","E02000868",2785
2021,"Tower Hamlets 006","E02000869",2524
2021,"Tower Hamlets 007","E02000870",2420
2021,"Tower Hamlets 008","E02000871",4228
2021,"Tower Hamlets 009","E02000872",3193
2021,"Tower Hamlets 010","E02000873",2921
2021,"Tower Hamlets 011","E02000874",2524
2021,"Tower Hamlets 012","E02000875",5079
2021,"Tower Hamlets 013","E02000876",2777
2021,"Tower Hamlets 014","E02000877",4913
2021,"Tower Hamlets 015","E02000878",4011
2021,"Tower Hamlets 016","E02000879",3047
2021,"Tower Hamlets 017","E02000880",2281
2021,"Tower Hamlets 018","E02000881",3853
2021,"Tower Hamlets 019","E02000882",3808
2021,"Tower Hamlets 020","E02000883",3030
2021,"Tower Hamlets 021","E02000884",5114
2021,"Tower Hamlets 022","E02000885",2391
2021,"Tower Hamlets 023","E02000886",3823
2021,"Tower Hamlets 024","E02000887",3947
2021,"Tower Hamlets 025","E02000888",3354
2021,"Tower Hamlets 026","E02000889",3807
2021,"Tower Hamlets 027","E02000890",2891
2021,"Tower Hamlets 030","E02000893",2988
2021,"Tower Hamlets 031","E02000894",4463
2021,"Tower Hamlets 032","E02006853",5040
2021,"Tower Hamlets 033","E02006854",3528
2021,"Tower Hamlets 034","E02007112",2917
2021,"Tower Hamlets 035","E02007113",3267
2021,"Tower Hamlets 036","E02007114",3032
2021,"Waltham Forest 001","E02000895",3277
2021,"Waltham Forest 002","E02000896",3836
2021,"Waltham Forest 003","E02000897",3370
2021,"Waltham Forest 004","E02000898",3201
2021,"Waltham Forest 005","E02000899",3226
2021,"Waltham Forest 006","E02000900",3119
2021,"Waltham Forest 007","E02000901",3850
2021,"Waltham Forest 008","E02000902",3519
2021,"Waltham Forest 009","E02000903",3467
2021,"Waltham Forest 010","E02000904",3108
2021,"Waltham Forest 011","E02000905",3630
2021,"Waltham Forest 012","E02000906",3627
2021,"Waltham Forest 013","E02000907",4067
2021,"Waltham Forest 014","E02000908",5239
2021,"Waltham Forest 015","E02000909",3568
2021,"Waltham Forest 016","E02000910",4404
2021,"Waltham Forest 017","E02000911",4848
2021,"Waltham Forest 018","E02000912",3270
2021,"Waltham Forest 019","E02000913",3115
2021,"Waltham Forest 020","E02000914",3972
2021,"Waltham Forest 021","E02000915",3283
2021,"Waltham Forest 022","E02000916",3982
2021,"Waltham Forest 023","E02000917",3650
2021,"Waltham Forest 024","E02000918",3408
2021,"Waltham Forest 025","E02000919",3357
2021,"Waltham Forest 026","E02000920",3815
2021,"Waltham Forest 027","E02000921",4058
2021,"Waltham Forest 028","E02000922",3635
2021,"Wandsworth 001","E02000923",3469
2021,"Wandsworth 003","E02000925",3363
2021,"Wandsworth 004","E02000926",5552
2021,"Wandsworth 005","E02000927",3234
2021,"Wandsworth 006","E02000928",3614
2021,"Wandsworth 007","E02000929",3495
2021,"Wandsworth 008","E02000930",4261
2021,"Wandsworth 009","E02000931",3486
2021,"Wandsworth 010","E02000932",5930
2021,"Wandsworth 011","E02000933",3931
2021,"Wandsworth 012","E02000934",4196
2021,"Wandsworth 013","E02000935",2436
2021,"Wandsworth 014","E02000936",4382
2021,"Wandsworth 015","E02000937",3127
2021,"Wandsworth 016","E02000938",4345
2021,"Wandsworth 017","E02000939",2836
2021,"Wandsworth 018","E02000940",4214
2021,"Wandsworth 019","E02000941",4138
2021,"Wandsworth 020","E02000942",3816
2021,"Wandsworth 021","E02000943",3808
2021,"Wandsworth 022","E02000944",2890
2021,"Wandsworth 023","E02000945",2764
2021,"Wandsworth 024","E02000946",3107
2021,"Wandsworth 025","E02000947",3919
2021,"Wandsworth 026","E02000948",4382
2021,"Wandsworth 027","E02000949",4255
2021,"Wandsworth 028","E02000950",3110
2021,"Wandsworth 029","E02000951",2822
2021,"Wandsworth 030","E02000952",2657
2021,"Wandsworth 031","E02000953",3211
2021,"Wandsworth 032","E02000954",2247
2021,"Wandsworth 033","E02000955",2678
2021,"Wandsworth 034","E02000956",3032
2021,"Wandsworth 035","E02000957",4420
2021,"Wandsworth 036","E02000958",2917
2021,"Wandsworth 037","E02000959",3104
2021,"Wandsworth 038","E02007083",4106
2021,"Wandsworth 039","E02007084",4137
2021,"Westminster 001","E02000960",2782
2021,"Westminster 002","E02000961",4068
2021,"Westminster 003","E02000962",3858
2021,"Westminster 004","E02000963",4135
2021,"Westminster 005","E02000964",5358
2021,"Westminster 006","E02000965",3624
2021,"Westminster 007","E02000966",4110
2021,"Westminster 008","E02000967",3014
2021,"Westminster 009","E02000968",5617
2021,"Westminster 010","E02000969",3718
2021,"Westminster 011","E02000970",3555
2021,"Westminster 012","E02000971",3722
2021,"Westminster 013","E02000972",4255
2021,"Westminster 014","E02000973",4797
2021,"Westminster 015","E02000974",3979
2021,"Westminster 016","E02000975",3802
2021,"Westminster 017","E02000976",4212
2021,"Westminster 018","E02000977",3432
2021,"Westminster 019","E02000978",2764
2021,"Westminster 020","E02000979",3927
2021,"Westminster 021","E02000980",4324
2021,"Westminster 022","E02000981",4157
2021,"Westminster 023","E02000982",3844
2021,"Westminster 024","E02000983",3757
