"date","geography","geography code","Number of cars or vans: Total: All households","Number of cars or vans: No cars or vans in household","Number of cars or vans: 1 car or van in household","Number of cars or vans: 2 cars or vans in household","Number of cars or vans: 3 or more cars or vans in household"
2021,"Hillingdon 011","E02000504",2922,296,1262,989,375
2021,"Hillingdon 013","E02000506",2899,358,1049,980,512
2021,"Hillingdon 014","E02000507",2781,393,1177,880,331
2021,"Hillingdon 015","E02000508",4339,1272,2046,827,194
2021,"Hillingdon 016","E02000509",3400,1215,1475,544,166
2021,"Hillingdon 017","E02000510",3261,627,1368,905,361
2021,"Hillingdon 018","E02000511",3262,595,1225,973,469
2021,"Hillingdon 019","E02000512",3105,737,1359,755,254
2021,"Hillingdon 020","E02000513",3323,899,1525,710,189
2021,"Hillingdon 021","E02000514",3180,676,1370,792,342
2021,"Hillingdon 022","E02000515",5345,1661,2405,1018,261
2021,"Hillingdon 023","E02000516",2817,582,1253,708,274
2021,"Hillingdon 024","E02000517",3321,794,1456,800,271
2021,"Hillingdon 025","E02000518",3329,789,1399,812,329
2021,"Hillingdon 026","E02000519",3023,937,1151,614,321
2021,"Hillingdon 027","E02000520",4455,1414,1781,929,331
2021,"Hillingdon 028","E02000521",4352,1013,1957,1024,358
2021,"Hillingdon 029","E02000522",3489,902,1583,755,249
2021,"Hillingdon 030","E02000523",3683,1126,1422,799,336
2021,"Hillingdon 031","E02000524",2639,633,1143,621,242
2021,"Hillingdon 032","E02000525",3318,1039,1433,655,191
2021,"Hounslow 001","E02000526",3617,1334,1778,429,76
2021,"Hounslow 004","E02000529",3035,733,1323,694,285
2021,"Hounslow 005","E02000530",2517,767,1080,493,177
2021,"Hounslow 006","E02000531",4936,1801,2405,617,113
2021,"Hounslow 007","E02000532",3817,1260,1844,585,128
2021,"Hounslow 008","E02000533",3688,1230,1827,510,121
2021,"Hounslow 009","E02000534",2997,655,1406,725,211
2021,"Hounslow 010","E02000535",3006,724,1139,777,366
2021,"Hounslow 011","E02000536",3245,862,1318,732,333
2021,"Hounslow 012","E02000537",3158,993,1320,623,222
2021,"Hounslow 013","E02000538",3005,895,1186,657,267
2021,"Hounslow 014","E02000539",4734,1374,2548,661,151
2021,"Hounslow 015","E02000540",4486,1937,1897,508,144
2021,"Hounslow 016","E02000541",3281,1273,1256,547,205
2021,"Hounslow 017","E02000542",3952,1693,1589,492,178
2021,"Hounslow 018","E02000543",4892,2411,1786,527,168
2021,"Hounslow 019","E02000544",2923,617,1256,782,268
2021,"Hounslow 020","E02000545",3548,1129,1764,518,137
2021,"Hounslow 021","E02000546",3159,876,1368,659,256
2021,"Hounslow 022","E02000547",3852,1117,1643,803,289
2021,"Hounslow 023","E02000548",3727,991,1709,777,250
2021,"Hounslow 024","E02000549",4083,990,1743,993,357
2021,"Hounslow 025","E02000550",3720,1174,1664,654,228
2021,"Hounslow 026","E02000551",3416,1095,1441,690,190
2021,"Hounslow 027","E02000552",3359,697,1545,856,261
2021,"Hounslow 028","E02000553",2600,569,1120,670,241
2021,"Islington 001","E02000554",4200,2699,1274,205,22
2021,"Islington 002","E02000555",4036,2353,1424,221,38
2021,"Islington 003","E02000556",4949,3215,1501,179,54
2021,"Islington 004","E02000557",4139,2796,1166,155,22
2021,"Islington 005","E02000558",3957,2772,1048,114,23
2021,"Islington 006","E02000559",3995,2328,1445,168,54
2021,"Islington 007","E02000560",3274,2250,918,88,18
2021,"Islington 008","E02000561",3158,1668,1260,194,36
2021,"Islington 009","E02000562",3488,2115,1151,186,36
2021,"Islington 010","E02000563",3858,2622,1068,143,25
2021,"Islington 011","E02000564",5662,4112,1388,144,18
2021,"Islington 012","E02000565",3495,2300,1042,130,23
2021,"Islington 013","E02000566",3836,2316,1325,166,29
2021,"Islington 014","E02000567",4893,3316,1386,162,29
2021,"Islington 015","E02000568",4669,3263,1227,153,26
2021,"Islington 016","E02000569",4603,3020,1340,198,45
2021,"Islington 017","E02000570",3990,2399,1339,224,28
2021,"Islington 018","E02000571",4122,2836,1130,138,18
2021,"Islington 019","E02000572",3523,2450,938,120,15
2021,"Islington 020","E02000573",4922,3360,1351,188,23
2021,"Islington 021","E02000574",3602,2617,877,89,19
2021,"Islington 022","E02000575",5171,3884,1126,138,23
2021,"Islington 023","E02000576",4952,3842,997,104,9
2021,"Kensington and Chelsea 001","E02000577",3175,2095,931,124,25
2021,"Kensington and Chelsea 002","E02000578",2309,1284,806,186,33
2021,"Kensington and Chelsea 003","E02000579",3820,2028,1432,282,78
2021,"Kensington and Chelsea 004","E02000580",3988,2668,1142,161,17
2021,"Kensington and Chelsea 005","E02000581",3010,1866,955,161,28
2021,"Kensington and Chelsea 006","E02000582",3270,2056,941,223,50
2021,"Kensington and Chelsea 007","E02000583",3118,1598,1091,338,91
2021,"Kensington and Chelsea 008","E02000584",3331,1745,1170,340,76
2021,"Kensington and Chelsea 009","E02000585",3385,1729,1258,308,90
2021,"Kensington and Chelsea 010","E02000586",2880,1534,999,289,58
2021,"Kensington and Chelsea 011","E02000587",3027,1593,1056,303,75
2021,"Kensington and Chelsea 012","E02000588",3077,1709,1042,265,61
2021,"Kensington and Chelsea 013","E02000589",3657,2436,1030,160,31
2021,"Kensington and Chelsea 014","E02000590",3049,1954,859,180,56
2021,"Kensington and Chelsea 015","E02000591",3241,2245,858,117,21
2021,"Kensington and Chelsea 016","E02000592",2840,1684,909,205,42
2021,"Kensington and Chelsea 017","E02000593",3685,2378,1109,175,23
2021,"Kensington and Chelsea 018","E02000594",2922,1424,1061,362,75
2021,"Kensington and Chelsea 019","E02000595",3029,1558,1084,305,82
2021,"Kensington and Chelsea 020","E02000596",3073,1628,1128,267,50
2021,"Kensington and Chelsea 021","E02000597",2997,1790,999,174,34
2021,"Kingston upon Thames 001","E02000598",2971,495,1567,740,169
2021,"Kingston upon Thames 002","E02000599",2351,263,948,773,367
2021,"Kingston upon Thames 003","E02000600",3378,1100,1699,479,100
2021,"Kingston upon Thames 004","E02000601",4860,1604,2534,635,87
2021,"Kingston upon Thames 005","E02000602",4046,1718,1805,446,77
2021,"Kingston upon Thames 006","E02000603",2953,807,1362,619,165
2021,"Kingston upon Thames 007","E02000604",3559,1004,1798,639,118
2021,"Kingston upon Thames 008","E02000605",3116,668,1544,713,191
2021,"Kingston upon Thames 009","E02000606",4811,1846,2334,527,104
2021,"Kingston upon Thames 010","E02000607",2586,597,1340,503,146
2021,"Kingston upon Thames 011","E02000608",3406,1366,1658,329,53
2021,"Kingston upon Thames 012","E02000609",2737,489,1196,770,282
2021,"Kingston upon Thames 013","E02000610",3869,1440,1885,436,108
2021,"Kingston upon Thames 014","E02000611",2650,306,1176,863,305
2021,"Kingston upon Thames 015","E02000612",3078,414,1441,913,310
2021,"Kingston upon Thames 016","E02000613",3197,672,1672,688,165
2021,"Kingston upon Thames 017","E02000614",3373,702,1581,813,277
2021,"Kingston upon Thames 018","E02000615",2956,473,1333,839,311
2021,"Kingston upon Thames 019","E02000616",2389,319,1109,717,244
2021,"Kingston upon Thames 020","E02000617",3343,587,1465,938,353
2021,"Lambeth 002","E02000619",4054,2772,1099,151,32
2021,"Lambeth 003","E02000620",4589,3122,1271,163,33
2021,"Lambeth 004","E02000621",6009,4373,1436,161,39
2021,"Lambeth 005","E02000622",3633,2319,1123,163,28
2021,"Lambeth 006","E02000623",3329,2196,950,161,22
2021,"Lambeth 007","E02000624",4272,2757,1311,181,23
2021,"Lambeth 008","E02000625",3797,2522,1105,149,21
2021,"Lambeth 009","E02000626",3447,2183,1076,155,33
2021,"Lambeth 010","E02000627",3917,2522,1189,174,32
2021,"Lambeth 011","E02000628",4482,3117,1148,184,33
2021,"Lambeth 012","E02000629",4016,2395,1333,248,40
2021,"Lambeth 013","E02000630",3430,1977,1174,227,52
2021,"Lambeth 014","E02000631",3739,1985,1413,285,56
2021,"Lambeth 015","E02000632",4261,2625,1385,218,33
2021,"Lambeth 016","E02000633",3962,2665,1114,144,39
2021,"Lambeth 017","E02000634",3107,1991,933,156,27
2021,"Lambeth 018","E02000635",4338,2604,1480,222,32
2021,"Lambeth 019","E02000636",3079,1312,1367,332,68
2021,"Lambeth 020","E02000637",3704,2160,1319,188,37
2021,"Lambeth 021","E02000638",4107,2380,1495,196,36
2021,"Lambeth 022","E02000639",3727,2333,1155,196,43
2021,"Lambeth 023","E02000640",3804,1694,1772,276,62
2021,"Lambeth 024","E02000641",3391,1967,1160,223,41
2021,"Lambeth 025","E02000642",4170,2052,1756,309,53
2021,"Lambeth 026","E02000643",3948,2036,1587,270,55
2021,"Lambeth 027","E02000644",3496,1547,1524,340,85
2021,"Lambeth 028","E02000645",4047,1930,1687,341,89
2021,"Lambeth 029","E02000646",3905,1984,1443,358,120
2021,"Lambeth 030","E02000647",3420,1331,1587,401,101
2021,"Lambeth 031","E02000648",3188,1567,1289,278,54
2021,"Lambeth 032","E02000649",5302,2883,1991,358,70
2021,"Lambeth 033","E02000650",3278,1570,1399,260,49
2021,"Lambeth 034","E02000651",3481,1610,1427,341,103
2021,"Lambeth 035","E02000652",2544,938,1156,341,109
2021,"Lewisham 001","E02000653",5293,3342,1632,263,56
2021,"Lewisham 002","E02000654",3596,2156,1194,205,41
2021,"Lewisham 003","E02000655",4007,2356,1350,244,57
2021,"Lewisham 005","E02000657",3989,2427,1330,188,44
2021,"Lewisham 006","E02000658",3458,1892,1273,239,54
2021,"Lewisham 007","E02000659",3541,1765,1429,270,77
2021,"Lewisham 008","E02000660",3603,1929,1423,200,51
2021,"Lewisham 009","E02000661",3044,1475,1282,239,48
2021,"Lewisham 010","E02000662",3304,1629,1362,269,44
2021,"Lewisham 011","E02000663",2821,1328,1244,203,46
2021,"Lewisham 013","E02000665",3414,1558,1514,294,48
2021,"Lewisham 014","E02000666",2738,1167,1235,265,71
2021,"Lewisham 015","E02000667",2523,913,1296,252,62
2021,"Lewisham 016","E02000668",2727,887,1419,358,63
2021,"Lewisham 017","E02000669",3308,1612,1430,222,44
2021,"Lewisham 018","E02000670",2781,1464,1070,208,39
2021,"Lewisham 019","E02000671",3683,1617,1700,298,68
2021,"Lewisham 020","E02000672",4200,2332,1522,264,82
2021,"Lewisham 021","E02000673",3496,1492,1569,352,83
2021,"Lewisham 022","E02000674",3056,987,1496,448,125
2021,"Lewisham 023","E02000675",3418,1051,1643,573,151
2021,"Lewisham 024","E02000676",3190,1274,1536,313,67
2021,"Lewisham 025","E02000677",2642,853,1190,446,153
2021,"Lewisham 026","E02000678",2614,913,1187,391,123
2021,"Lewisham 027","E02000679",3376,1487,1455,343,91
2021,"Lewisham 028","E02000680",2913,1370,1273,218,52
2021,"Lewisham 029","E02000681",3350,1375,1406,439,130
2021,"Lewisham 030","E02000682",3218,1171,1378,523,146
2021,"Lewisham 031","E02000683",2724,1104,1154,383,83
2021,"Lewisham 033","E02000685",3423,1559,1482,307,75
2021,"Lewisham 034","E02000686",3044,1409,1274,298,63
2021,"Lewisham 035","E02000687",3455,1512,1549,328,66
2021,"Merton 001","E02000689",3512,1127,1812,474,99
2021,"Merton 002","E02000690",2224,413,961,602,248
2021,"Merton 003","E02000691",2957,1124,1396,369,68
2021,"Merton 004","E02000692",3568,1353,1676,435,104
2021,"Merton 005","E02000693",4282,2062,1888,294,38
2021,"Merton 006","E02000694",3834,1504,1987,297,46
2021,"Merton 007","E02000695",2941,989,1362,467,123
2021,"Merton 008","E02000696",3270,1406,1401,362,101
2021,"Merton 009","E02000697",3667,1548,1769,295,55
2021,"Merton 010","E02000698",3182,637,1713,654,178
2021,"Merton 011","E02000699",3262,1004,1795,386,77
2021,"Merton 012","E02000700",3356,1410,1510,350,86
2021,"Merton 013","E02000701",3114,1118,1378,489,129
2021,"Merton 014","E02000702",3366,1147,1569,523,127
2021,"Merton 015","E02000703",2937,679,1493,633,132
2021,"Merton 016","E02000704",3573,1324,1738,420,91
2021,"Merton 017","E02000705",3115,809,1460,656,190
2021,"Merton 018","E02000706",3535,1516,1482,433,104
2021,"Merton 019","E02000707",2778,823,1225,544,186
2021,"Merton 020","E02000708",3255,666,1733,710,146
2021,"Merton 021","E02000709",2869,505,1445,708,211
2021,"Merton 022","E02000710",3438,1155,1564,550,169
2021,"Merton 023","E02000711",3458,1176,1671,478,133
2021,"Merton 024","E02000712",3402,1055,1515,641,191
2021,"Merton 025","E02000713",2831,460,1300,801,270
2021,"Newham 001","E02000714",2646,1262,1110,218,56
2021,"Newham 002","E02000715",2091,988,865,200,38
2021,"Newham 003","E02000716",2302,1053,956,227,66
2021,"Newham 004","E02000717",2395,1186,908,243,58
2021,"Newham 005","E02000718",2245,1009,926,260,50
2021,"Newham 006","E02000719",2875,1545,1041,246,43
2021,"Newham 007","E02000720",2125,874,878,290,83
2021,"Newham 008","E02000721",2767,1418,993,270,86
2021,"Newham 009","E02000722",2935,1730,982,189,34
2021,"Newham 010","E02000723",2862,1247,1115,417,83
2021,"Newham 011","E02000724",2534,1037,1053,334,110
2021,"Newham 012","E02000725",4002,2682,1140,151,29
2021,"Newham 014","E02000727",2290,1105,896,220,69
2021,"Newham 015","E02000728",2341,991,987,301,62
2021,"Newham 016","E02000729",2200,1049,851,198,102
2021,"Newham 017","E02000730",2567,1212,925,281,149
2021,"Newham 018","E02000731",2771,1412,1020,273,66
2021,"Newham 019","E02000732",2752,1430,1073,207,42
2021,"Newham 020","E02000733",3462,1835,1324,253,50
2021,"Newham 021","E02000734",2495,1314,930,198,53
2021,"Newham 022","E02000735",2659,1402,976,235,46
2021,"Newham 023","E02000736",2653,1126,1147,320,60
2021,"Newham 024","E02000737",3067,1284,1323,395,65
2021,"Newham 025","E02000738",2785,1168,1223,328,66
2021,"Newham 026","E02000739",2477,1273,960,199,45
2021,"Newham 027","E02000740",2498,1361,921,185,31
2021,"Newham 028","E02000741",2685,1264,1108,246,67
2021,"Newham 029","E02000742",2529,1028,1103,332,66
2021,"Newham 030","E02000743",3577,2099,1232,208,38
2021,"Newham 031","E02000744",3326,1772,1266,251,37
2021,"Newham 032","E02000745",2877,1139,1272,395,71
2021,"Newham 033","E02000746",3394,1559,1447,317,71
2021,"Newham 034","E02000747",5447,3437,1713,252,45
2021,"Newham 035","E02000748",2209,881,1018,274,36
2021,"Newham 036","E02000749",3330,1601,1397,279,53
2021,"Redbridge 001","E02000751",4439,765,2080,1195,399
2021,"Redbridge 002","E02000752",3266,811,1574,711,170
2021,"Redbridge 003","E02000753",2475,603,1159,551,162
2021,"Redbridge 004","E02000754",2590,567,1335,541,147
2021,"Redbridge 005","E02000755",2186,451,1063,513,159
2021,"Redbridge 006","E02000756",5258,1167,2485,1235,371
2021,"Redbridge 007","E02000757",5178,1476,2597,877,228
2021,"Redbridge 008","E02000758",2316,452,999,617,248
2021,"Redbridge 009","E02000759",4820,1184,2509,874,253
2021,"Redbridge 010","E02000760",2628,681,1214,559,174
2021,"Redbridge 012","E02000762",2105,402,905,572,226
2021,"Redbridge 013","E02000763",2577,590,1244,554,189
2021,"Redbridge 014","E02000764",5367,1703,2580,838,246
2021,"Redbridge 015","E02000765",2426,729,1062,508,127
2021,"Redbridge 017","E02000767",2768,690,1354,569,155
2021,"Redbridge 018","E02000768",2200,454,1179,450,117
2021,"Redbridge 020","E02000770",2489,667,1101,528,193
2021,"Redbridge 022","E02000772",2541,808,1105,455,173
2021,"Redbridge 023","E02000773",3111,862,1371,677,201
2021,"Redbridge 024","E02000774",2459,786,1064,479,130
2021,"Redbridge 026","E02000776",2082,632,897,410,143
2021,"Redbridge 027","E02000777",2322,602,1214,396,110
2021,"Redbridge 029","E02000779",2774,1306,987,344,137
2021,"Redbridge 031","E02000781",4428,997,1819,1138,474
2021,"Redbridge 032","E02000782",3577,1691,1413,382,91
2021,"Redbridge 033","E02000783",2115,823,905,307,80
2021,"Richmond upon Thames 001","E02000784",4179,1103,2178,712,186
2021,"Richmond upon Thames 002","E02000785",4162,1100,2245,669,148
2021,"Richmond upon Thames 003","E02000786",4944,1510,2723,595,116
2021,"Richmond upon Thames 004","E02000787",5173,1598,2790,651,134
2021,"Richmond upon Thames 005","E02000788",3624,924,1997,585,118
2021,"Richmond upon Thames 006","E02000789",2842,1053,1301,391,97
2021,"Richmond upon Thames 007","E02000790",2704,655,1497,450,102
2021,"Richmond upon Thames 008","E02000791",2969,1117,1388,368,96
2021,"Richmond upon Thames 009","E02000792",3099,906,1634,466,93
2021,"Richmond upon Thames 010","E02000793",3134,674,1495,751,214
2021,"Richmond upon Thames 011","E02000794",2760,573,1528,528,131
2021,"Richmond upon Thames 012","E02000795",2589,442,1302,645,200
2021,"Richmond upon Thames 013","E02000796",3981,840,1743,1025,373
2021,"Richmond upon Thames 014","E02000797",3479,1133,1848,432,66
2021,"Richmond upon Thames 015","E02000798",4324,881,2348,865,230
2021,"Richmond upon Thames 016","E02000799",2440,506,1226,566,142
2021,"Richmond upon Thames 017","E02000800",2157,566,1142,363,86
2021,"Richmond upon Thames 018","E02000801",3020,625,1690,594,111
2021,"Richmond upon Thames 019","E02000802",2976,609,1560,651,156
2021,"Richmond upon Thames 020","E02000803",4096,888,1970,969,269
2021,"Richmond upon Thames 021","E02000804",3166,872,1661,526,107
2021,"Richmond upon Thames 022","E02000805",4633,1187,2357,888,201
2021,"Richmond upon Thames 023","E02000806",4254,754,2116,1100,284
2021,"Southwark 001","E02000807",3734,2018,1430,238,48
2021,"Southwark 002","E02000808",4696,3541,995,134,26
2021,"Southwark 004","E02000810",5395,3636,1516,209,34
2021,"Southwark 006","E02000812",4533,3156,1231,115,31
2021,"Southwark 007","E02000813",4483,3007,1255,194,27
2021,"Southwark 008","E02000814",4588,2603,1673,260,52
2021,"Southwark 009","E02000815",3233,2482,659,80,12
2021,"Southwark 010","E02000816",4146,2585,1319,200,42
2021,"Southwark 011","E02000817",2924,1853,903,141,27
2021,"Southwark 012","E02000818",4489,3277,1066,120,26
2021,"Southwark 013","E02000819",3555,2345,1021,164,25
2021,"Southwark 014","E02000820",4228,3004,1057,150,17
2021,"Southwark 015","E02000821",3133,2012,950,145,26
2021,"Southwark 016","E02000822",2773,1913,748,97,15
2021,"Southwark 017","E02000823",3635,2375,1067,166,27
2021,"Southwark 018","E02000824",3793,2300,1226,231,36
2021,"Southwark 019","E02000825",3891,2290,1317,227,57
2021,"Southwark 020","E02000826",4020,2573,1258,164,25
2021,"Southwark 021","E02000827",5018,3499,1323,172,24
2021,"Southwark 022","E02000828",3594,2254,1137,165,38
2021,"Southwark 023","E02000829",4735,2788,1605,307,35
2021,"Southwark 024","E02000830",3761,1969,1506,250,36
2021,"Southwark 025","E02000831",4052,2191,1599,224,38
2021,"Southwark 026","E02000832",4099,2099,1663,283,54
2021,"Southwark 027","E02000833",3046,1706,1150,160,30
2021,"Southwark 028","E02000834",4102,1848,1889,314,51
2021,"Southwark 029","E02000835",3030,1220,1456,293,61
2021,"Southwark 030","E02000836",3337,1180,1771,329,57
2021,"Southwark 031","E02000837",3150,812,1727,498,113
2021,"Southwark 032","E02000838",3924,1626,1817,411,70
2021,"Southwark 033","E02000839",3428,1306,1547,429,146
2021,"Sutton 001","E02000840",3475,935,1677,708,155
2021,"Sutton 002","E02000841",3301,924,1508,680,189
2021,"Sutton 003","E02000842",2959,451,1256,901,351
2021,"Sutton 004","E02000843",3981,976,2087,739,179
2021,"Sutton 005","E02000844",3217,722,1454,775,266
2021,"Sutton 006","E02000845",3609,637,1894,836,242
2021,"Sutton 007","E02000846",2786,525,1327,694,240
2021,"Sutton 008","E02000847",3683,634,1696,996,357
2021,"Sutton 009","E02000848",2917,408,1266,909,334
2021,"Sutton 010","E02000849",3248,724,1617,697,210
2021,"Sutton 011","E02000850",4089,634,1996,1081,378
2021,"Sutton 012","E02000851",5036,2071,2237,604,124
2021,"Sutton 013","E02000852",3251,760,1606,687,198
2021,"Sutton 014","E02000853",3202,711,1621,700,170
2021,"Sutton 015","E02000854",3085,630,1558,684,213
2021,"Sutton 016","E02000855",3212,571,1473,840,328
2021,"Sutton 017","E02000856",3801,898,1750,873,280
2021,"Sutton 018","E02000857",4079,1277,2158,543,101
2021,"Sutton 019","E02000858",3309,996,1525,598,190
2021,"Sutton 020","E02000859",3494,813,1560,830,291
2021,"Sutton 021","E02000860",4117,1587,1967,467,96
2021,"Sutton 022","E02000861",2862,281,1191,1005,385
2021,"Sutton 024","E02000863",2422,246,931,860,385
2021,"Tower Hamlets 001","E02000864",4664,2977,1446,201,40
2021,"Tower Hamlets 002","E02000865",2895,1943,776,143,33
2021,"Tower Hamlets 003","E02000866",4151,2395,1422,286,48
2021,"Tower Hamlets 004","E02000867",4871,3153,1473,211,34
2021,"Tower Hamlets 005","E02000868",2784,1902,748,120,14
2021,"Tower Hamlets 006","E02000869",2523,1663,749,93,18
2021,"Tower Hamlets 007","E02000870",2420,1503,778,125,14
2021,"Tower Hamlets 008","E02000871",4226,2737,1282,189,18
2021,"Tower Hamlets 009","E02000872",3193,2320,758,97,18
2021,"Tower Hamlets 010","E02000873",2921,1862,933,106,20
2021,"Tower Hamlets 011","E02000874",2523,1663,750,91,19
2021,"Tower Hamlets 012","E02000875",5080,3344,1483,220,33
2021,"Tower Hamlets 013","E02000876",2778,1982,676,101,19
2021,"Tower Hamlets 014","E02000877",4913,3223,1428,214,48
2021,"Tower Hamlets 015","E02000878",4011,3037,817,134,23
2021,"Tower Hamlets 016","E02000879",3047,1917,952,154,24
2021,"Tower Hamlets 017","E02000880",2282,1592,581,87,22
2021,"Tower Hamlets 018","E02000881",3849,2471,1155,195,28
2021,"Tower Hamlets 019","E02000882",3809,2241,1283,247,38
2021,"Tower Hamlets 020","E02000883",3030,1893,962,154,21
2021,"Tower Hamlets 021","E02000884",5115,4032,948,110,25
2021,"Tower Hamlets 022","E02000885",2394,1559,696,119,20
2021,"Tower Hamlets 023","E02000886",3823,2455,1192,151,25
2021,"Tower Hamlets 024","E02000887",3946,2573,1156,185,32
2021,"Tower Hamlets 025","E02000888",3354,2097,1086,146,25
2021,"Tower Hamlets 026","E02000889",3806,2624,1034,124,24
2021,"Tower Hamlets 027","E02000890",2891,1669,1037,141,44
2021,"Tower Hamlets 030","E02000893",2988,1667,1124,171,26
2021,"Tower Hamlets 031","E02000894",4466,2466,1671,271,58
2021,"Waltham Forest 001","E02000895",3277,807,1401,779,290
2021,"Waltham Forest 002","E02000896",3836,905,1771,863,297
2021,"Waltham Forest 003","E02000897",3370,860,1544,750,216
2021,"Waltham Forest 004","E02000898",3203,819,1459,685,240
2021,"Waltham Forest 005","E02000899",3228,848,1380,733,267
2021,"Waltham Forest 006","E02000900",3121,843,1442,627,209
2021,"Waltham Forest 007","E02000901",3851,892,1957,777,225
2021,"Waltham Forest 008","E02000902",3518,1034,1757,569,158
2021,"Waltham Forest 009","E02000903",3467,1281,1629,455,102
2021,"Waltham Forest 010","E02000904",3109,1104,1491,399,115
2021,"Waltham Forest 011","E02000905",3630,1443,1726,357,104
2021,"Waltham Forest 012","E02000906",3628,1725,1572,279,52
2021,"Waltham Forest 013","E02000907",4067,2110,1590,304,63
2021,"Waltham Forest 014","E02000908",5242,2944,1961,294,43
2021,"Waltham Forest 015","E02000909",3566,1491,1698,297,80
2021,"Waltham Forest 016","E02000910",4404,2334,1738,277,55
2021,"Waltham Forest 017","E02000911",4848,2724,1763,312,49
2021,"Waltham Forest 018","E02000912",3268,1399,1454,323,92
2021,"Waltham Forest 019","E02000913",3117,1199,1380,399,139
2021,"Waltham Forest 020","E02000914",3972,2080,1457,338,97
2021,"Waltham Forest 021","E02000915",3283,1487,1429,288,79
2021,"Waltham Forest 022","E02000916",3981,2033,1548,303,97
2021,"Waltham Forest 023","E02000917",3650,1825,1496,276,53
2021,"Waltham Forest 024","E02000918",3408,1711,1394,248,55
2021,"Waltham Forest 025","E02000919",3359,1681,1345,283,50
2021,"Waltham Forest 026","E02000920",3816,2030,1419,305,62
2021,"Waltham Forest 027","E02000921",4058,2095,1556,332,75
2021,"Waltham Forest 028","E02000922",3635,1634,1587,348,66
2021,"Wandsworth 001","E02000923",3469,1744,1334,321,70
2021,"Wandsworth 003","E02000925",3362,1982,1140,196,44
2021,"Wandsworth 004","E02000926",5552,3002,2187,321,42
2021,"Wandsworth 005","E02000927",3233,1710,1307,188,28
2021,"Wandsworth 006","E02000928",3613,1339,1779,434,61
2021,"Wandsworth 007","E02000929",3493,2238,1064,174,17
2021,"Wandsworth 008","E02000930",4261,2275,1644,290,52
2021,"Wandsworth 009","E02000931",3486,1449,1704,293,40
2021,"Wandsworth 010","E02000932",5928,2971,2462,391,104
2021,"Wandsworth 011","E02000933",3931,1551,1691,531,158
2021,"Wandsworth 012","E02000934",4197,2233,1642,274,48
2021,"Wandsworth 013","E02000935",2435,1263,900,212,60
2021,"Wandsworth 014","E02000936",4382,2256,1749,314,63
2021,"Wandsworth 015","E02000937",3125,1143,1487,392,103
2021,"Wandsworth 016","E02000938",4345,1823,1970,478,74
2021,"Wandsworth 017","E02000939",2836,805,1490,437,104
2021,"Wandsworth 018","E02000940",4214,2319,1653,216,26
2021,"Wandsworth 019","E02000941",4138,1495,2055,498,90
2021,"Wandsworth 020","E02000942",3819,1249,1934,537,99
2021,"Wandsworth 021","E02000943",3810,1909,1560,286,55
2021,"Wandsworth 022","E02000944",2890,1351,1236,257,46
2021,"Wandsworth 023","E02000945",2765,1322,1078,304,61
2021,"Wandsworth 024","E02000946",3106,1287,1475,292,52
2021,"Wandsworth 025","E02000947",3919,1469,2086,318,46
2021,"Wandsworth 026","E02000948",4382,2091,1952,293,46
2021,"Wandsworth 027","E02000949",4253,1714,1906,520,113
2021,"Wandsworth 028","E02000950",3110,1206,1469,368,67
2021,"Wandsworth 029","E02000951",2822,1442,1101,243,36
2021,"Wandsworth 030","E02000952",2655,1340,1024,251,40
2021,"Wandsworth 031","E02000953",3211,1441,1526,210,34
2021,"Wandsworth 032","E02000954",2246,947,1017,238,44
2021,"Wandsworth 033","E02000955",2678,1334,1104,202,38
2021,"Wandsworth 034","E02000956",3032,1722,1097,192,21
2021,"Wandsworth 035","E02000957",4417,2326,1775,280,36
2021,"Wandsworth 036","E02000958",2917,1004,1400,423,90
2021,"Wandsworth 037","E02000959",3104,1421,1361,276,46
2021,"Westminster 001","E02000960",2780,1528,984,218,50
2021,"Westminster 002","E02000961",4068,2254,1435,304,75
2021,"Westminster 003","E02000962",3858,2542,1070,214,32
2021,"Westminster 004","E02000963",4132,2338,1532,235,27
2021,"Westminster 005","E02000964",5358,3475,1602,252,29
2021,"Westminster 006","E02000965",3624,2224,1202,170,28
2021,"Westminster 007","E02000966",4110,2359,1382,282,87
2021,"Westminster 008","E02000967",3014,2090,741,143,40
2021,"Westminster 009","E02000968",5617,3918,1461,201,37
2021,"Westminster 010","E02000969",3718,2415,1142,146,15
2021,"Westminster 011","E02000970",3555,2323,909,262,61
2021,"Westminster 012","E02000971",3723,2711,839,135,38
2021,"Westminster 013","E02000972",4255,3319,785,125,26
2021,"Westminster 014","E02000973",4797,3161,1352,233,51
2021,"Westminster 015","E02000974",3981,2709,992,200,80
2021,"Westminster 016","E02000975",3803,2751,907,124,21
2021,"Westminster 017","E02000976",4212,3073,971,135,33
2021,"Westminster 018","E02000977",3434,2607,647,133,47
2021,"Westminster 019","E02000978",2764,1285,1063,295,121
2021,"Westminster 020","E02000979",3927,2725,980,188,34
2021,"Westminster 021","E02000980",4324,3051,1096,159,18
2021,"Westminster 022","E02000981",4155,2720,1188,213,34
2021,"Westminster 023","E02000982",3847,2667,961,183,36
2021,"Westminster 024","E02000983",3757,2547,1066,120,24
2021,"Bromley 040","E02006782",3196,712,1547,706,231
2021,"Lewisham 037","E02006783",2895,1065,1336,404,90
2021,"Lewisham 038","E02006784",3125,1159,1388,441,137
2021,"Bexley 029","E02006785",2574,577,1218,581,198
